form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00802389,500432260,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-04,1.66,2024-01-04,54.99,Email Services (via drawdown),,,S,H8CT05245,HAYES,JAHANA,,,,H,05,CT,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432261,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-04,1.67,2024-01-04,55.00,Email Services (via drawdown),,,S,H0IN01150,MRVAN,FRANK J,,,,H,01,IN,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432262,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-04,1.67,2024-01-04,55.01,Email Services (via drawdown),,,S,H2NM01144,STANSBURY,MELANIE,,,,H,01,NM,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432263,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-08,1.66,2024-01-08,54.99,Email Services (via drawdown),,,S,H8NV03200,LEE,SUSIE,,,,H,03,NV,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432264,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-08,1.67,2024-01-08,55.00,Email Services (via drawdown),,,S,H0MI03316,SCHOLTEN,HILLARY,,,,H,03,MI,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432265,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-08,1.67,2024-01-08,55.01,Email Services (via drawdown),,,S,H2FL22171,MOSKOWITZ,JARED,,,,H,23,FL,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432256,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-10,5.00,2024-01-10,165.00,Email Services (via drawdown),,,S,P80000722,BIDEN,JOSEPH R JR,,,,P,,,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432266,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-17,10.00,2024-01-17,10.00,Staff time and emails for online message (via drawdown),,,S,H2IA02111,BOHANNAN,CHRISTINA,,,,H,01,IA,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432267,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-17,10.00,2024-01-17,10.00,Staff time and emails for online message (via drawdown),,,S,H4AZ01202,CHERNY,ANDREI,,,,H,01,AZ,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432268,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-17,10.00,2024-01-17,10.00,Staff time and emails for online message (via drawdown),,,S,H2AZ02311,ENGEL,KIRSTEN,,,,H,06,AZ,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432269,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-17,10.00,2024-01-17,10.00,Staff time and emails for online message (via drawdown),,,S,H2NM02191,VASQUEZ,GABRIEL,,,,H,02,NM,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432270,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-22,5.00,2024-01-22,165.00,Email Services (via drawdown),,,S,H2CO08020,CARAVEO,YADIRA,,,,H,08,CO,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432271,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-25,1.66,2024-01-25,54.99,Email Services (via drawdown),,,S,S6OH00163,BROWN,SHERROD,,,,S,00,OH,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432272,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-25,1.67,2024-01-25,55.00,Email Services (via drawdown),,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,00,AZ,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432273,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-25,1.67,2024-01-25,55.01,Email Services (via drawdown),,,S,S2WI00219,BALDWIN,TAMMY,,,,S,00,WI,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432274,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-30,2.50,2024-01-30,82.50,Email Services (via drawdown),,,S,S6MT00162,TESTER,JON,,,,S,00,MT,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432275,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-01-30,2.50,2024-01-30,82.50,Email Services (via drawdown),,,S,S8NV00156,ROSEN,JACKY,,,,S,00,NV,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432243,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-04,53.33,2024-01-04,54.99,Email Messaging,,,S,H8CT05245,HAYES,JAHANA,,,,H,05,CT,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432244,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-04,53.33,2024-01-04,55.00,Email Messaging,,,S,H0IN01150,MRVAN,FRANK J,,,,H,01,IN,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432245,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-04,53.34,2024-01-04,55.01,Email Messaging,,,S,H2NM01144,STANSBURY,MELANIE,,,,H,01,NM,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432246,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-08,53.33,2024-01-08,54.99,Email Messaging,,,S,H8NV03200,LEE,SUSIE,,,,H,03,NV,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432247,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-08,53.33,2024-01-08,55.00,Email Messaging,,,S,H0MI03316,SCHOLTEN,HILLARY,,,,H,03,MI,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432248,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-08,53.34,2024-01-08,55.01,Email Messaging,,,S,H2FL22171,MOSKOWITZ,JARED,,,,H,23,FL,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432255,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-10,160.00,2024-01-10,165.00,Email Messaging,,,S,P80000722,BIDEN,JOSEPH R JR,,,,P,,,Sonekan,Titi,,,,2024-02-20,
SE,C00802389,500432249,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,P2024,,2024-01-22,160.00,2024-01-22,165.00,Email Messaging,,,S,H2CO08020,CARAVEO,YADIRA,,,,H,08,CO,Sonekan,Titi,,,,2024-02-20,
