form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00214981,11919864,,,CCM,Jake Ellzey for Congress,,,,,,P.O. Box 341027,,Austin,TX,78734,G2024,,2024-08-06,4800.00,0.00,Campaign Contribution,011,,,,Ellzey,Jake,,,,H,TX,06,,,,,,,,Campaign Contribution
SB23,C00214981,11919865,,,CCM,John Carter For Congress,,,,,,"200 Univ. Oaks Blvd, Ste 225 #130",,Round Rock,TX,78665,G2024,,2024-08-06,4800.00,0.00,Campaign Contribution,011,C00371203,John Carter For Congress,H2TX31044,Carter,John,,,,H,TX,31,,,,,,,,Campaign Contribution
SB23,C00214981,11919866,,,CCM,Roger Williams For U S Congress Committee,,,,,,10 N. Caddo St.,Pmb #174,Cleburne,TX,76031,G2024,,2024-08-06,4800.00,0.00,Campaign Contribution,011,C00498121,Roger Williams For U S Congress Committee,H2TX33040,Williams,Roger,,,,H,TX,25,,,,,,,,Campaign Contribution
SB23,C00214981,11919867,,,CCM,Veronica Escobar For Congress,,,,,,PO Box 3961,,El Paso,TX,79923,G2024,,2024-08-06,4800.00,0.00,Campaign Contribution,011,C00653923,Veronica Escobar For Congress,H8TX16109,Escobar,Veronica,,,,H,TX,16,,,,,,,,Campaign Contribution
SB23,C00214981,11919868,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,G2024,,2024-08-06,3800.00,0.00,Campaign Contribution,011,C00714865,Beth Van Duyne For Congress,H0TX24209,Van Duyne,Beth,,,,H,TX,24,,,,,,,,Campaign Contribution
SB23,C00214981,11921907,,,CCM,Pat Fallon for Congress,,,,,,P.O. Box 614,,Celina,TX,75009,G2024,,2024-08-13,4800.00,0.00,Campaign Contribution,011,,,,Fallon,Pat,,,,H,TX,04,,,,,,,,Campaign Contribution
SB23,C00214981,11921909,,,CCM,August Pfluger For Congress,,,,,,PO Box 3530,,San Angelo,TX,76902,G2024,,2024-08-13,4800.00,0.00,Campaign Contribution,011,C00719294,August Pfluger For Congress,H0TX11230,Pfluger,August,,,II,H,TX,11,,,,,,,,Campaign Contribution
SB23,C00214981,11924962,,,CCM,Nehls For Congress,,,,,,PO Box 16968,,Sugar Land,TX,77496,G2024,,2024-08-20,4800.00,0.00,Campaign Contribution,011,C00730150,Nehls For Congress,H0TX22302,Nehls,Troy,,,,H,TX,22,,,,,,,,Campaign Contribution
SB23,C00214981,11925056,,,CCM,Cloud For Congress,,,,,,PO Box 7027,,Victoria,TX,77903,G2024,,2024-08-20,4800.00,0.00,Campaign Contribution,011,C00655332,Cloud For Congress,H8TX27049,Cloud,Michael,,,,H,TX,27,,,,,,,,Campaign Contribution
SB23,C00214981,11925057,,,CCM,"McCaul For Congress, Inc",,,,,,1108 Lavaca St,Suite 110-402,Austin,TX,78701,G2024,,2024-08-20,4800.00,0.00,Campaign Contribution,011,C00392688,"McCaul For Congress, Inc",H4TX10093,McCaul,Michael,,,,H,TX,10,,,,,,,,Campaign Contribution
SB23,C00214981,11925058,,,CCM,Monica For Congress,,,,,,PO Box 4605,,McAllen,TX,785024605,G2024,,2024-08-20,4800.00,0.00,Campaign Contribution,011,C00765719,Monica For Congress,H0TX15124,De La Cruz,Monica,,,,H,TX,15,,,,,,,,Campaign Contribution
SB23,C00214981,11946452,,,CCM,Texans for Jodey Arrington,,,,,,P.O. Box 6687,,Lubbock,TX,79493,G2024,,2024-08-26,4800.00,0.00,Campaign Contribution,011,,,,Arrington,Jodey,,,,H,TX,19,,,,,,,,Campaign Contribution
