form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002972,500016359,,,CCM,Aderholt For Congress,,,,,,403 1St St SE,,Washington,DC,200031827,P2024,,2024-02-15,4000.00,0.00,,011,C00313247,,,ADERHOLT,ROBERT,,,,H,AL,04,,,,,,,,
SB23,C00002972,500016340,,,CCM,Adrian Smith For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2024-02-08,1000.00,0.00,,011,C00412890,,,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00002972,500016365,,,CCM,Angie Craig For Congress,,,,,,6129 Long Meadow Rd,,Mclean,VA,221012312,G2024,,2024-02-15,1000.00,0.00,,011,C00575209,,,CRAIG,ANGIE,,,,H,MN,02,,,,,,,,
SB23,C00002972,500016332,,,CCM,Bilirakis For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2024-02-08,1000.00,0.00,,011,C00408534,,,BILIRAKIS,GUS,,,,H,FL,12,,,,,,,,
SB23,C00002972,500016296,,,CCM,Brad Schneider For Congress,,,,,,315 Inspiration Ln,,Gaithersburg,MD,208785808,P2024,,2024-02-08,2500.00,0.00,,011,C00495952,,,Schneider,Brad,,,,H,DC,10,,,,,,,,
SB23,C00002972,500016325,,,CCM,Brandon For Congress NY22,,,,,,1369 E St SE,,Washington,DC,200033006,P2024,,2024-02-08,1000.00,0.00,,,C00806307,,,Williams,Brandon,McDonald,,,H,NY,22,,,,,,,,
SB23,C00002972,500016389,,,CCM,Carlos Gimenez For Congress,,,,,,1350 Beverly Rd,Ste Pm 115,Mc Lean,VA,221013917,P2024,,2024-02-29,1000.00,0.00,,011,C00735985,,,Gimenez,Carlos,,,,H,FL,26,,,,,,,,
SB23,C00002972,500016400,,,CCM,Carol Miller For Congress,,,,,,1316 12Th St,,Huntington,WV,257014015,G2024,,2024-02-29,5000.00,0.00,,011,C00653220,,,MILLER,CAROL,,,,H,WV,03,,,,,,,,
SB23,C00002972,500016348,,,CCM,David Kustoff For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2024-02-08,2000.00,0.00,,011,C00614826,,,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00002972,500016349,,,CCM,David Kustoff For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,G2024,,2024-02-08,1000.00,0.00,,011,C00614826,,,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00002972,500016336,,,CCM,Davis For Congress,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,P2024,,2024-02-08,1500.00,0.00,,011,C00172619,,,DAVIS,DANNY,,,,H,IL,07,,,,,,,,
SB23,C00002972,500016374,,,CCM,Deb Fischer For Us Senate Inc,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,G2024,,2024-02-22,1000.00,0.00,,011,C00498907,,,FISCHER,DEB,,,,S,VA,00,,,,,,,,
SB23,C00002972,500016322,,,CCM,Don Bacon For Congress,,,,,,1200 Trinity Dr,,Alexandria,VA,223144724,G2024,,2024-02-01,2500.00,0.00,,011,C00575167,,,Bacon,Don,,,,H,DC,02,,,,,,,,
SB23,C00002972,500016350,,,CCM,Dr Brian Babin For Us Congress,,,,,,107 S West St,Ste 176,Alexandria,VA,223142824,P2024,,2024-02-08,1000.00,0.00,,011,C00553859,,,BABIN,BRIAN,,,,H,TX,36,,,,,,,,
SB23,C00002972,500016363,,,CCM,Eric Sorensen For Illinois,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,P2024,,2024-02-15,1000.00,0.00,,011,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00002972,500016334,,,CCM,Feenstra For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2024-02-08,1000.00,0.00,,011,C00693663,,,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00002972,500016378,,,CCM,Friends Of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,P2024,,2024-02-29,1000.00,0.00,,011,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00002972,500016380,,,CCM,Friends Of Mazie Hirono,,,,,,323 7Th St SE,,Washington,DC,200034307,G2024,,2024-02-29,2500.00,0.00,,011,C00420760,,,HIRONO,MAZIE,,,,S,HI,00,,,,,,,,
SB23,C00002972,500016344,,,CCM,Friends Of Michael Guest,,,,,,5185 Macarthur Blvd NW,Ste 727,Washington,DC,200163341,P2024,,2024-02-08,1000.00,0.00,,011,C00665752,,,GUEST,MICHAEL,,,,H,MS,03,,,,,,,,
SB23,C00002972,500016372,,,CCM,Friends Of Tim Moore,,,,,,PO Box 97275,,Raleigh,NC,276247275,P2024,,2024-02-22,3000.00,0.00,,011,C00856005,,,Moore,Tim,,,,H,NC,14,,,,,,,,
SB23,C00002972,500016387,,,CCM,Gabe Vasquez For Congress,,,,,,200 E Jefferson St,,Falls Church,VA,220463531,P2024,,2024-02-29,1000.00,0.00,,011,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00002972,500016326,,,CCM,Gary Palmer For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,P2024,,2024-02-08,1000.00,0.00,,011,C00551374,,,PALMER,GARY,,,,H,AL,06,,,,,,,,
SB23,C00002972,500016356,,,CCM,Glenn Grothman For Congress,,,,,,422 1St St SE,Fl 3,Washington,DC,200035172,P2024,,2024-02-08,1000.00,0.00,,011,C00561597,,,GROTHMAN,GLENN,,,,H,WI,06,,,,,,,,
SB23,C00002972,500016371,,,CCM,Glenn Grothman For Congress,,,,,,422 1St St SE,Fl 3,Washington,DC,200035172,P2024,,2024-02-15,1000.00,0.00,,011,C00561597,,,GROTHMAN,GLENN,,,,H,WI,06,,,,,,,,
SB23,C00002972,500016333,,,CCM,Greg Steube Congressional Committee,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2024-02-08,1000.00,0.00,,011,C00671891,,,STEUBE,GREG,,,,H,FL,17,,,,,,,,
SB23,C00002972,500016339,,,CCM,Guthrie For Congress,,,,,,410 1St St SE,Fl 2,Washington,DC,200031867,G2024,,2024-02-08,1000.00,0.00,,011,C00445023,,,GUTHRIE,BRETT,,,,H,DC,02,,,,,,,,
SB23,C00002972,500016347,,,CCM,Guy Reschenthaler For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2024-02-08,1500.00,0.00,,011,C00657833,,,RESCHENTHALER,GUY,,,,H,PA,14,,,,,,,,
SB23,C00002972,500016338,,,CCM,Houchin For Congress,,,,,,3213 Duke St,Ste 700,Alexandria,VA,223144533,P2024,,2024-02-08,1000.00,0.00,,011,C00800649,,,Houchin,Erin,,,,H,IN,09,,,,,,,,
SB23,C00002972,500016321,,,CCM,Huizenga For Congress,,,,,,611 Pennsylvania Ave SE,# 424,Washington,DC,200034303,P2024,,2024-02-01,5000.00,0.00,,011,C00459297,,,HUIZENGA,BILL,,,,H,MI,02,,,,,,,,
SB23,C00002972,500016335,,,CCM,Iowans For Zach Nunn,,,,,,2817 N Jefferson St,,Arlington,VA,222071463,P2024,,2024-02-08,1000.00,0.00,,011,C00784389,,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00002972,500016337,,,CCM,Iowans For Zach Nunn,,,,,,2817 N Jefferson St,,Arlington,VA,222071463,G2024,,2024-02-08,1000.00,0.00,,011,C00784389,,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00002972,500016398,,,CCM,Jamie Comer For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2024-02-29,1500.00,0.00,,011,C00588764,,,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00002972,500016399,,,CCM,Jamie Comer For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,G2024,,2024-02-29,1000.00,0.00,,011,C00588764,,,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00002972,500016361,,,CCM,Jared Huffman For Congress,,,,,,PO Box 151563,,San Rafael,CA,949151563,P2024,,2024-02-15,1000.00,0.00,,011,C00536680,,,HUFFMAN,JARED,,,,H,DC,02,,,,,,,,
SB23,C00002972,500016343,,,CCM,Jason Smith For Congress,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,G2024,,2024-02-08,1000.00,0.00,,011,C00541862,,,SMITH,JASON,,,,H,DC,08,,,,,,,,
SB23,C00002972,500016329,,,CCM,Jim Costa For Congress,,,,,,412 1St St SE,Ste 100,Washington,DC,200031804,G2024,,2024-02-08,1000.00,0.00,,011,C00391029,,,COSTA,JIM,,,,H,DC,16,,,,,,,,
SB23,C00002972,500016369,,,CCM,John Carter For Congress Committee,,,,,,201 Univ Oaks Blvd,Ste # 540,Round Rock,TX,78665,P2024,,2024-02-15,1000.00,0.00,,011,C00371203,,,CARTER,JOHN,,,,H,TX,31,,,,,,,,
SB23,C00002972,500016366,,,CCM,John Joyce For Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2024-02-15,1500.00,0.00,,011,C00674259,,,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00002972,500016330,,,CCM,Judy Chu For Congress,,,,,,1531 Purdue Ave,,Los Angeles,CA,900253104,P2024,,2024-02-08,1000.00,0.00,,011,C00458125,,,Chu,Judy,,,,H,CA,27,,,,,,,,
SB23,C00002972,500016355,,,CCM,Lance Gooden For Congress,,,,,,105 E St SE,,Washington,DC,200032616,P2024,,2024-02-08,2000.00,0.00,,011,C00662601,,,GOODEN,LANCE,,,,H,TX,05,,,,,,,,
SB23,C00002972,500016342,,,CCM,"Mark Alford For Congress, Inc.",,,,,,PO Box 1634,,Raymore,MO,640831634,P2024,,2024-02-08,1000.00,0.00,,011,C00792598,,,Alford,Mark,,,,H,MO,04,,,,,,,,
