form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00744573,EB1494,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-10-16,1850.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1488,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,,,2023-10-31,631.80,,CREDIT CARD PROCESSING FEES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1542,,,ORG,HOROWITZ MANAGEMENT,,,,,,5030 CAMPUS DRIVE,,NEWPORT BEACH,CA,92660,,,2023-11-13,3639.80,,EVENT VENUE & CATERING COSTS,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,XB19EB1542,EB1542,SB21B,ORG,THE PACIFIC CLUB,,,,,,4110 MACARTHUR BLVD,,NEWPORT BEACH,CA,92660,,,2023-11-13,3639.80,,EVENT VENUE & CATERING COSTS,003,,,,,,,,,,,,HOROWITZ MANAGEMENT,5030 CAMPUS DRIVE,,NEWPORT BEACH,CA,92660,X,
SB21B,C00744573,EB1543,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-11-16,1850.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1560,,,ORG,BYRNE & NIXON LLP,,,,,,"700 N. BRAND BLVD, STE 1180",,GLENDALE,CA,91203,P2024,,2023-11-27,1576.50,,LEGAL SERVICES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1538,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,P2024,,2023-11-28,3255.50,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1589,,,ORG,CAPITOL TECH SOLUTIONS,,,,,,2831 G STREET #200,,SACRAMENTO,CA,95816,,,2023-12-12,3459.80,,CREDIT CARD PROCESSING FEES,003,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1596,,,ORG,BYRNE & NIXON LLP,,,,,,"700 N. BRAND BLVD, STE 1180",,GLENDALE,CA,91203,,,2023-12-15,3783.00,,LEGAL SERVICES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00744573,EB1599,,,ORG,CAMPAIGN COMPLIANCE GROUP,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,,,2023-12-23,2150.00,,FINANCIAL ANALYST,001,,,,,,,,,,,,,,,,,,,
