form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00658476,500176285,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,G2023,,2023-06-02,612.80,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176288,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,G2023,,2023-06-09,5000.00,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176289,,,ORG,Merali,,,,,,1264 N Hayworth Ave,Apt 15,West Hollywood,CA,900465219,G2023,,2023-06-14,-4850.00,0.00,"Catering, Food & Beverages",,,,,,,,,,,,,,,,,,,,Voided check; reissued 6/14/23
SB21B,C00658476,500176293,,,ORG,Merali,,,,,,1264 N Hayworth Ave,Apt 15,West Hollywood,CA,900465219,G2023,,2023-06-14,4850.00,0.00,"Catering, Food & Beverages",,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176295,,,ORG,Moritz Photography,,,,,,1700 York Ave,Apt 4G,New York,NY,101287816,G2023,,2023-06-15,995.00,0.00,Photography,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176291,,,ORG,Left Coast Consulting LLC,,,,,,22870 Carriage Dr,,Reno,NV,895217811,G2023,,2023-06-16,8000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176296,,,ORG,Pardo Consulting Group,,,,,,501 NE 109Th St,,Miami,FL,331617146,G2023,,2023-06-16,197.80,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176297,,,ORG,Paypool LLC,,,,,,75 Remittance Dr,Dept 6168,Chicago,IL,606756168,G2023,,2023-06-16,111.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176282,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2023,,2023-06-18,0.99,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176292,,,ORG,"Lori Silverman, LLC",,,,,,1008 Hillwood Ave,,Falls Church,VA,220422423,G2023,,2023-06-20,8000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176283,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2023,,2023-06-25,0.99,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176286,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,G2023,,2023-06-26,87.30,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500176290,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,G2023,,2023-06-27,1150.04,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,Details below if itemized
SB21B,C00658476,500177521,500176290,SB21B,ORG,Loews New Orleans Hotel,,,,,,300 Poydras St,,New Orleans,LA,701303216,G2023,,2023-05-02,-678.08,0.00,Travel; Lodging; Credit,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500177523,500176290,SB21B,ORG,W Los Angeles,,,,,,930 Hilgard Ave,,Los Angeles,CA,900243009,G2023,,2023-05-13,3748.46,0.00,Event production & site rentals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500177520,500176290,SB21B,ORG,"Above The Crowd Productions, LLC",,,,,,8333 Rochester Ave,Ste 102,Rancho Cucamonga,CA,917303996,G2023,,2023-05-21,1686.25,0.00,Event production & site rentals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500177522,500176290,SB21B,ORG,Omni Montelucia,,,,,,4949 E Lincoln Dr,,Paradise Valley,AZ,852534139,G2023,,2023-05-23,-3606.59,0.00,Travel; Lodging; Credit,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00658476,500176284,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,G2023,,2023-06-30,0.99,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00658476,500177570,,,ORG,Blue Point Group LLC,,,,,,4514 Connecticut Ave NW,,Washington,DC,200084327,G2023,,2023-06-30,16000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
