form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00121368,6934669,,,COM,Trey Steimel for State Representative,,,,,,1173 Hwy. 62 W,,Pocahontas,AR,72455,,,2024-10-08,500.00,0.00,"Trey Steimel, STATE HOUSE 2nd AR",011,,,,Steimel,Trey,,AR Rep.,,,,,,,,,,,,"Trey Steimel, STATE HOUSE 2nd AR"
SB29,C00121368,6934670,,,COM,Ron McNair Campaign Committee,,,,,,10819 Daffodil Ct.,,Harrison,AR,72601,,,2024-10-08,500.00,0.00,"Ron McNair, STATE HOUSE 5th AR",011,,,,McNair,Ron,,,,,,,,,,,,,,"Ron McNair, STATE HOUSE 5th AR"
SB29,C00121368,6934671,,,COM,Austin McCollum Campaign Committee,,,,,,8677 Rolling Hills Circle,,Bentonville,AR,72712,,,2024-10-08,500.00,0.00,"Andrew McCollum, STATE HOUSE 8th AR",011,,,,McCollum,Andrew,,,,,,,,,,,,,,"Andrew McCollum, STATE HOUSE 8th AR"
SB29,C00121368,6934672,,,COM,Jack Ladyman Campaign,,,,,,2204 Doral Drive,,Jonesboro,AR,72404,,,2024-10-08,500.00,0.00,"Jack Ladyman, STATE HOUSE 59th AR",011,,,,Ladyman,Jack,,,,,,,,,,,,,,"Jack Ladyman, STATE HOUSE 59th AR"
SB29,C00121368,6934673,,,COM,Steve Hollowell for State Representative,,,,,,PO Box 1203,,Forrest City,AR,72336,,,2024-10-08,500.00,0.00,"Steve Hollowell, STATE HOUSE 37th AR",011,,,,Hollowell,Steve,,,,,,,,,,,,,,"Steve Hollowell, STATE HOUSE 37th AR"
SB29,C00121368,6934675,,,COM,Alyssa Brown for State Representative,,,,,,PO Box 1231,,Heber Springs,AR,72543,,,2024-10-08,500.00,0.00,"Alyssa Brown, STATE HOUSE 41st AR",011,,,,Brown,Alyssa,,,,,,,,,,,,,,"Alyssa Brown, STATE HOUSE 41st AR"
SB29,C00121368,6934676,,,COM,Aaron Pilkington Campaign Committee,,,,,,264 Private Road 2611,,Knoxville,AR,72845,,,2024-10-08,500.00,0.00,"Aaron Pilkington, STATE HOUSE 69th AR",011,,,,Pilkington,Aaron,,,,,,,,,,,,,,"Aaron Pilkington, STATE HOUSE 69th AR"
SB29,C00121368,6934677,,,COM,Stephen Magie Campaign Cmte.,,,,,,2775 Old Morrilton Hwy,,Conway,AR,72032,,,2024-10-08,500.00,0.00,"Stephen Magie, STATE HOUSE 72nd AR",011,,,,Magie,Stephen,,,,,,,,,,,,,,"Stephen Magie, STATE HOUSE 72nd AR"
SB29,C00121368,6934678,,,COM,Cameron Cooper Campaign Committee,,,,,,295 Burl Cooper Road,,Romance,AR,72136,,,2024-10-08,500.00,0.00,"Cameron Cooper, STATE HOUSE 44th AR",011,,,,Cooper,Cameron,,,,,,,,,,,,,,"Cameron Cooper, STATE HOUSE 44th AR"
SB29,C00121368,6934679,,,COM,Les Eaves Campaign Cmte.,,,,,,102 Club Cove,,Searcy,AR,72143,,,2024-10-08,1000.00,0.00,"Les Eaves, STATE HOUSE 46th AR",011,,,,Eaves,Les,,,,,,,,,,,,,,"Les Eaves, STATE HOUSE 46th AR"
SB29,C00121368,6934680,,,COM,Jim Wooten Campaign Committee,,,,,,P.O. Box 1330,,Beebe,AR,72012,,,2024-10-08,500.00,0.00,"Jim Wooten, STATE HOUSE 45th AR",011,,,,Wooten,Jim,,,,,,,,,,,,,,"Jim Wooten, STATE HOUSE 45th AR"
SB29,C00121368,6934681,,,COM,Roger Lynch Campaign Committee,,,,,,405 Gold Lane,,Lonoke,AR,72086,,,2024-10-08,500.00,0.00,"Roger Lynch, STATE HOUSE 14th AR",011,,,,Lynch,Roger,,,,,,,,,,,,,,"Roger Lynch, STATE HOUSE 14th AR"
SB29,C00121368,6934682,,,COM,Karilyn Brown Campaign Committee,,,,,,P.O. Box 6677,,Sherwood,AR,72124,,,2024-10-08,500.00,0.00,"Karilyn Brown, STATE HOUSE 41st AR",011,,,,Brown,Karilyn,,,,,,,,,,,,,,"Karilyn Brown, STATE HOUSE 41st AR"
SB29,C00121368,6934684,,,COM,Brian Evans for State Representative,,,,,,PO Box 1365,,Cabot,AR,72023,,,2024-10-08,1000.00,0.00,"Brian Evans, STATE HOUSE 68th AR",011,,,,Evans,Brian,,AR Rep.,,,,,,,,,,,,"Brian Evans, STATE HOUSE 68th AR"
SB29,C00121368,6934685,,,COM,David Ray Campaign Committee,,,,,,137 Summit Valley Circle,,Maumelle,AR,72113,,,2024-10-08,500.00,0.00,"David Ray, STATE HOUSE 40th AR",011,,,,Ray,David,,,,,,,,,,,,,,"David Ray, STATE HOUSE 40th AR"
SB29,C00121368,6934686,,,COM,Carlton Wing Campaign Committee,,,,,,17 Dove Creek Circle,,North Little Rock,AR,72116,,,2024-10-08,500.00,0.00,"Carlton Wing, STATE HOUSE 38th AR",011,,,,Wing,Carlton,,,,,,,,,,,,,,"Carlton Wing, STATE HOUSE 38th AR"
SB29,C00121368,6934688,,,COM,Brandon Achor for State Representative,,,,,,PO Box 13736,,Maumelle,AR,72113,,,2024-10-08,500.00,0.00,"Brandon Achor, STATE HOUSE 71st AR",011,,,,Achor,Brandon,,AR Rep.,,,,,,,,,,,,"Brandon Achor, STATE HOUSE 71st AR"
SB29,C00121368,6934690,,,COM,Andrew Collins for State Representative,,,,,,PO Box 21473,,Little Rock,AR,72221,,,2024-10-08,500.00,0.00,"Andrew Collins, STATE HOUSE 73rd AR",011,,,,Collins,Andrew,,AR Rep.,,,,,,,,,,,,"Andrew Collins, STATE HOUSE 73rd AR"
SB29,C00121368,6934692,,,COM,RJ Hawk for State Representative,,,,,,2519 Aberdeen Dr,,Bryant,AR,72019,,,2024-10-08,500.00,0.00,"RJ Hawk, STATE HOUSE 81st AR",011,,,,Hawk,RJ,,AR Rep.,,,,,,,,,,,,"RJ Hawk, STATE HOUSE 81st AR"
SB29,C00121368,6934694,,,COM,Tony Furman for State Representative,,,,,,1420 Alcoa Blvd,,Benton,AR,72015,,,2024-10-08,500.00,0.00,"Tony Furman, STATE HOUSE 82nd AR",011,,,,Furman,Tony,,AR Rep.,,,,,,,,,,,,"Tony Furman, STATE HOUSE 82nd AR"
SB29,C00121368,6934695,,,COM,Les Warren Campaign Committee,,,,,,191 Covey Rise Trail,,Hot Springs National,AR,71901,,,2024-10-08,500.00,0.00,"Les Warren, STATE HOUSE 25th AR",011,,,,Warren,Les,,,,,,,,,,,,,,"Les Warren, STATE HOUSE 25th AR"
SB29,C00121368,6934697,,,COM,Richard McGrew for State Representative,,,,,,270 Overview Circle,,Hot Springs,AR,71913,,,2024-10-08,500.00,0.00,"Richard McGrew, STATE HOUSE 85th AR",011,,,,McGrew,Richard,,AR Rep.,,,,,,,,,,,,"Richard McGrew, STATE HOUSE 85th AR"
SB29,C00121368,6934698,,,COM,DeAnn Vaught Candidate Committee,,,,,,266 Dairy Road,,Horatio,AR,71842,,,2024-10-08,500.00,0.00,"DeAnn Vaught, STATE HOUSE 4th AR",011,,,,Vaught,DeAnn,,,,,,,,,,,,,,"DeAnn Vaught, STATE HOUSE 4th AR"
SB29,C00121368,6934699,,,COM,Justin Gonzales Campaign Committee,,,,,,4162 Hwy 182 West,,Okalona,AR,71962,,,2024-10-08,500.00,0.00,"Justin Gonzalez, STATE HOUSE 19th AR",011,,,,Gonzalez,Justin,,,,,,,,,,,,,,"Justin Gonzalez, STATE HOUSE 19th AR"
SB29,C00121368,6934700,,,COM,Bruce Cozart Campaign Cmte.,,,,,,420 Rock Creek Rd,,Hot Springs,AR,71913,,,2024-10-08,500.00,0.00,"Cozart Bruce, STATE HOUSE 24th AR",011,,,,Bruce,Cozart,,,,,,,,,,,,,,"Cozart Bruce, STATE HOUSE 24th AR"
SB29,C00121368,6934701,,,COM,Howard Beaty for State Representative,,,,,,1001 Elm St,,Crossett,AR,71635,,,2024-10-08,1000.00,0.00,"Howard Beaty, STATE HOUSE 95th AR",011,,,,Beaty,Howard,,AR Rep.,Jr.,,,,,,,,,,,"Howard Beaty, STATE HOUSE 95th AR"
