form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489336,SB21B.I18796,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-09-01,8816.75,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18813,,,ORG,CMDI,,,,,,7704 LEESBURG PIKE,,FALLS CHURCH,VA,22043,,,2024-09-04,250.00,,SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18859,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-09-11,250.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18857,,,ORG,RED RIVER CO.,,,,,,PO BOX 15239,,WASHINGTON,DC,20003,,,2024-09-17,800.00,,EVENT TICKETS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00489336,SB21B.I18799,,,ORG,TRUIST BANKCARD CENTER,,,,,,P.O. BOX 580364,,CHARLOTTE,NC,282580340,,,2024-09-21,5064.31,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,SEE BELOW SUB VENDORS REACHING ITEMIZATION THRESHOLD
SB21B,C00489336,SB21B.I18809,SB21B.I18799,SB21B,ORG,AMERICAN AIRLINES,,,,,,PO BOX 619612,,DALLAS,TX,75261,,,2024-08-21,193.47,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18810,SB21B.I18799,SB21B,ORG,AMERICAN AIRLINES,,,,,,PO BOX 619612,,DALLAS,TX,75261,,,2024-08-20,193.47,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18805,SB21B.I18799,SB21B,ORG,DELTA,,,,,,1030 DELTA BLVD,SUITE 200,ATLANTA,GA,30354,,,2024-08-12,467.97,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18806,SB21B.I18799,SB21B,ORG,DELTA,,,,,,1030 DELTA BLVD,SUITE 200,ATLANTA,GA,30354,,,2024-08-12,467.97,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18807,SB21B.I18799,SB21B,ORG,DELTA,,,,,,1030 DELTA BLVD,SUITE 200,ATLANTA,GA,30354,,,2024-08-20,222.20,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18808,SB21B.I18799,SB21B,ORG,DELTA,,,,,,1030 DELTA BLVD,SUITE 200,ATLANTA,GA,30354,,,2024-08-20,139.10,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18811,SB21B.I18799,SB21B,ORG,DELTA,,,,,,1030 DELTA BLVD,SUITE 200,ATLANTA,GA,30354,,,2024-08-20,139.10,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18812,SB21B.I18799,SB21B,ORG,GRAZIE GRAZIE,,,,,,85 DISTRICT SQUARE SW,,WASHINGTON,DC,20024,,,2024-07-30,1275.00,,EVENT CATERING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00489336,SB21B.I18804,SB21B.I18799,SB21B,ORG,SAFEWAY,,,,,,415 14TH STREET SE,,WASHINGTON,DC,02003,,,2024-08-01,56.65,,FOOD AND BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
