form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00814152,SB17.10035,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-08,683.40,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10036,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-09,4385.35,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10037,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-10,982.83,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10038,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-10,10087.79,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10039,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-12,3393.01,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10040,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-16,9960.60,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10041,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-17,2419.76,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10042,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-18,6129.33,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10043,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-22,3268.35,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10044,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-24,4027.26,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10045,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-24,13115.82,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10046,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-26,9176.07,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10047,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-29,15930.05,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10048,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-31,3322.73,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10049,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-31,967.61,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10050,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,X,2024-07-31,13622.97,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10062,,,ORG,CMDI,,,,,,1593 SPRING HILL RD STE 400,,TYSONS CORNER,VA,22182,,X,2024-07-22,750.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10072,,,ORG,CONRAD DIRECT INC,,,,,,800 KINDERKAMACK RD,STE 307,N ORADELL,NJ,07649,,X,2024-07-26,1751.25,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10073,,,ORG,DARWILL INC,,,,,,11900 W ROOSEVELT RD,,HILLSIDE,IL,60162,,X,2024-07-26,14775.00,,POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10068,,,ORG,FIRST INTERNATIONAL BANK & TRUST,,,,,,PO BOX 607,,WATFORD CITY,ND,58854,,X,2024-07-12,20.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10076,,,ORG,OPTIMIZE CONSULTING,,,,,,PO BOX 660121,,AUSTIN,TX,78766,,X,2024-07-01,10667.00,,POSTAGE/PRINTING/DIGITAL FUNDRAISING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10052,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,22209,,X,2024-07-08,78.94,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10053,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,22209,,X,2024-07-10,7.89,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10054,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,22209,,X,2024-07-12,19.74,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10055,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,22209,,X,2024-07-16,15.79,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00814152,SB17.10056,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD,STE 530,ARLINGTON,VA,22209,,X,2024-07-31,19.74,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
