form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00436998,SB21B.5840,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-04-14,19.75,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5843,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-04-28,3.95,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5865,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-04-30,118.50,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5851,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-05-05,39.50,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.6005,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-05-12,596.45,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5872,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-05-19,691.25,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5953,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-05-26,632.00,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5924,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-05-31,1639.25,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5975,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-06-02,9.88,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5976,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-06-09,327.85,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.6048,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-06-16,655.70,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00436998,SB21B.5973,,,ORG,ActBlue,,,,,,PO Box  441146,,Somerville,MA,02144,O2024,,2024-06-30,319.95,,Credit card processing fees,003,,,,,,,,,,,,,,,,,,,
