form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566059,500086331,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-30,0.40,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500087108,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-16,197.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086577,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-17,0.20,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500087109,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-18,0.20,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086871,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-25,0.20,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086872,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-30,0.40,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086328,,,ORG,Google LLC,,,,,,PO Box 39000,,San Francisco,CA,941390001,,,2024-12-02,28.80,0.00,Internet Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086484,,,ORG,GreenbergTraurig LLP,,,,,,400 Capitol Mall,Ste 2400,Sacramento,CA,958144428,,,2024-12-10,747.15,0.00,Legal & Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086476,,,ORG,Minetta Tavern DC,,,,,,1287 4Th St NE,,Washington,DC,200023458,,,2024-12-03,2750.00,0.00,Venue Rental for Staff Event,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086477,,,ORG,Minetta Tavern DC,,,,,,1287 4Th St NE,,Washington,DC,200023458,,,2024-12-04,2750.00,0.00,Venue Rental for Staff Event,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086640,,,ORG,Minetta Tavern DC,,,,,,1287 4Th St NE,,Washington,DC,200023458,,,2024-12-19,184.80,0.00,Food & Beverages,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086696,,,ORG,Minetta Tavern DC,,,,,,1287 4Th St NE,,Washington,DC,200023458,,,2024-12-19,224.80,0.00,Food & Beverages,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086478,,,ORG,"NGP VAN, Inc",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055701,,,2024-12-03,100.00,0.00,Database Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00566059,500086418,,,CCM,SWALWELL FOR CONGRESS,,,,,,PO Box 2847,,Dublin,CA,945680847,,,2024-12-05,706.57,0.00,Staff Salary Reimbursement,,C00502294,,,SWALWELL,ERIC MICHAEL,,,,H,CA,15,,,,,,,,
SB21B,C00566059,500086289,,,IND,,Watkins,Madison,,,,875 Estudillo Ave,,San Leandro,CA,945775111,,,2024-12-02,78.88,0.00,Personal Travel Expense Reimbursement,,,,,,,,,,,,,,,,,,,,
