form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00707232,500486060,,,ORG,1799 Prime Steak & Seafood,,,,,,110 S Pitt St,,Alexandria,VA,223143126,,,2023-10-03,54.81,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486061,,,ORG,1799 Prime Steak & Seafood,,,,,,110 S Pitt St,,Alexandria,VA,223143126,,,2023-10-03,335.63,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486062,,,ORG,19 Raw Oyster Bar,,,,,,19 Church St,,Edgartown,MA,02539,,,2023-08-23,257.27,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486175,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-07-30,0.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486077,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-08-31,55.40,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486078,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-09-30,395.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486079,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-10-29,0.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500487001,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-11-30,395.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500488165,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-12-17,197.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500489163,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-12-24,197.50,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500489164,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-12-31,0.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500486245,,,ORG,Albertsons,,,,,,1650 N Buffalo Dr,,Las Vegas,NV,891288900,,,2023-11-24,337.08,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500488156,,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,,,2023-12-12,125.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500489165,,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,,,2023-12-20,125.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500489166,,,ORG,American Airlines,,,,,,4255 Amon Carter Blvd,,Fort Worth,TX,761552603,,,2023-12-26,30.00,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500475377,,,ORG,Apple,,,,,,901 15Th St NW,Ste 1000,Washington,DC,200052322,,,2023-07-05,20.97,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00707232,500475380,,,ORG,Apple,,,,,,901 15Th St NW,Ste 1000,Washington,DC,200052322,,,2023-07-17,8.98,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,
