form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00652842,B866506,,,ORG,Industrial Energy Consumers of America,,,,,,1776 K Street NW Suite 720,,Washington,DC,20006,O2024,Not Applicable,2024-02-23,5000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B866507,,,ORG,PA Chemical Industry Council,,,,,,20 North Market Square Suite 800,,Harrisburg,PA,17101,O2024,Not Applicable,2024-02-23,6801.75,,Membership Dues,012,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B866481,,,CCM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,P2024,,2024-02-23,500.00,,P-2024 State House 70 PA,011,,,,Bradford,Matt,,,,H,PA,70,,,,,,,,
SB29,C00652842,B866484,,,CCM,Driscoll for Council,,,,,,PO Box 63317,,Philadelphia,PA,19114,P2027,,2024-02-23,1000.00,,P-2027 City Council Philly - 6th Dist PA,011,,,,Driscoll,Mike,,,,,PA, ,,,,,,,,
SB29,C00652842,B866485,,,CCM,Kathy for Philly,,,,,,PO Box 28029,,Philadelphia,PA,19131,P2027,,2024-02-23,250.00,,P-2027 City Council Philadelphia At-Larg,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00652842,B866480,,,CCM,Citizens for Jordan Harris,,,,,,PO Box 32097,,Philadelphia,PA,19146,P2024,,2024-02-23,500.00,,P-2024 State House 186 PA,011,,,,Harris,Jordan,,,,H,PA,18,,,,,,,,
SB29,C00652842,B866475,,,CCM,Elect Joe Hohenstein,,,,,,117 Wakeling Street,,Philadelphia,PA,19124,P2024,,2024-02-23,1000.00,,P-2024 State House 177 PA,011,,,,Hohenstein,Joe,,,,H,PA,17,,,,,,,,
SB29,C00652842,B866478,,,CCM,Citizens for Vincent Hughes,,,,,,4601 Market Street 1st Floor,,Philadelphia,PA,19139,P2024,,2024-02-23,500.00,,P-2024 State Senate 07 PA,011,,,,Hughes,Vincent,,,,S,PA,07,,,,,,,,
SB29,C00652842,B866482,,,CCM,Citizens for Kenyatta Johnson,,,,,,1604 Point Breeze Ave.,,Philadelphia,PA,19145,P2027,,2024-02-23,500.00,,P-2027 City Council Philadelphia Dist 2 ,011,,,,Johnson,Kenyatta,,,,,PA, ,,,,,,,,
SB29,C00652842,B866479,,,CCM,Friends of Joanna McClinton,,,,,,PO Box 16668,,Philadelphia,PA,19139,P2024,,2024-02-23,500.00,,P-2024 State House 191 PA,011,,,,McClinton,Joanna,,,,H,PA,19,,,,,,,,
SB29,C00652842,B866483,,,CCM,People for Parker,,,,,,P.O. Box 27647,,Philadelphia,PA,19118,P2027,,2024-02-23,500.00,,P-2027 Mayor Philadelphia PA,011,,,,Parker,Cherelle,,,,,PA, ,,,,,,,,
SB29,C00652842,B866486,,,CCM,Friends of Jared Solomon,,,,,,P.O. Box 7522,,Philadelphia,PA,19101,P2024,,2024-02-23,500.00,,P-2024 State Att. General  PA,011,,,,Solomon,Jared,,,,,PA, ,,,,,,,,
SB29,C00652842,B866477,,,CCM,Friends of Sharif Street,,,,,,1421 W Susquehanna Ave,,Philadelphia,PA,19121,P2024,,2024-02-23,500.00,,P-2024 State Senate 03 PA,011,,,,Street,Sharif,T,,,S,PA,03,,,,,,,,
SB29,C00652842,B866474,,,CCM,Friends to Elect Christine Tartaglione,,,,,,PO Box 11449,,Harrisburg,PA,17108,P2026,,2024-02-23,1000.00,,P-2026 State Senate 2 PA,011,,,,Tartaglione,Christine,,,,S,PA,02,,,,,,,,
SB29,C00652842,B866476,,,CCM,Friends of Kim Ward,,,,,,PO Box 83,,Harrisburg,PA,17108,P2024,,2024-02-23,500.00,,P-2024 State Senate 39 PA,011,,,,Ward,Kim,,,,S,PA,39,,,,,,,,
SB29,C00652842,B863524,,,PAC,Virginia Legislative Black Caucus,,,,,,P.O. Box 15512,,Richmond,VA,23227,O2024,Election Cycle,2024-01-05,1000.00,,O-2024 State PAC  VA,011,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B863525,,,PTY,Virginia Senate Republican Caucus Inc.,,,,,,PO Box 1697,,Williamsburg,VA,23187,O2024,Election Cycle,2024-01-05,2000.00,,O-2024 State Party Cmte  VA,011,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B863526,,,PTY,House Republican Campaign Cmte,,,,,,PO Box 71596,,Henrico,VA,23255,O2024,Election Cycle,2024-01-05,2000.00,,O-2024 State Party Cmte  VA,011,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B863517,,,PTY,Virginia House Democratic Caucus,,,,,,1021 E. Cary Street Suite 1275,,Richmond,VA,23219,O2024,Election Cycle,2024-01-05,1000.00,,O-2024 Non-Federal Party Cmte  VA,011,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B863518,,,PTY,Virginia Senate Democratic Caucus,,,,,,P.O. Box 842,,Richmond,VA,23218,O2024,Election Cycle,2024-01-05,1000.00,,O-2024 State Party Cmte  VA,011,,,,,,,,,,, ,,,,,,,,
SB29,C00652842,B863521,,,CCM,Friends of Amanda Batten,,,,,,PO Box 194,,Norge,VA,23127,O2025,Election Cycle,2024-01-05,200.00,,O-2025 State House 71 VA,011,,,,Batten,Amanda,,,,H,VA,71,,,,,,,,
SB29,C00652842,B863519,,,CCM,Ryan McDougle for Senate,,,,,,P.O. Box 187,,Mechanicsville,VA,23111,O2027,Election Cycle,2024-01-05,1000.00,,O-2027 State Senate 26 VA,011,,,,McDougle,Ryan,,,,S,VA,26,,,,,,,,
SB29,C00652842,B863523,,,CCM,O'Quinn for Delegate,,,,,,PO Box 16325,,Bristol,VA,24209,O2025,Election Cycle,2024-01-05,200.00,,O-2025 State Delegate 44 VA,011,,,,O'Quinn,Israel,,,,,VA,44,,,,,,,,
SB29,C00652842,B863527,,,CCM,Friends of Don Scott,,,,,,355 Crawford Street 704,,Portsmouth,VA,23704,O2025,Election Cycle,2024-01-05,1000.00,,O-2025 State Delegate 80 VA,011,,,,Scott,Don,,,,,VA,80,,,,,,,,
SB29,C00652842,B863520,,,CCM,Surovell for State Senate,,,,,,P.O. Box 289,,Mt. Vernon,VA,22121,O2027,Election Cycle,2024-01-05,1000.00,,O-2027 State Senate 34 VA,011,,,,Surovell,Scott,,,,S,VA,34,,,,,,,,
SB29,C00652842,B863522,,,CCM,Michael Webert for Delegate,,,,,,PO Box 631,,Marshall,VA,20116,O2025,Election Cycle,2024-01-05,200.00,,O-2025 State Delegate 61 VA,011,,,,Webert,Michael,,,,,VA,61,,,,,,,,
