form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00113803,51112567,,,PAC,Visionary PAC,,,,,,2400 Tennyson Lane,,Highland Park,IL,60035,,,2024-12-05,2500.00,0.00,Contribution,011,C00603134,,H2IL02172,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51112585,,,CCM,Bill Cassidy for US Senate,,,,,,PO Box 80505,,Baton Rouge,LA,708980505,P2026,,2024-12-05,1000.00,0.00,Contribution,011,C00543983,Bill Cassidy for US Senate,S4LA00107,Cassidy,William,M.,Sen.,,S,LA,,,,,,,,,Contribution
SB23,C00113803,51112586,,,CCM,Dr John Joyce for Congress,,,,,,"1002 Logan Blvd, Ste 114 #237",,Altoona,PA,16602,P2026,,2024-12-05,1000.00,0.00,Contribution,011,C00674259,Dr John Joyce for Congress,H8PA13125,Joyce,John,,Rep.,MD,H,PA,13,,,,,,,,Contribution
SB23,C00113803,51112587,,,COM,Emmer Victory Committee DBA Republican Congressional Victory Committee,,,,,,"824 S Milledge Ave, Ste 101",,Athens,GA,30605,,,2024-12-05,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51118472,,,CCM,Hudson for Congress,,,,,,PO Box 1875,,Southern Pines,NC,28388,P2026,,2024-12-13,1000.00,0.00,Contribution,011,C00504522,Hudson for Congress,H2NC08185,Hudson,Richard,L.,Rep.,Jr.,H,NC,09,,,,,,,,Contribution
SB23,C00113803,51118473,,,CCM,Miller-Meeks for Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,G2024,General Debt 2024,2024-12-13,500.00,0.00,Debt Retirement,011,C00558825,Miller-Meeks for Congress,H8IA02043,Miller-Meeks,Mariannette,Jane,Rep.,,H,IA,01,,,,,,,,Debt Retirement
SB23,C00113803,51118474,,,PAC,Granite Values PAC,,,,,,105 N State Street,,Concord,NH,03301,,,2024-12-13,5000.00,0.00,Contribution,011,C00629311,,S6NH00091,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51118475,,,COM,Collins Victory Committee,,,,,,"901 N Washington St, Ste 700",,Alexandria,VA,22314,,,2024-12-13,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51118477,,,CCM,Feenstra for Congress,,,,,,641 2nd Street,,Hull,IA,51239,P2026,,2024-12-13,1000.00,0.00,Contribution,011,C00693663,Feenstra for Congress,H0IA04145,Feenstra,Randall,,Rep.,,H,IA,04,,,,,,,,Contribution
SB23,C00113803,51118478,,,PAC,Value In Electing Women Political Action Committee,,,,,,"228 S Washington St, Suite 115",,Alexandria,VA,22314,,,2024-12-13,1000.00,0.00,Contribution,011,C00327189,,,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51118479,,,CCM,Friends of Don Beyer,,,,,,"2503-D N Harrison St, Box #310",,Arlington,VA,22207,P2026,,2024-12-13,1000.00,0.00,Contribution,011,C00555888,Friends of Don Beyer,H4VA08224,Beyer,Donald,Sternoff,Rep.,Jr.,H,VA,08,,,,,,,,Contribution
SB23,C00113803,51118480,,,PAC,Leadership and Accountability are National Keys PAC,,,,,,PO Box 1639,,Bethany,OK,73008,,,2024-12-13,1500.00,0.00,Contribution,011,C00492058,,S4OK00232,,,,,,,,,,,,,,,,Contribution
SB23,C00113803,51118481,,,CCM,Deb Fischer for US Senate,,,,,,"5555 South St, Ste 200",,Lincoln,NE,68506,G2024,General Debt 2024,2024-12-13,1000.00,0.00,Debt Retirement,011,C00498907,Deb Fischer for US Senate,S2NE00094,Fischer,Debra,S.,Sen.,,S,NE,,,,,,,,,Debt Retirement
