form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00404392,SB23.12442,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,,2024-03-04,1000.00,,contribution,011,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00404392,SB23.12443,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,G2024,,2024-03-04,1000.00,,,011,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00404392,SB23.12452,,,CCM,CELESTE FOR CONGRESS,,,,,,P. O. BOX 2410,,CEDAR CITY,UT,84721,P2024,,2024-03-04,5000.00,,contribution,011,C00842765,CELESTE FOR CONGRESS,H4UT02296,MALOY,CELESTE,,,,H,UT,02,,,,,,,,
SB23,C00404392,SB23.12302,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2024-01-31,1000.00,,contribution,011,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,
SB23,C00404392,SB23.12422,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-03-04,5000.00,,contribution,011,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00404392,SB23.12457,,,CAN,,COLLINS,SUSAN M.,,,,28 W BROADWAY,,BANGOR,ME,04401,P2024,,2024-03-20,5000.00,,contribution,011,,,H8NY29032,COLLINS,CHRISTOPHER CARL,,,,H,NY,27,,,,,,,,
SB23,C00404392,SB23.12438,,,CAN,,DESPOSITO,ANTHONY P,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2024-03-04,2000.00,,contribution,011,,,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
SB23,C00404392,SB23.12458,,,CCM,"DONALD J. TRUMP FOR PRESIDENT, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,P2024,,2024-03-20,5000.00,,contribution,011,C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",P80001571,TRUMP,DONALD J.,,,,P,,00,,,,,,,,
SB23,C00404392,SB23.12459,,,CCM,"DONALD J. TRUMP FOR PRESIDENT, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,G2024,,2024-03-20,5000.00,,contribution,011,C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",P80001571,TRUMP,DONALD J.,,,,P,,00,,,,,,,,
SB23,C00404392,SB23.12453,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2024-03-04,2000.00,,contribution,011,C00807743,FINSTAD FOR CONGRESS,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00404392,SB23.12428,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 KENARDEN ROAD,,HIGHLAND HEIGHTS,OH,44143,P2024,,2024-03-04,5000.00,,contribution,011,C00527457,FRIENDS OF DAVE JOYCE,H2OH14064,JOYCE,DAVID,P,,,H,OH,14,,,,,,,,
SB23,C00404392,SB23.12440,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2024-03-04,2000.00,,contribution,011,C00729954,GARBARINO FOR CONGRESS,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00404392,SB23.12414,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO BOX 852138,,MOBILE,AL,36685,P2024,,2024-03-04,5000.00,,contribution,011,C00697789,JERRY CARL FOR CONGRESS,H0AL01055,CARL,"JERRY LEE, JR",,,,H,AL,01,,,,,,,,
SB23,C00404392,SB23.12416,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2024-03-04,3000.00,,contribution,011,C00808279,JOHN DUARTE FOR CONGRESS,H2CA13131,DUARTE,JOHN S,,,,H,CA,13,,,,,,,,
SB23,C00404392,SB23.12431,,,CCM,KEAN FOR CONGRESS,,,,,,"C/O GRAVINO, PO BOX 225",PO BOX 225,COLONIA,NJ,07067,P2024,,2024-03-04,2000.00,,contribution,011,C00351742,KEAN FOR CONGRESS,H0NJ07089,KEAN,THOMAS H JR,,,,H,NJ,07,,,,,,,,
SB23,C00404392,SB23.12427,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,G2024,,2024-03-04,2000.00,,contribution,011,C00801985,KEVIN KILEY FOR CONGRESS,H2CA03157,KILEY,KEVIN,,,,H,CA,03,,,,,,,,
SB23,C00404392,SB23.12450,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2024-03-04,2000.00,,contribution,011,C00776120,KIGGANS FOR CONGRESS,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,,,,,,,,
