form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00674093,500107010,,,ORG,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,P2024,,2023-06-26,3300.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Contribution Earmarked by Kevin Quinn
SB29,C00674093,500107011,,,ORG,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2023-06-26,1700.00,0.00,Conduit Contribution,,,,,,,,,,,,,,,,,,,,Contribution Earmarked by Kevin Quinn
SB29,C00674093,500103584,,,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2023-01-27,13500.00,0.00,Advance Payment for Estimated Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107025,,,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2023-01-27,13500.00,0.00,Advance Payment for Estimated Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107032,,,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2023-03-07,13500.00,0.00,Advance Payment for Estimated Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107026,,,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2023-03-29,9000.00,0.00,Advance Payment for Estimated Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107027,,,ORG,Brady Campaign To Prevent Gun Violence,,,,,,840 1St St NE,Ste 400,Washington,DC,200028040,,,2023-05-10,9000.00,0.00,Advance Payment for Estimated Staff Time and Overhead,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107039,,,ORG,Federal Election Commission,,,,,,999 E St NW,,Washington,DC,204630001,,,2023-03-17,7000.00,0.00,FEC Fine Payment,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107014,,,ORG,Saddam Salim For Virginia,,,,,,PO Box 249,,Merrifield,VA,221160249,,,2023-06-28,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107048,,,ORG,VERMONT DEMOCRATIC PARTY,,,,,,PO Box 1220,,Montpelier,VT,056011220,,,2023-05-26,500.00,0.00,Event Sponsorship,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00674093,500107009,,,ORG,Young Democrats Of America,,,,,,PO Box 77496,,Washington,DC,200138496,,,2023-05-19,5000.00,0.00,Event Tickets,,,,,,,,,,,,,,,,,,,,
