form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00606962,SE.192215,,,COM,Action Saint Louis Power Project,,,,,,555 Washington Ave,,Saint Louis,MO,63101,P2024,,2024-06-19,50000.00,2024-06-19,10000.00,In Person Canvassing 48 hour ID 1791427,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192217,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-06-17,4000.00,2024-06-17,3957.28,Phone Calss 24 hour ID 1790196,,C00606962,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192219,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-06-28,37812.14,2024-06-28,0.00,Mail 48 hour report 1792848,,C00606962,S,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192227,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-06-05,3500.00,2024-06-05,0.00,texting 48 report 1787831,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192224,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-06-11,5492.00,2024-06-11,651295.44,Texting 24 hour report 1791925,,C00606962,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192225,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-06-11,2000.00,2024-06-11,0.00,texting 24 hour report 1791925,,C00606962,S,H4NY22085,MANNION,JOHN W,,,,H,22,NY,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192222,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-06-18,3590.00,2024-06-18,10000.00,Texting 48 hour report 1792190,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.192192,,,ORG,House of Print and Thread LLC,,,,,,11890 Old Baltimore Pike,,Beltsville,MD,20705,P2024,,2024-05-30,19727.20,2024-06-05,451295.44,Mail from 48 hour report ID 1786859,,C00606962,S,H0NY16143,BOWMAN,JAMAAL,,,,H,16,NY,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.192196,,,ORG,House of Print and Thread LLC,,,,,,11890 Old Baltimore Pike,,Beltsville,MD,20705,P2024,,2024-06-04,1147.88,2024-06-05,1597.88,Mail,,C00606962,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.192193,,,ORG,House of Print and Thread LLC,,,,,,11890 Old Baltimore Pike,,Beltsville,MD,20705,P2024,,2024-06-18,1179.70,2024-06-17,2777.58,"Mail - estimated as $2,000 on 24 hour report ID 1790196",,C00606962,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Boland,Michael,,,,2024-12-09,
