form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00254201,SB23.9998,,,CCM,"ANDY BARR FOR CONGRESS, INC.",,,,,,PO BOX 2059,,LEXINGTON,KY,40588,,,2023-06-13,2500.00,,,011,C00467571,"ANDY BARR FOR CONGRESS, INC.",,,,,,,H,KY,06,,,,,,,,
SB23,C00254201,SB23.9953,,,CCM,Blaine for Congress,,,,,,PO Box 98,,Saint Elizabeth,MO,650750098,,,2023-06-13,2500.00,,,011,C00458679,Blaine for Congress,,,,,,,H,MO,03,,,,,,,,
SB23,C00254201,SB23.9947,,,PAC,CHC BOLD PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,,,2023-06-13,5000.00,,,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00254201,SB23.9959,,,CCM,CITIZENS FOR WATERS,,,,,,249 E OCEAN BLVD # 685,,LONG BEACH,CA,90802,,,2023-06-13,5000.00,,,011,C00167585,CITIZENS FOR WATERS,,,,,,,H,CA,43,,,,,,,,
SB23,C00254201,SB23.9958,,,CCM,CLEAVER FOR CONGRESS,,,,,,"4801 MAIN STREET, SUITE 1000",,KANSAS CITY,MO,64112,,,2023-06-13,2500.00,,,011,C00395848,CLEAVER FOR CONGRESS,,,,,,,H,MO,05,,,,,,,,
SB23,C00254201,SB23.9951,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,,,2023-06-13,5000.00,,,011,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00254201,SB23.9954,,,CCM,Davidson for Congress,,,,,,PO Box 518,,Troy,OH,453730518,,,2023-06-13,5000.00,,,011,C00600718,Davidson for Congress,,,,,,,H,OH,08,,,,,,,,
SB23,C00254201,SB23.9979,,,PAC,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2023-06-13,2500.00,,,011,C00547893,ELISE FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00254201,SB23.9967,,,CCM,FRIENDS OF MARK WARNER,,,,,,201 NORTH UNION STREET SUITE 300,,ALEXANDRIA,VA,22314,,,2023-06-13,2500.00,,,011,C00438713,FRIENDS OF MARK WARNER,,,,,,,S,VA,00,,,,,,,,
SB23,C00254201,SB23.9968,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,PO BOX 15293,,WASHINGTON,DC,20003,,,2023-06-13,5000.00,,,011,C00264697,FRIENDS OF SHERROD BROWN,,,,,,,S,OH,00,,,,,,,,
