form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00384602,SB23.5767,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-08-26,2000.00,,Contribution,,C00408534,BILIRAKIS FOR CONGRESS,H6FL09070,BILIRAKIS,GUS M,,,,H,FL,12,,,,,,,,
SB23,C00384602,SB23.5768,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-08-26,1000.00,,Contribution,,C00408534,BILIRAKIS FOR CONGRESS,H6FL09070,BILIRAKIS,GUS M,,,,H,FL,12,,,,,,,,
SB23,C00384602,SB23.5751,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,"413 NEW JERSEY AVE, SE",,WASHINGTON,DC,20003,O2024,Other,2024-08-26,2500.00,,Contribution,,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00384602,SB23.5765,,,CCM,FRIENDS OF NEAL DUNN,,,,,,PO BOX 10037,,TALLAHASSEE,FL,32302,G2024,,2024-08-26,2000.00,,Contribution,,C00582304,FRIENDS OF NEAL DUNN,H6FL02208,DUNN,NEAL PATRICK MD,,,,H,FL,02,,,,,,,,
SB23,C00384602,SB23.5752,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,G2026,,2024-08-26,2000.00,,Contribution,,C00576173,KANSANS FOR MARSHALL,S0KS00315,MARSHALL,ROGER W,,,,S,KS,00,,,,,,,,
SB23,C00384602,SB23.5766,,,PAC,KEEP AMERICA ROLLING,,,,,,PO BOX 30844,,BETHESDA,MD,20824,O2024,Other,2024-08-26,1000.00,,Contribution,,C00524603,KEEP AMERICA ROLLING,,,,,,,,,,,,,,,,,
SB23,C00384602,SB23.5753,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,G2024,,2024-08-26,4000.00,,Contribution,,C00474189,MIKE KELLY FOR CONGRESS,H0PA03271,KELLY,GEORGE J JR,,,,H,PA,16,,,,,,,,
SB23,C00384602,SB23.5764,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,G2024,,2024-08-26,1000.00,,Contribution,,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,,,,H,IA,01,,,,,,,,
SB23,C00384602,SB23.5750,,,CCM,ROBIN KELLY FOR CONGRESS,,,,,,PO BOX 101199,,CHICAGO,IL,60610,G2024,,2024-08-12,1500.00,,Contribution,,C00539866,ROBIN KELLY FOR CONGRESS,H2IL02172,KELLY,ROBIN,,,,H,IL,02,,,,,,,,
SB23,C00384602,SB23.5763,,,PAC,TRIED-AND-TRUE PAC,,,,,,122 C ST NW STE 360,,WASHINGTON,DC,20001,O2024,Other,2024-08-26,2500.00,,Contribution,,C00680132,TRIED-AND-TRUE PAC,,,,,,,,,,,,,,,,,
