form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00383950,SB23.190099,,,CCM,BLUE DOG POLITICAL ACTION COMMITTEE,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,G2024,,2024-01-15,5000.00,,Campaign Contribution,011,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190117,,,CCM,COMMON SENSE DEMOCRAT PAC,,,,,,202 BONHAM RD,,DEDHAM,MA,02026,O2024,02/07/2024,2024-02-07,5000.00,,Campaign Contribution,011,C00491142,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190097,,,CCM,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,G2024,,2024-01-15,15000.00,,Campaign Contribution,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190147,,,CCM,DON DAVIS FOR NC,,,,,,PO BOX 511,,SNOW HILL,NC,28580,G2024,,2024-03-26,5000.00,,Campaign Contribution,011,C00795211,DON DAVIS FOR NC,H2NC02287,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00383950,SB23.190126,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-02-14,5000.00,,Campaign Contribution,011,C00793935,ERIC SORENSEN FOR ILLINOIS,H2IL17147,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00383950,SB23.190139,,,CCM,Friends of Sherrod Brown,,,,,,801 West Superior Ave.,,Cleveland,OH,44113,G2024,,2024-03-26,5000.00,,Campaign Contribution,011,C00264697,Friends of Sherrod Brown,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00383950,SB23.190101,,,CCM,FUTURE FORUM PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,G2024,,2024-01-15,5000.00,,Campaign Contribution,011,C00625988,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.190144,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO BOX 1710,,PHOENIX,AZ,85001,G2024,,2024-03-26,5000.00,,Campaign Contribution,011,C00558627,GALLEGO FOR ARIZONA,S4AZ00139,GALLEGO,RUBEN,,,,S,AZ,00,,,,,,,,
SB23,C00383950,SB23.190153,,,CCM,GREG CASAR FOR CONGRESS,,,,,,P.O. BOX 301923,,AUSTIN,TX,78703,G2024,,2024-01-24,5000.00,,Campaign Contribution,011,C00791897,GREG CASAR FOR CONGRESS,H2TX35144,CASAR,GREG,,,,H,TX,35,,,,,,,,
SB23,C00383950,SB23.190135,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172ND AVE,STE 166 #399,HAPPY VALLEY,OR,97086,G2024,,2024-03-26,2500.00,,Campaign Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,,,,,,,,
