form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002840,SB29.1807410,,,PTY,ADRIELLE CAMUEL FOR KY,,,,,,4413 SHAGBARK COURT,,LEXINGTON,KY,40515,G2024,,2024-09-23,1000.00,,CONTRIBUTION-2024 GEN ELECTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807561,,,CCM,CAMPAIGN TO ELECT MATTHEW GOLDEN,,,,,,PO BOX 277,,HARRODS CREEK,KY,40027,G2024,,2024-09-20,500.00,,CONTRIBUTION,,,CAMPAIGN TO ELECT MATTHEW GOLDEN,,GOLDEN,MATTHEW,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807406,,,COM,DEMOCRATIC GOVERNORS ASSOCIATION,,,,,,1225 EYE ST NW,SUITE 1100,WASHINGTON,DC,20005,,,2024-09-09,105000.00,,2024 CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807612,,,PAC,INDEPENDENCE LEADERSHIP PAC,,,,,,2933 SW LEWIS CIRCLE,,LEE'S SUMMIT,MO,64081,,,2024-07-16,15000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807565,,,CCM,JENNIFER RITA HARRIS CAMPAIGN COMMITTEE,,,,,,PO BOX 771964,,ORLANDO,FL,32877,G2024,,2024-09-20,1000.00,,CONTRIBUTION,,,JENNIFER RITA HARRIS CAMPAIGN COMMITTEE,,HARRIS,JENNIFER,RITA,,,,,,,,,,,,,
SB29,C00002840,SB29.1807412,,,PTY,JENNIFER SIERRA FOR STATE SENATE,,,,,,PO BOX 176217,,FT. MITCHELL,KY,41017,G2024,,2024-09-23,1000.00,,CONTRIBUTION-2024 GEN ELECTION,,,,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807527,,,CCM,KAREN CASTOR DENTEL CAMPAIGN,,,,,,PO BOX 941024,,MAITLAND,FL,32794,P2024,,2024-08-01,1000.00,,CONTRIBUTION,,,KAREN CASTOR DENTEL CAMPAIGN,,,,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807552,,,CCM,KAREN CASTOR DENTEL CAMPAIGN,,,,,,PO BOX 941024,,MAITLAND,FL,32794,G2024,,2024-09-19,1000.00,,CONTRIBUTION,,,KAREN CASTOR DENTEL CAMPAIGN,,CASTOR DENTEL,KAREN,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807545,,,CCM,KETURAH HERRON FOR STATE SENATE,,,,,,PO BOX 21983,,LOUISVILLE,KY,40221,O2024,9/9/2024,2024-09-09,1000.00,,CONTRIBUTION,,,KETURAH HERRON FOR STATE SENATE,,HERRON,KETURAH,,,,,,,,,,,,,,
SB29,C00002840,SB29.1807616,,,PAC,LATINO RISING,,,,,,PO BOX 30265,,FORT LAUDERDALE,FL,33303,,,2024-07-31,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
