form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002840,SB23.1807503,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 MERCANTILE LN STE 100,,UPPER MARLBORO,MD,20774,G2024,,2024-09-24,5000.00,,CONTRIBUTION,,C00840017,ALSOBROOKS FOR SENATE,S4MD00327,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB23,C00002840,SB23.1807442,,,CCM,BARBIE FOR CONGRESS,,,,,,18981 US HIGHWAY 441,BOX 293,MOUNT DORA,FL,32757,P2024,,2024-08-14,5000.00,,CONTRIBUTION,,C00863506,BARBIE FOR CONGRESS,H4FL11105,HALL,BARBARA HARDEN,,,,H,FL,11,,,,,,,,
SB23,C00002840,SB23.1807473,,,CCM,BARBIE FOR CONGRESS,,,,,,18981 US HIGHWAY 441,BOX 293,MOUNT DORA,FL,32757,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,C00863506,BARBIE FOR CONGRESS,H4FL11105,HALL,BARBARA HARDEN,,,,H,FL,11,,,,,,,,
SB23,C00002840,SB23.1807510,,,CCM,BELLFORMISSOURI,,,,,,PO BOX 1900669,,ST LOUS,MO,63119,G2024,,2024-09-24,5000.00,,CONTRIBUTION,,C00842336,BELLFORMISSOURI,H4MO01134,BELL,WESLEY MR,,,,H,MO,01,,,,,,,,
SB23,C00002840,SB23.1807477,,,CCM,BETHANY MANN FOR CONGRESS,,,,,,PO BOX 12,,WENTZVILLE,MO,63385,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,,BETHANY MANN FOR CONGRESS,H2MO03167,MANN,BETHANY,,,,H,MO,03,,,,,,,,
SB23,C00002840,SB23.1831191,,,PTY,BIDEN VICTORY FUND,,,,,,430 SOUTH CAPITOL STREET SE,,WASHINGTON,DC,20003,G2024,,2024-08-19,260000.00,,CONTRIBUTION,,,,S6CA00584,HARRIS,KAMALA D,,,,S,CA,00,,,,,,,,
SB23,C00002840,SB23.1807399,,,PTY,BILL FOSTER FOR CONGRESS,,,,,,PO BOX 9104,,AURORA,IL,60598,G2024,,2024-09-23,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807493,,,CCM,BOBBY SCOTT FOR CONGRESS,,,,,,PO BOX 251,,NEWPORT NEWS,VA,23607,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00256925,BOBBY SCOTT FOR CONGRESS,H6VA01117,SCOTT,ROBERT,C,,,H,VA,03,,,,,,,,
SB23,C00002840,SB23.1807456,,,PAC,BRAVE PAC,,,,,,"499 SOUTH CAPITOL STREET, SW",SUITE 422,WASHINGTON,DC,20003,,,2024-08-29,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807403,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 1805,,PLAINS,PA,18705,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,,CARTWRIGHT FOR CONGRESS,H2PA17079,CARTWRIGHT,MATTHEW A,,,,H,PA,17,,,,,,,,
SB23,C00002840,SB23.1807395,,,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO BOX 722,,IOWA CITY,IA,52244,G2024,,2024-09-20,2500.00,,CONTRIBUTION,,,CHRISTINA BOHANNAN FOR CONGRESS,H2IA02111,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00002840,SB23.1807405,,,PTY,CITIZENS FOR BOYLE,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807401,,,CCM,CORI BUSH FOR CONGRESS,,,,,,75 NORTH OAKS PLAZA,,ST LOUIS,MO,63121,P2024,,2024-08-01,5000.00,,CONTRIBUTION,,,CORI BUSH FOR CONGRESS,H8MO01143,BUSH,CORI,,,,H,MO,01,,,,,,,,
SB23,C00002840,SB23.1807451,,,CCM,CORKERY FOR CONGRESS,,,,,,PO BOX 808,,CEDAR FALLS,IA,50613,G2024,,2024-08-26,1000.00,,CONTRIBUTION,,C00853671,CORKERY FOR CONGRESS,,CORKERY,SARAH,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807438,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,P2024,,2024-08-12,5000.00,,CONTRIBUTION,,C00581074,DARREN SOTO FOR CONGRESS,H6FL09179,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00002840,SB23.1807470,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO BOX 421349,,KISSIMMEE,FL,34742,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,C00581074,DARREN SOTO FOR CONGRESS,H6FL09179,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00002840,SB23.1807462,,,CCM,DAVE MIN FOR CONGRESS,,,,,,401 2ND AVE S,SUITE 303,SEATTLE,WA,98104,G2024,,2024-09-09,5000.00,,CONTRIBUTION,,,DAVE MIN FOR CONGRESS,H4CA47085,MIN,DAVE,,,,H,CA,47,,,,,,,,
SB23,C00002840,SB23.1807375,,,CCM,DAVID SCOTT FOR CONGRESS,,,,,,"162 HURT STREET, NE",,ATLANTA,GA,30307,G2024,,2024-07-31,5000.00,,CONTRIBUTION,,C00369801,DAVID SCOTT FOR CONGRESS,H2GA13012,SCOTT,DAVID ALBERT,,,,H,GA,13,,,,,,,,
SB23,C00002840,SB23.1807513,,,COM,DCCC,,,,,,430 SOUTH CAPITOL STREET,,WASHINGTON,DC,20003,,,2024-09-05,105000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807379,,,PTY,DEBBIE DINGELL FOR CONGRESS,,,,,,PO BOX 972480,,YPSILANTI,MI,48197,P2024,,2024-07-16,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807391,,,CCM,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,,,,,,1725 MAIN STREET,SUITE 215,WESTON,FL,33326,P2024,,2024-08-08,5000.00,,CONTRIBUTION,,,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,H4WI03110,SCHULTZ,DEBBIE WASSERMAN,,,,H,FL,20,,,,,,,,
SB23,C00002840,SB23.1807392,,,CCM,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,,,,,,1725 MAIN STREET,SUITE 215,WESTON,FL,33326,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,H4WI03110,SCHULTZ,DEBBIE WASSERMAN,,,,H,FL,20,,,,,,,,
SB23,C00002840,SB23.1807381,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO BOX 28258,,RALEIGH,NC,27611,G2024,,2024-07-08,5000.00,,CONTRIBUTION,,,DEBORAH ROSS FOR CONGRESS,H0NC02125,ROSS,DEBORAH,,,,H,NC,02,,,,,,,,
SB23,C00002840,SB23.1807518,,,PAC,DEVELOPMENT NOW FOR CHICAGO,,,,,,2045 WEST GRANT AVE SUITE B,PMB 31638,CHICAGO,IL,60612,,,2024-08-08,1500000.00,,CONTRIBUTION,,C00838862,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807495,,,PAC,DMP VICTORY FUND,,,,,,PO BOX 432250,,SOUTH MIAMI,FL,33243,,,2024-09-20,5000.00,,CONTRIBUTION,,C00862912,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807487,,,CCM,DOGGETT FOR CONGRESS,,,,,,PO BOX 5843,,AUSTIN,TX,78763,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00286500,DOGGETT FOR CONGRESS,H4TX10028,DOGGETT,LLOYD,,,,H,TX,37,,,,,,,,
SB23,C00002840,SB23.1807514,,,PAC,DSCC,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,,,2024-09-11,105000.00,,CONTRIBUTION,,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807520,,,PAC,DWS PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,,,2024-08-08,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807521,,,PAC,DWS PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,,,2024-09-20,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807507,,,CCM,EHASZ FOR CONGRESS,,,,,,1800 BYBERRY ROAD,#1336,BENSALEM,PA,19020,G2024,,2024-09-24,5000.00,,CONTRIBUTION,,C00791335,EHASZ FOR CONGRESS,H2PA01099,EHASZ,ASHLEY,,,,H,PA,01,,,,,,,,
SB23,C00002840,SB23.1807482,,,CCM,ENGEL FOR ARIZONA,,,,,,PO BOX 40721,,TUCSON,AZ,85717,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00773820,ENGEL FOR ARIZONA,H2AZ02311,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB23,C00002840,SB23.1807396,,,PTY,ERIC SORENSEN FOR ILLINOIS,,,,,,P.O. BOX 1172,,MOLINE,IL,61265,G2024,,2024-08-05,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807445,,,CCM,ERIC SORENSEN VICTORY FUND,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-08-20,5000.00,,CONTRIBUTION,,C00822056,ERIC SORENSEN VICTORY FUND,H2IL17147,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00002840,SB23.1807463,,,PAC,FIXING THINGS,,,,,,1182 PARADISE ACRES ROAD,,FALLS OF ROUGH,KY,40119,,,2024-09-09,5000.00,,CONTRIBUTION,,C00858076,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807584,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,PO BOX 100,,BOLTON,MS,39041,G2024,,2024-07-08,5000.00,,CONTRIBUTION,,C00279851,FRIENDS OF BENNIE THOMPSON,H4MS02068,THOMPSON,BENNIE G,,,,H,MS,02,,,,,,,,
SB23,C00002840,SB23.1807433,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO BOX 41,,LEMOYNE,PA,17043,G2024,,2024-08-08,5000.00,,CONTRIBUTION,,C00852368,FRIENDS OF JANELLE STELSON,H4PA10104,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB23,C00002840,SB23.1807394,,,PTY,FRIENDS OF LUCY MCBATH INC.,,,,,,2221 PEACHTREE RD NE STE D-405,,ATLANTA,GA,30309,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807439,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,G2024,,2024-08-12,5000.00,,CONTRIBUTION,,C00264697,FRIENDS OF SHERROD BROWN,S6OH00163,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00002840,SB23.1807371,,,CCM,GALLEGO FOR ARIZONA,,,,,,P.O. BOX 1710,,PHOENIX,AZ,85001,P2024,,2024-07-16,5000.00,,CONTRIBUTION,,C00558627,GALLEGO FOR ARIZONA,H4AZ07043,GALLEGO,RUBEN,,,,H,AZ,07,,,,,,,,
SB23,C00002840,SB23.1807448,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,P.O. BOX 221776,,NEWHALL,CA,91322,G2024,,2024-08-26,5000.00,,CONTRIBUTION,,C00834028,GEORGE WHITESIDES FOR CONGRESS,H4CA27111,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00002840,SB23.1807388,,,CCM,GRAY FOR CONGRESS,,,,,,400 CAPITOL MALL,SUITE 2400,SACRAMENTO,CA,95814,G2024,,2024-09-09,5000.00,,CONTRIBUTION,,,GRAY FOR CONGRESS,H2CA13115,GRAY,ADAM C.,,,,H,CA,13,,,,,,,,
SB23,C00002840,SB23.1807380,,,CCM,HALEY STEVENS FOR CONGRESS,,,,,,33717 WOODWARD AVE,# 359,BIRMINGHAM,MI,48009,P2024,,2024-07-26,2500.00,,CONTRIBUTION,,,HALEY STEVENS FOR CONGRESS,H8MI11254,STEVENS,HALEY,,,,H,MI,11,,,,,,,,
SB23,C00002840,SB23.1807400,,,CCM,HANK 4 KY,,,,,,1182 PARADISE ACRES ROAD,,FALLS OF ROUGH,KY,40119,G2024,,2024-08-29,5000.00,,CONTRIBUTION,,,HANK 4 KY,H8KY02080,LINDERMAN,HANK,,,,H,KY,02,,,,,,,,
SB23,C00002840,SB23.1807372,,,CCM,HARDER FOR CONGRESS,,,,,,122 C STREET NW,SUITE 360,WASHINGTON,DC,20001,G2024,,2024-07-22,2500.00,,CONTRIBUTION,,,HARDER FOR CONGRESS,H8CA10126,HARDER,JOSH,,,,H,CA,09,,,,,,,,
SB23,C00002840,SB23.1807516,,,PAC,HMP,,,,,,1029 VERMONT AVE NW,#300,WASHINGTON,DC,20005,,,2024-09-23,25000.00,,CONTRIBUTION,,C00495028,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807589,,,PAC,IN THIS TOGETHER PAC,,,,,,PO BOX 5822,,LOUISVILLE,KY,40255,,,2024-07-08,5000.00,,CONTRIBUTION,,C00864785,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807499,,,CCM,JACK FOR CONGRESS,,,,,,100 MARKET STREET,UNIT 404,CHATTANOOGA,TN,37402,G5000,,2024-09-23,5000.00,,CONTRIBUTION,,C00856971,JACK FOR CONGRESS,H4TN03199,ALLEN,JACK BURKS MR JR,,,,H,TN,03,,,,,,,,
SB23,C00002840,SB23.1807474,,,CCM,JANE GEORGE TN COMMITTEE TO ELECT,,,,,,PO BOX 14650,,KNOXVILLE,TN,37914,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00855916,JANE GEORGE TN COMMITTEE TO ELECT,H4TN02084,GEORGE,JANE ANNE,,,,H,TN,02,,,,,,,,
SB23,C00002840,SB23.1807610,,,CCM,JENNIFER ADAMS FOR CONGRESS,,,,,,PO BOX 1791,,WINTER PARK,FL,32790,P2024,,2024-07-31,5000.00,,CONTRIBUTION,,C00852152,JENNIFER ADAMS FOR CONGRESS,H4FL07137,ADAMS,JENNIFER,,,,H,FL,07,,,,,,,,
SB23,C00002840,SB23.1807467,,,CCM,JENNIFER ADAMS FOR CONGRESS,,,,,,PO BOX 1791,,WINTER PARK,FL,32790,G2024,,2024-09-19,5000.00,,CONTRIBUTION,,C00852152,JENNIFER ADAMS FOR CONGRESS,H4FL07137,ADAMS,JENNIFER,,,,H,FL,07,,,,,,,,
SB23,C00002840,SB23.1807384,,,PTY,JESSICA MORSE FOR CONGRESS,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95841,G2024,,2024-08-26,2500.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB23,C00002840,SB23.1807386,,,PTY,JOE KERR FOR CONGRESS,,,,,,PO BOX 5012,,ORANGE,CA,92863,G2024,,2024-08-30,5000.00,,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
