form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00476978,500013222,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,5.00,0.00,"Bank Fees, Non- Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013223,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,25.75,0.00,"Bank Fees, Non- Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013232,,,ORG,America Votes,,,,,,1155 Connecticut Ave NW,Ste 600,Washington,DC,200364324,,,2023-12-22,10000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013239,,,ORG,Committee to Elect Dallas Harris,,,,,,8020 S Rainbow Blvd,Ste # 100,Las Vegas,NV,891396494,,,2023-12-21,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013253,,,PAC,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-12-20,5200.00,0.00,"Non-Federal In-Kind Contribution For Voter Model Access to NC, PA, TN, TX, UT & WA Candidates",,C00476978,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,,,,,,,,,,,,
SB29,C00476978,500013254,,,PAC,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-12-21,700.00,0.00,In-Kind Non-Fed. Contrib. to Joshua Hicks for Jacksonville City Council: Voter Model Access,,C00476978,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,,,,,,,,,,,,
SB29,C00476978,500013231,,,ORG,LGBTQ Victory Fund,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-12-20,1181.35,0.00,"Non-Fed In-Kind Contrib. for Staff Time & Travel to MS & VA Candidates, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,"MS Candidate: Fabian Nelson; VA Candidates: Rozia Henson, Laura Jane Cohen, Jonathan Dromgoole"
SB29,C00476978,500013240,,,ORG,LGBTQ Victory Fund,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-12-20,6771.57,0.00,"Non-Fed In-Kind Contrib. for Staff Time & Travel to VA, PA and TX Candidates",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013234,,,ORG,Malcom for PA PAC,,,,,,PO Box 3307,,Philadelphia,PA,191300307,,,2023-12-21,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013225,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-12-04,25.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013226,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-12-04,20.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,500013237,,,ORG,Venton Jones for TX House District 100,,,,,,1075 Griffin St W,Ste 212,Dallas,TX,752151026,,,2023-12-21,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
