form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00639229,SB23.I5296,,,CCM,BRAD KNOTT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,276247275,O2024,PRIMARY RUNOFF,2024-05-13,5000.00,,CONTRIBUTION-PRIMARY RUN OFF,,C00855361,,H4NC13116,KNOTT,BRAD,,,,H,NC,13,  ,,,,,,,
SB23,C00639229,SB23.I5306,,,CCM,CAROL FOR CONGRESS,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,P2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00653220,,H8WV03097,MILLER,CAROL,DEVINE,,,H,WV,01,  ,,,,,,,
SB23,C00639229,SB23.I5299,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00379735,,H2OK04055,COLE,TOM,,,,H,OK,04,  ,,,,,,,
SB23,C00639229,SB23.I5301,,,CCM,CRAIG GOLDMAN FOR CONGRESS,,,,,,PO BOX 100039,,FORT WORTH,TX,76185,O2024,PRIMARY RUN OFF,2024-05-13,5000.00,,CONTRIBUTION-PRIMARY RUN OFF,,C00855528,,H4TX12065,GOLDMAN,CRAIG,,,,H,TX,12,  ,,,,,,,
SB23,C00639229,SB23.I5297,,,CCM,FISCHBACH FOR CONGRESS,,,,,,PO BOX 190,,LITCHFIELD,MN,55355,P2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00717959,,H0MN07091,FISCHBACH,MICHELLE,,,,H,MN,07,  ,,,,,,,
SB23,C00639229,SB23.I5303,,,CCM,MESSMER FOR CONGRESS,,,,,,PO BOX 44003,,INDIANAPOLIS,IN,46244,G2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00867218,,,MESSMER,MARK,,,,H,IN,08,  ,,,,,,,
SB23,C00639229,SB23.I5302,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DRIVE,SUITE C-186,CHARLESTON,SC,29492,P2024,,2024-05-13,4000.00,,CONTRIBUTION,,C00710103,,H0SC01394,MACE,NANCY,,,,H,SC,01,  ,,,,,,,
SB23,C00639229,SB23.I5298,,,CCM,RULLI FOR OHIO,,,,,,P.O. BOX 2971,,YOUNGSTOWN,OH,44511,G2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00858415,,H4OH06165,RULLI,MICHAEL,,,,H,OH,06,  ,,,,,,,
SB23,C00639229,SB23.I5304,,,CCM,SHREVE FOR CONGRESS,,,,,,1701 E EDGEWOOD AVE,PO BOX 17182,SOUTHPORT,IN,46227,G2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00870949,,,SHREVE,JEFFERSON,,,,H,IN,06,  ,,,,,,,
SB23,C00639229,SB23.I5305,,,CCM,STUTZMAN FOR CONGRESS,,,,,,PO BOX 339,,HOWE,IN,46746,G2024,,2024-05-13,5000.00,,CONTRIBUTION,,C00838110,,H4IN03174,STUTZMAN,MARLIN,,,,H,IN,03,  ,,,,,,,
SB23,C00639229,SB23.I5300,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,O2024,PRIMARY RUN OFF,2024-05-13,5000.00,,CONTRIBUTION-PRIMARY RUN OFF,,C00706614,,H0TX35015,GONZALES,ERNEST,ANTHONY TONY,,II,H,TX,23,  ,,,,,,,
SB23,C00639229,SB23.I5312,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,430178914,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00853077,,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB23,C00639229,SB23.I5317,,,CCM,DERRICK ANDERSON FOR VA INC.,,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00791574,,H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB23,C00639229,SB23.I5313,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB23,C00639229,SB23.I5322,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00784926,,H2CT05222,LOGAN,GEORGE,S,,,H,CT,05,  ,,,,,,,
SB23,C00639229,SB23.I5318,,,CCM,JOE TEIRAB FOR CONGRESS,,,,,,PO BOX 1894,,BURNSVILLE,MN,55337,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00853929,,H4MN02177,TEIRAB,JOE,,,,H,MN,02,  ,,,,,,,
SB23,C00639229,SB23.I5320,,,CCM,KEVIN LINCOLN FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00845826,,H4CA09093,LINCOLN,KEVIN,J,,II,H,CA,09,  ,,,,,,,
SB23,C00639229,SB23.I5311,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,P2024,,2024-05-16,5000.00,,CONTRIBUTION-PRIMARY DEBT,,C00853499,,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB23,C00639229,SB23.I5309,,,CCM,MACKENZIE FOR CONGRESS COMMITTEE,,,,,,PO BOX 747,,EMMAUS,PA,18049,P2024,,2024-05-16,5000.00,,CONTRIBUTION-PRIMARY DEBT,,C00846501,,H8PA15195,MACKENZIE,RYAN,EDWARD,,,H,PA,07,  ,,,,,,,
SB23,C00639229,SB23.I5321,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,785670516,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00768994,,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,TX,34,  ,,,,,,,
SB23,C00639229,SB23.I5315,,,CCM,MERCURI FOR CONGRESS,,,,,,3000 VILLAGE RUN RD,STE 103-300,WEXFORD,PA,15090,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00848150,,H4PA17166,MERCURI,ROBERT,W,,,H,PA,17,  ,,,,,,,
SB23,C00639229,SB23.I5308,,,CCM,MERRIN FOR CONGRESS,,,,,,PO BOX 75,,MONCLOVA,OH,43542,G2024,,2024-05-16,5000.00,,CONTRIBUTION,,C00863829,,H4OH09169,MERRIN,DEREK,,,,H,OH,09,  ,,,,,,,
