form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00699801,SB21B-1005775,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-07-03,701.00,30106.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005777,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-07-10,701.00,30106.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005779,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-07-17,701.00,30106.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005781,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-07-24,701.00,30106.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005783,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-07-31,701.00,30106.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005785,,,ORG,AUTHORIZE.NET,,,,,,808 E UTAH VALLEY DR,,AMERICAN FOLK,UT,33160,,,2024-07-02,73.75,604.38,CREDIT CARD PROCESSING,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005853,,,ORG,AUTHORIZE.NET,,,,,,808 E UTAH VALLEY DR,,AMERICAN FOLK,UT,84003,,,2024-07-31,582.04,3868.65,CREDIT CARD PROCESSING FEES COMBINED,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005809,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,,,2024-07-02,953.32,37270.80,LEADS / PHONE LISTS - CLEARING FROM PREVIOUS PERIOD,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005815,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-07-03,660.20,37270.80,LEADS / PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00699801,SB21B-1005823,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-07-10,982.54,37270.80,LEADS / PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
