form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00867028,500150969,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-07,36.43,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150970,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-14,27.89,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150971,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-21,107.96,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150972,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-28,12.14,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150973,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-31,90.34,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150974,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-04,153.60,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150975,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-11,218.43,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150976,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-18,28.43,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150977,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-25,37.01,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150978,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-31,106.72,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150979,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-01,0.68,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150980,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-08,124.66,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150981,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-15,363.21,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500151196,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-22,501.91,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150982,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-29,622.23,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150983,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-30,517.36,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,5113063I,5113063,SA17,ORG,Lone Star Project,,,,,,6 E St SE,,Washington,DC,200032611,,,2024-07-01,15000.00,0.00,Research Services,,,,,,,,,,,,,,,,,,,,* Non-Contribution Account; In-Kind Received
SB29,C00867028,5113066I,5113066,SA17,ORG,Lone Star Project,,,,,,6 E St SE,,Washington,DC,200032611,,,2024-08-14,7500.00,0.00,Research,,,,,,,,,,,,,,,,,,,,* Non-Contribution Account; In-Kind Received
SB29,C00867028,5113067I,5113067,SA17,ORG,Lone Star Project,,,,,,6 E St SE,,Washington,DC,200032611,,,2024-08-16,7500.00,0.00,Research,,,,,,,,,,,,,,,,,,,,* Non-Contribution Account; In-Kind Received
SB29,C00867028,500150684,,,IND,,McGrady,Sonya,,,,PO Box 1293,,Evans,GA,308091293,,,2024-09-04,1500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150694,,,ORG,Mitchell Media,,,,,,1712 37th St NW,,Washington,DC,200072321,,,2024-07-10,7000.00,0.00,Media Relations,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150689,,,ORG,Mitchell Media,,,,,,1712 37th St NW,,Washington,DC,200072321,,,2024-08-28,7000.00,0.00,Media Relations,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150682,,,ORG,Mitchell Media,,,,,,1712 37th St NW,,Washington,DC,200072321,,,2024-09-04,7000.00,0.00,Media Relations,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150686,,,ORG,"NGP, Inc.",,,,,,1445 New York Ave NW,Ste 200,Washington,DC,200052158,,,2024-09-03,1875.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150691,,,ORG,SB Digital,,,,,,2010 Massachustess Ave NW,,Washington,DC,20036,,,2024-08-05,5000.00,0.00,Digital Services,,,,,,,,,,,,,,,,,,,,
SB29,C00867028,500150678,,,ORG,SB Digital,,,,,,2010 Massachustess Ave NW,,Washington,DC,20036,,,2024-09-13,500.00,0.00,Digital Services,,,,,,,,,,,,,,,,,,,,
