form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00661272,SB23.7937,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO BOX 16210,,PITTSBURGH,PA,15242,G2024,,2024-03-28,5000.00,,Contribution,,C00787648,CHRIS DELUZIO FOR CONGRESS,H2PA17103,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00661272,SB23.7947,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,P2024,,2024-03-28,2500.00,,Contribution,,C00637371,CHRISSY HOULAHAN FOR CONGRESS,H8PA06087,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB23,C00661272,SB23.7948,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO BOX 222,,DEVON,PA,19333,G2024,,2024-03-28,2500.00,,Contribution,,C00637371,CHRISSY HOULAHAN FOR CONGRESS,H8PA06087,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB23,C00661272,SB23.7941,,,CCM,FRIENDS OF SINGLETON FOR CONGRESS,,,,,,15 PERRY STREET,STE 461,NEWNAN,GA,30263,P2024,,2024-03-28,2500.00,,Contribution,,C00864389,FRIENDS OF SINGLETON FOR CONGRESS,H4GA03076,SINGLETON,PHILLIP,,,,H,GA,03,,,,,,,,
SB23,C00661272,SB23.7936,,,CCM,HELMER FOR CONGRESS,,,,,,PO BOX 10,,CLIFTON,VA,20124,P2024,,2024-03-28,5000.00,,Contribution,,C00856781,HELMER FOR CONGRESS,H4VA10253,HELMER,DANIEL,,,,H,VA,10,,,,,,,,
SB23,C00661272,SB23.7900,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,G2024,,2024-03-14,5000.00,,Contribution,,C00770438,JAKE ELLZEY FOR CONGRESS,H8TX06266,ELLZEY,JOHN KEVIN,,,,H,TX,06,,,,,,,,
SB23,C00661272,SB23.7924,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,G2024,,2024-03-27,5000.00,,Contribution,,C00806018,LALOTA FOR CONGRESS,H0NY02200,LALOTA,NICHOLAS JOSEPH,,,,H,NY,01,,,,,,,,
SB23,C00661272,SB23.7942,,,CCM,MARK KELLY FOR SENATE,,,,,,PO BOX 27202,,TUCSON,AZ,85726,P2028,,2024-03-28,-5000.00,,VOID: Orig. disbursed on 1/11/2024,,C00696526,MARK KELLY FOR SENATE,S0AZ00350,KELLY,MARK,,,,S,AZ,00,,,,,,,,
SB23,C00661272,SB23.7946,,,CCM,MARK KELLY FOR SENATE,,,,,,PO BOX 27202,,TUCSON,AZ,85726,P2028,,2024-03-28,5000.00,,Contribution (Re-Issued),,C00696526,MARK KELLY FOR SENATE,S0AZ00350,KELLY,MARK,,,,S,AZ,00,,,,,,,,
SB23,C00661272,SB23.7932,,,CCM,MICHAEL WALTZ FOR CONGRESS,,,,,,"1235 PROVIDENCE BLVD., STE R",PMB 502,DELTONA,FL,32725,G2024,,2024-03-28,5000.00,,Contribution,,C00666396,MICHAEL WALTZ FOR CONGRESS,H8FL06148,WALTZ,MICHAEL,,,,H,FL,06,,,,,,,,
SB23,C00661272,SB23.7908,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,PO BOX 909,,COLUMBUS,GA,31902,G2024,,2024-03-21,5000.00,,Contribution,,C00266940,SANFORD BISHOP FOR CONGRESS,H2GA02031,BISHOP,SANFORD,,,,H,GA,02,,,,,,,,
SB23,C00661272,SB23.7909,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,PO BOX 700442,,SAN ANTONIO,TX,78270,R2024,Runoff,2024-03-21,5000.00,,Contribution,,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST ANTHONY TONY,,,II,H,TX,23,,,,,,,,
SB23,C00661272,SB23.7929,,,CCM,TROY DOWNING FOR CONGRESS,,,,,,PO BOX 322,,HELENA,MT,59624,P2024,,2024-03-27,5000.00,,Contribution,,C00855288,TROY DOWNING FOR CONGRESS,H4MT02098,DOWNING,TROY,,,,H,MT,02,,,,,,,,
