form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135368,500131016,,,CCM,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,,,,,,PO Box 1242,,Tucson,AZ,857021242,G2024,,2024-10-31,500.00,0.00,Direct Contribution,,C00374058,,,GRIJALVA,RAUL M,,,,H,AZ,07,,,,,,,,
SB23,C00135368,500131070,,,CCM,ALEXANDRIA OCASIO-CORTEZ FOR CONGRESS,,,,,,PO Box 680080,,Corona,NY,113680080,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00639591,,,OCASIO-CORTEZ,ALEXANDRIA,,,,H,NY,14,,,,,,,,
SB23,C00135368,500131054,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00135368,500130995,,,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-10-31,500.00,0.00,Direct Contribution,,C00841643,,,Altman,Susan,,,,H,NJ,07,,,,,,,,
SB23,C00135368,500130998,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00135368,500131038,,,CCM,Andy Kim for New Jersey,,,,,,PO Box 211,,Marlton,NJ,080530211,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00648220,,,Kim,Andy,,,,S,NJ,,,,,,,,,
SB23,C00135368,500131040,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00575209,,,CRAIG,ANGELA DAWN,,,,H,MN,02,,,,,,,,
SB23,C00135368,500130980,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,114 Maine St,Ste 1A,Brunswick,ME,040112029,G2024,,2024-10-30,1000.00,0.00,Direct Contribution,,C00516047,,,KING,ANGUS STANLEY JR,,,,S,ME,00,,,,,,,,
SB23,C00135368,500130992,,,PAC,ASPIRE PAC,,,,,,910 17th St NW,Ste 1050,Washington,DC,200062623,O2024,Other 2024,2024-10-31,1500.00,0.00,Direct Contribution,,C00506907,ASPIRE PAC,,,,,,,,,,,,,,,,,
SB23,C00135368,500131006,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00577353,,,BARRAGAN,NANETTE,,,,H,CA,44,,,,,,,,
SB23,C00135368,500131017,,,CCM,BEATTY FOR CONGRESS,,,,,,222 E Town St,Fl 2W,Columbus,OH,432154616,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00507368,,,BEATTY,JOYCE,,,,H,OH,03,,,,,,,,
SB23,C00135368,500131073,,,CCM,BECCA BALINT FOR VERMONT,,,,,,PO Box 291,,Burlington,VT,054020291,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00797175,,,BALINT,REBECCA BECCA,,,,H,VT,01,,,,,,,,
SB23,C00135368,500130984,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,G2024,,2024-10-30,2000.00,0.00,Direct Contribution,,C00431056,,,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00135368,500131021,,,CCM,BONAMICI FOR CONGRESS,,,,,,PO Box 1632,,Beaverton,OR,970751632,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00500421,,,BONAMICI,SUZANNE MS.,,,,H,OR,01,,,,,,,,
SB23,C00135368,500131002,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-10-31,1500.00,0.00,Direct Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00135368,500131014,,,CCM,CASE FOR CONGRESS,,,,,,1253 S Beretania St,# 8888,Honolulu,HI,968141822,G2024,,2024-10-31,500.00,0.00,Direct Contribution,,C00680918,,,CASE,ED,,,,H,HI,01,,,,,,,,
SB23,C00135368,500131049,,,CCM,CASTEN FOR CONGRESS,,,,,,928 Warren Ave,,Downers Grove,IL,605153631,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00648493,,,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00135368,500131041,,,CCM,CASTOR FOR CONGRESS,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00410761,,,CASTOR,KATHY,,,,H,FL,14,,,,,,,,
SB23,C00135368,500131009,,,CCM,CASTRO FOR CONGRESS,,,,,,PO Box 544,,San Antonio,TX,782920544,G2024,,2024-10-31,500.00,0.00,Direct Contribution,,C00497933,,,CASTRO,JOAQUIN,,,,H,TX,20,,,,,,,,
SB23,C00135368,500130990,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,O2024,Other 2024,2024-10-31,1500.00,0.00,Direct Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00135368,500131060,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00135368,500131005,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-10-31,1500.00,0.00,Direct Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00135368,500131010,,,CCM,CHRISSY HOULAHAN FOR CONGRESS,,,,,,PO Box 222,,Devon,PA,193330222,G2024,,2024-10-31,1000.00,0.00,Direct Contribution,,C00637371,,,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB23,C00135368,500131008,,,CCM,CHUY GARCIA FOR CONGRESS,,,,,,3520 S Archer Ave,Unit 1C,Chicago,IL,606091104,G2024,,2024-10-31,1500.00,0.00,Direct Contribution,,C00661777,,,GARCIA,JESUS,,,,H,IL,04,,,,,,,,
SB23,C00135368,500131055,,,CCM,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,,,,,,4153 Flat Shoals Pkwy,Ste 322,Decatur,GA,300344106,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00418293,,,JOHNSON,HENRY C. 'HANK,,,,H,GA,04,,,,,,,,
SB23,C00135368,500130991,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO Box 75357,,Washington,DC,200130357,O2024,Other 2024,2024-10-31,2000.00,0.00,Direct Contribution,,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00135368,500131071,,,CCM,CONNOLLY FOR CONGRESS,,,,,,PO Box 563,,Merrifield,VA,221160563,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00445452,,,CONNOLLY,GERALD EDWARD,,,,H,VA,11,,,,,,,,
SB23,C00135368,500131019,,,CCM,Cooke for Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-11-01,1000.00,0.00,Direct Contribution,,C00844993,,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00135368,500131059,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,19855 Outer Dr,Ste 103,Dearborn,MI,481242022,G2024,,2024-11-04,1000.00,0.00,Direct Contribution,,C00558213,,,DINGELL,DEBBIE,,,,H,MI,06,,,,,,,,
SB23,C00135368,500131037,,,CCM,Debbie for Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-11-01,500.00,0.00,Direct Contribution,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,,,,,,,,,
