form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00770214,SB29.I21832,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-03-08,87.83,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I21996,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-03-15,17115.68,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I21997,SB29.I21996,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-03-15,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I21999,SB29.I21996,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-03-15,2523.18,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22000,SB29.I21996,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-03-15,2983.71,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22001,SB29.I21996,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-03-15,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22002,SB29.I21996,SB29,IND,,RICHARDSON,JAMES,L.,,,2600 CRYSTAL DRIVE,APT. 1425,ARLINGTON,VA,22202,,,2024-03-15,5732.05,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22003,SB29.I21996,SB29,IND,,RICHARDSON,JAMES,L.,,,2600 CRYSTAL DRIVE,APT. 1425,ARLINGTON,VA,22202,,,2024-03-15,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I21998,SB29.I21996,SB29,ORG,BOW TIE PRO LLC,,,,,,816 WILDWOOD CIRCLE,,LEESVILLE,SC,29070,,,2024-03-15,4583.34,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22004,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-03-15,5581.38,,NON-CONTRIBUTION ACCOUNT - PAYROLL TAXES,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I22005,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-03-22,96.78,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I22183,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-03-29,17115.69,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I22184,SB29.I22183,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-03-29,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22186,SB29.I22183,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-03-29,2523.20,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22187,SB29.I22183,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-03-29,2983.71,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22188,SB29.I22183,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-03-29,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22189,SB29.I22183,SB29,IND,,RICHARDSON,JAMES,L.,,,2600 CRYSTAL DRIVE,APT. 1425,ARLINGTON,VA,22202,,,2024-03-29,5732.04,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22190,SB29.I22183,SB29,IND,,RICHARDSON,JAMES,L.,,,2600 CRYSTAL DRIVE,APT. 1425,ARLINGTON,VA,22202,,,2024-03-29,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I22185,SB29.I22183,SB29,ORG,BOW TIE PRO LLC,,,,,,816 WILDWOOD CIRCLE,,LEESVILLE,SC,29070,,,2024-03-29,4583.34,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
