form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B875727,,,ORG,Ross Communications,,,,,,1700 L Street,,Sacramento,CA,95814,O2024,Not Applicable,2024-05-07,50000.00,,Initial Artwork Concept Development,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B871530,,,ORG,Adventure Company LLC,,,,,,25361 Mirabile Ct,,Stevenson Ranch,CA,91381,O2024,Not Applicable,2024-05-07,1405.00,,Recruitment video post-production services,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B875728,,,ORG,Priorities USA Action,,,,,,600 Pennsylvania Ave SE #15845,,Washington,DC,20003,O2024,Not Applicable,2024-05-09,250.00,,Offset for Inkind Receipt - See Schedule A,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B875733,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-05-14,1892.94,,Credit Card Payment See Breakdown Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B875735,,,ORG,EZ Cater,,,,,,40 Water Street,,Boston,MA,02109,O2024,Not Applicable,2024-05-14,519.20,,Lunch for canvassers,001,,,,,,,,,,, ,,,,,,,X,Lunch for canvassers
SB21B,C00754051,B875736,,,ORG,JBGS Parking - Gateway,,,,,,1215 Clark Street,,Arlington,VA,22202,O2024,Not Applicable,2024-05-14,314.00,,Parking for canvassers,001,,,,,,,,,,, ,,,,,,,X,Parking for canvassers
SB21B,C00754051,B875734,,,ORG,901 K Street Parking Garage,,,,,,901 K Street,,Washington,DC,20001,O2024,Not Applicable,2024-05-14,288.00,,Parking for canvassers,001,,,,,,,,,,, ,,,,,,,X,Parking for canvassers
SB21B,C00754051,B875739,,,ORG,Walmart Stores Inc.,,,,,,702 Southwest 8th Street,,Bentonville,AR,72716,O2024,Not Applicable,2024-05-14,71.37,,Snacks and water for canvassers,001,,,,,,,,,,, ,,,,,,,X,Snacks and water for canvassers
SB21B,C00754051,B875738,,,ORG,Uber Eats,,,,,,1455 Market St #400,,San Francisco,CA,94103,O2024,Not Applicable,2024-05-14,347.86,,Lunch for canvassers,001,,,,,,,,,,, ,,,,,,,X,Lunch for canvassers
SB21B,C00754051,B875729,,,ORG,Bank of Labor,,,,,,8325 Lenexa Dr Suite 300,,Lenexa,KS,66214,O2024,Not Applicable,2024-05-14,4277.43,,Credit Card Payment See Breakdown Below,001,,,,,,,,,,, ,,,,,,,,
