form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00890939,500981268,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-12-31,2735.74,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981411,,,ORG,Cole 4 VA,,,,,,PO Box 73,,Fredericksburg,VA,224040073,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981412,,,ORG,Downey for Virginia,,,,,,113 Palace Ln,Ste K,Williamsburg,VA,231853034,,,2024-12-27,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981265,,,ORG,Elect Dawn Gile,,,,,,3 E Miller 11 Bladen St,,Annapolis,MD,21401,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00890939,500981413,,,ORG,Friends of JJ Singh,,,,,,42395 Ryan Rd,Ste 112,Ashburn,VA,201484864,,,2024-12-11,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981414,,,ORG,Friends of May Nivar,,,,,,PO Box 3721,,Glen Allen,VA,230583721,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981415,,,ORG,Jay Jones for Virginia,,,,,,PO Box 2501,,Arlington,VA,222020501,,,2024-12-23,10000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981416,,,ORG,Jessica Anderson for VA House of Delegates,,,,,,113 Palace Ln,Ste K,Williamsburg,VA,231853034,,,2024-12-23,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981417,,,ORG,Josh Thomas for Delegate,,,,,,PO Box 922,,Gainesville,VA,201560922,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981418,,,ORG,Kannan for Virginia,,,,,,PO Box 4268,,Ashburn,VA,201480014,,,2024-12-23,5000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981419,,,ORG,Kim Adams for Virginia,,,,,,PO Box 3928,,Petersburg,VA,238053928,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981420,,,ORG,Lily for Delegate,,,,,,PO Box 104,,Blacksburg,VA,240630104,,,2024-12-20,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981421,,,ORG,Michael Feggans for Virginia,,,,,,900 Commonwealth Pl,Pmb 21,Virginia Beach,VA,234644517,,,2024-12-23,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981422,,,ORG,Nadarius Clark for Delegate,,,,,,PO Box 829,,Suffolk,VA,234390829,,,2024-12-24,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00890939,500981423,,,ORG,Phil for VA,,,,,,PO Box 8927,,Norfolk,VA,235030927,,,2024-12-23,1000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
