form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00647354,B-38269,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,07101,,,2024-12-11,1931.51,,SEE MEMO ITEMS,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38278,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-06,24.60,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38279,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-06,3.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38280,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-10,40.30,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38281,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-10,5.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38282,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-12,31.61,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38283,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-12,3.88,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38291,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-16,20.30,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38292,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-16,2.50,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00647354,B-38329,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70113,,,2024-12-18,10.30,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
