form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00570861,SB23.5,,,CCM,ALASKANS FOR DAN SULLIVAN,,,,,,"3705 ARCTIC BLVD, #447",,ANCHORAGE,AK,99503,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,SULLIVAN,DAN,,,,S,AK,,  ,,,,,,,
SB23,C00570861,SB23.6,,,CCM,ALASKANS FOR DAN SULLIVAN,,,,,,"3705 ARCTIC BLVD, #447",,ANCHORAGE,AK,99503,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,SULLIVAN,DAN,,,,S,AK,,  ,,,,,,,
SB23,C00570861,SB23.19,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2026,,2024-12-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,CASSIDY,BILL,,,,S,LA,,  ,,,,,,,
SB23,C00570861,SB23.20,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,G2026,,2024-12-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,CASSIDY,BILL,,,,S,LA,,  ,,,,,,,
SB23,C00570861,SB23.21,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,PO BOX 11519,,CHARLESTON,WV,25339,P2026,,2024-12-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,CAPITO,SHELLEY,MOORE,,,S,WV,,  ,,,,,,,
SB23,C00570861,SB23.10,,,CCM,CINDY HYDE-SMITH FOR US SENATE,,,,,,C/O 1020 N FAIRFAX ST,STE 201,ALEXANDRIA,VA,22314,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,HYDE-SMITH,CINDY,,,,S,MS,,  ,,,,,,,
SB23,C00570861,SB23.9,,,CCM,CINDY HYDE-SMITH FOR US SENATE,,,,,,C/O 1020 N FAIRFAX ST,STE 201,ALEXANDRIA,VA,22314,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,HYDE-SMITH,CINDY,,,,S,MS,,  ,,,,,,,
SB23,C00570861,SB23.7,,,CCM,COLLINS FOR SENATOR,,,,,,C/O 1020 N FAIRFAX ST,STE 201,ALEXANDRIA,VA,22314,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,COLLINS,SUSAN,,,,S,ME,,  ,,,,,,,
SB23,C00570861,SB23.8,,,CCM,COLLINS FOR SENATOR,,,,,,C/O 1020 N FAIRFAX ST,STE 201,ALEXANDRIA,VA,22314,G2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,COLLINS,SUSAN,,,,S,ME,,  ,,,,,,,
SB23,C00570861,SB23.15,,,CCM,COTTON FOR SENATE INC,,,,,,1595 SPRING HILL RD,,TYSONS CORNER,VA,22182,P2026,,2024-12-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,COTTON,TOM,,,,S,AR,,  ,,,,,,,
