form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00656686,SB21B.4207,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,20006,,,2024-03-27,75.00,,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00656686,SB21B.4193,,,ORG,First National Bank of Omaha,,,,,,PO Box 2818,,Omaha,NE,681032818,,,2024-02-02,3257.87,,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00656686,SB21B.4193.0,SB21B.4193,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-02-02,3100.00,,Software,,,,,,,,,,,,,,,,,,,X,
SB21B,C00656686,SB21B.4193.1,SB21B.4193,SB21B,ORG,First National Bank of Omaha,,,,,,PO Box 2818,,Omaha,NE,681032818,,,2024-02-02,157.87,,Credit Card Fees,,,,,,,,,,,,,,,,,,,X,
SB21B,C00656686,SB21B.4201,,,ORG,First National Bank of Omaha,,,,,,PO Box 2818,,Omaha,NE,681032818,,,2024-03-20,6811.63,,Credit Card Payment - Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00656686,SB21B.4201.0,SB21B.4201,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-03-20,3100.00,,Software,,,,,,,,,,,,,,,,,,,X,
SB21B,C00656686,SB21B.4201.1,SB21B.4201,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2024-03-20,3100.00,,Software,,,,,,,,,,,,,,,,,,,X,
SB21B,C00656686,SB21B.4201.3,SB21B.4201,SB21B,ORG,First National Bank of Omaha,,,,,,PO Box 2818,,Omaha,NE,681032818,,,2024-03-20,419.63,,Credit Card Fees,,,,,,,,,,,,,,,,,,,X,
SB21B,C00656686,SB21B.4192,,,ORG,Intuit Marketplace,,,,,,2800 E Commerce Center Pl,,Tucson,AZ,857064559,,,2024-02-05,95.40,,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00656686,SB21B.4199,,,ORG,Intuit Marketplace,,,,,,2800 E Commerce Center Pl,,Tucson,AZ,857064559,,,2024-03-04,95.40,,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00656686,SB21B.4187,,,ORG,New Blue Interactive LLC,,,,,,1146 19th St NW,Ste 750,Washington,DC,20036,,,2024-01-29,450.00,,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
