form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00785899,SB29.5820,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-07-15,237.00,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5821,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-07-22,395.00,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5822,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-02,1500.00,,Non-Contribution Account: Consultant - Fundraising/Management,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5824,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-03,1499.62,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5824.0,SB29.5824,SB29,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,30320,,,2024-07-03,509.48,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5824.1,SB29.5824,SB29,ORG,American Airlines,,,,,,PO Box 619616,,Fort Worth,TX,75261,,,2024-07-03,288.47,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5824.2,SB29.5824,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-03,329.47,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5824.4,SB29.5824,SB29,ORG,Monocle Restaurant,,,,,,"107 D St, NE",,Washington,DC,20002,,,2024-07-03,150.00,,Non-Contribution Account: Meals,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5834,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-17,1990.14,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5834.0,SB29.5834,SB29,ORG,Hyatt Hotels,,,,,,150 N Riverside Plaza,,Chicago,IL,60606,,,2024-07-17,1990.14,,Non-Contribution Account: Lodging,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5835,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-18,1549.16,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5835.0,SB29.5835,SB29,ORG,Lawson's Gourmet,,,,,,2930 Prosperity Ave,,Fairfax,VA,22031,,,2024-07-18,1098.36,,Non-Contribution Account: Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5835.1,SB29.5835,SB29,ORG,BCBS Catering,,,,,,600 E Lafayette St,,Detroit,MI,48226,,,2024-07-18,450.80,,Non-Contribution Account: Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-22,2867.59,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5836.0,SB29.5836,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,357.98,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836.1,SB29.5836,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,258.98,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836.2,SB29.5836,SB29,ORG,Tatte Bakery,,,,,,"250 Massachusetts Ave, NW",,Washington,DC,20001,,,2024-07-22,419.64,,Non-Contribution Account: Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836.3,SB29.5836,SB29,ORG,Tatte Bakery,,,,,,"250 Massachusetts Ave, NW",,Washington,DC,20001,,,2024-07-22,605.90,,Non-Contribution Account: Event Catering,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836.4,SB29.5836,SB29,ORG,Westin Hotel,,,,,,"1400 M St, NW",,Washington,DC,20005,,,2024-07-22,711.20,,Non-Contribution Account: Lodging,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5836.5,SB29.5836,SB29,ORG,East Hampton Florist,,,,,,69 N Main St,,East Hampton,NY,11937,,,2024-07-22,375.20,,Non-Contribution Account: Floral Arrangement,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-22,3539.48,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5837.0,SB29.5837,SB29,ORG,American Airlines,,,,,,PO Box 619616,,Fort Worth,TX,75261,,,2024-07-22,918.48,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.1,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,379.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.2,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,789.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.3,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,379.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.4,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,379.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.5,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,379.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5837.6,SB29.5837,SB29,ORG,United Airlines,,,,,,233 South Wacker Dr,,Chicago,IL,60606,,,2024-07-22,316.00,,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5823,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-07-29,2880.00,,Non-Contribution Account: Consultant - Fundraising/Management,,,,,,,,,,,,,,,,,,,,
