form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00364133,B846842,,,ORG,Center United,,,,,,410 New Jersey Avenue SE,,Washington,DC,20003,O2023,Not Applicable,2023-05-16,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B844682,,,ORG,World Business Chicago,,,,,,180 N. LaSalle St. St. 2505,,Chicago,IL,60601,O2023,Not Applicable,2023-04-04,25000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B844668,,,CCM,Vallas for Mayor,,,,,,1101 South State #1504,,Chicago,IL,60605,O2023,Runoff General,2023-04-04,2500.00,,O-2023 Mayor  IL,011,,,,Vallas,Paul,,,,,IL, ,,,,,,,,
SB29,C00364133,B841971,,,PTY,Kentucky Democratic Party,,,,,,P.O. Box 694,,Frankfort,KY,40602,O2023,Not Applicable,2023-03-16,1900.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B841970,,,CCM,Andy Beshear for Governor,,,,,,P.O. Box 4278,,Louisville,KY,40204,P2023,,2023-03-16,2000.00,,P-2023 Governor  KY,011,,,,Beshear,Andy,,,,,KY, ,,,,,,,,
SB29,C00364133,B843528,,,PTY,Kentucky Democratic Party,,,,,,P.O. Box 694,,Frankfort,KY,40602,O2023,Not Applicable,2023-03-21,100.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B841967,,,CCM,Citizens for Gavarone,,,,,,65 E. State Street Suite 270,,Columbus,OH,43215,P2024,,2023-03-16,500.00,,P-2024 State Senate 2 OH,011,,,,Gavarone,Theresa,,,,S,OH,02,,,,,,,,
SB29,C00364133,B841968,,,CCM,Steve Huffman for Ohio,,,,,,65 E. State Street Suite 270,,Columbus,OH,43215,P2026,,2023-03-16,500.00,,P-2026 State Senate 5 OH,011,,,,Huffman,Steve,,,,S,OH,05,,,,,,,,
SB29,C00364133,B841969,,,CCM,Matt Huffman for Ohio,,,,,,65 E. State Street Suite 270,,Columbus,OH,43215,P2024,,2023-03-16,500.00,,P-2024 State Senate 12 OH,011,,,,Huffman,Matt,,,,S,OH,12,,,,,,,,
SB29,C00364133,B845321,,,CCM,Abrams for Ohio,,,,,,92 FAWN DRIVE,,Harrison,OH,45030,P2024,,2023-04-18,350.00,,P-2024 State House 29 OH,011,,,,Abrams,Cindy,,,,H,OH,29,,,,,,,,
SB29,C00364133,B845322,,,CCM,Friends of Marilyn John,,,,,,4679 Winterset Dr.,,Columbus,OH,43220,P2024,,2023-04-18,350.00,,P-2024 State House 76 OH,011,,,,John,Marilyn,,,,H,OH,76,,,,,,,,
SB29,C00364133,B845323,,,CCM,Friends of Andrea White,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2023-04-18,350.00,,P-2024 State House 36 OH,011,,,,White,Andrea,,,,H,OH,36,,,,,,,,
SB29,C00364133,B848066,,,ORG,Ohio Women Lead Right,,,,,,9856 Archer Lane,,Dublin,OH,43017,O2023,Not Applicable,2023-06-01,500.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B849165,,,PTY,Darke County Republican Party,,,,,,P.O. Box 45,,Greenville,OH,45331,O2023,Not Applicable,2023-06-15,400.00,,County Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00364133,B849161,,,CCM,Friends of Bill Reineke,,,,,,P.O. Box 430,,Tiffin,OH,44883,P2024,,2023-06-15,250.00,,P-2024 State Senate 26 OH,011,,,,Reineke,Bill,,,,S,OH,26,,,,,,,,
SB29,C00364133,B838410,,,CCM,Helmer for Virginia,,,,,,PO Box 7267,,Fairfax Station,VA,22039,P2023,,2023-01-05,500.00,,P-2023 State Delegate 40 VA,011,,,,Helmer,Dan,,,,,VA,40,,,,,,,,
SB29,C00364133,B845939,,,CCM,Dave Marsden for Senate,,,,,,1011 E. Main St. Suite 400,,Richmond,VA,23219,P2023,,2023-05-02,500.00,,P-2023 State Senate 35 VA,011,,,,Marsden,David,,,,S,VA,35,,,,,,,,
SB29,C00364133,B845938,,,CCM,McPike for Senate,,,,,,P.O. Box 2819,,Woodbridge,VA,22195,P2023,,2023-05-02,500.00,,P-2023 State Senate 29 VA,011,,,,McPike,Jeremy,,,,S,VA,29,,,,,,,,
SB29,C00364133,B848065,,,CCM,Friends of Pat Herrity,,,,,,P.O. Box 2863,,Springfield,VA,22152,P2023,,2023-06-01,500.00,,P-2023 Co. Bd. of Supv. Fairfax VA,011,,,,Herrity,Pat,,,,,VA, ,,,,,,,,
