form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00870030,SB21B.1,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-01,78.80,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.2,,,ORG,EIGHT THIRTEEN STRATEGIES LLC,,,,,,813 SOUTH STREEPER STREET,,BALTIMORE,MD,21224,,,2024-04-04,17000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.3,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-04-09,130000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.4,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-04-10,130000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.5,,,ORG,CROSBY OTTENHOFF GROUP LLC,,,,,,"611 PENNSYLVANIA AVE, SE #267",,WASHINGTON,DC,20003,,,2024-04-22,2163.89,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.7,,,ORG,EIGHT THIRTEEN STRATEGIES LLC,,,,,,813 SOUTH STREEPER STREET,,BALTIMORE,MD,21224,,,2024-05-06,18357.95,,POLITICAL STRATEGY CONSULTING / MEALS / PARKING / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.8,,,ORG,HOLTZMAN VOGEL BARAN TORCHINSKY JOSEFIAK,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-05-07,10000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.9,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-05-13,130.97,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,NONE ABOVE ITEMIZATION THRESHOLD
SB21B,C00870030,SB21B.11,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-05-14,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.12,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-05-15,5089.15,,FUNDRAISING CONSULTING / OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.13,,,ORG,CROSBY OTTENHOFF GROUP LLC,,,,,,"611 PENNSYLVANIA AVE, SE #267",,WASHINGTON,DC,20003,,,2024-05-21,2056.25,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.14,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-05-21,41.02,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.15,,,ORG,EIGHT THIRTEEN STRATEGIES LLC,,,,,,813 SOUTH STREEPER STREET,,BALTIMORE,MD,21224,,,2024-06-03,17000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.16,,,ORG,HOLTZMAN VOGEL BARAN TORCHINSKY JOSEFIAK,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-06-06,5000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.18,,,ORG,PUBLIC OPINION STRATEGIES LLC,,,,,,214 N FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2024-06-14,63000.00,,POLLING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.19,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-06-21,30000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.20,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-06-21,30000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.21,,,ORG,CROSBY OTTENHOFF GROUP LLC,,,,,,"611 PENNSYLVANIA AVE, SE #267",,WASHINGTON,DC,20003,,,2024-06-24,1791.30,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.22,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-29,197.00,,CREDIT CARD PROCESSING FEES,,,,,,,,,,,,,  ,,,,,,,
