form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00455394,EB18391,,,CCM,"Baldwin for Senate, Tammy",,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-10-17,5000.00,,Contribution,011,,"Baldwin for Senate, Tammy",,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00455394,EB18489,,,CCM,Dave Min for Congress,,,,,,Po Box 5959,,Irvine,CA,92616,G2024,,2024-10-18,2500.00,,Contribution,011,,Dave Min for Congress,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00455394,EB18385,,,CCM,Derek Tran for Congress,,,,,,PO Box 395,,Garden Grove,CA,92842,G2024,,2024-10-17,2500.00,,Contribution,011,,Derek Tran for Congress,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00455394,EB18490,,,COM,Friends of Dick Durbin,,,,,,200 East Jefferson Street,,Falls Church,VA,22046,G2024,,2024-10-18,2500.00,,Contribution,011,,Friends of Dick Durbin,,Durbin,Dick,,,,S,IL,,,,,,,,,
SB23,C00455394,EB18505,,,CCM,Friends of Schumer,,,,,,1100 New Jersey Ave. SE,,Washington,DC,20003,P2028,,2024-10-25,5000.00,,Contribution,011,,Friends of Schumer,,Schumer,Charles,,,,S,NY,,,,,,,,,
SB23,C00455394,EB18390,,,CCM,Gillen for NY,,,,,,PO Box 33079,,Washington,DC,20033,G2024,,2024-10-17,2500.00,,Contribution,011,,Gillen for NY,,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB23,C00455394,EB18386,,,CCM,Jamie Raskin for Congress,,,,,,P.O. Box 5418,,Takoma Park,MD,20913,G2024,,2024-10-17,2500.00,,Contribution,011,,Jamie Raskin for Congress,,Raskin,Jamie,,,,H,MD,08,,,,,,,,
SB23,C00455394,EB18389,,,CCM,Josh Riley for Congress,,,,,,"1528 Walnut Street, Suite 808",,Philadelphia,PA,19102,G2024,,2024-10-17,2500.00,,Contribution,011,,Josh Riley for Congress,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00455394,EB18507,,,CCM,Josh Riley for Congress,,,,,,"1528 Walnut Street, Suite 808",,Philadelphia,PA,19102,G2024,,2024-11-04,-2500.00,,Void Check,011,,Josh Riley for Congress,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00455394,EB18508,,,CCM,Josh Riley for Congress,,,,,,"1528 Walnut Street, Suite 808",,Philadelphia,PA,19102,G2024,,2024-11-04,2500.00,,Contribution,011,,Josh Riley for Congress,,Riley,Josh,,,,H,NY,19,,,,,,,,
SB23,C00455394,EB18503,,,CCM,Klobuchar for Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,55104,G2024,,2024-10-25,5000.00,,Contribution,011,,Klobuchar for Minnesota,,Klobuchar,Amy,,,,S,MN,,,,,,,,,
SB23,C00455394,EB18388,,,CCM,Mannion for New York,,,,,,PO Box 11131,,Syracuse,NY,13218,G2024,,2024-10-17,2500.00,,Contribution,011,,Mannion for New York,,Mannion,John,,,,H,NY,,,,,,,,,
SB23,C00455394,EB18387,,,CCM,"Nadler for Congress, Inc.",,,,,,"200 West 79th Street, #8N",,New York,NY,10024,G2024,,2024-10-17,2500.00,,Contribution,011,,"Nadler for Congress, Inc.",,Nadler,Jerrold L.,,,,H,NY,12,,,,,,,,
SB23,C00455394,EB18504,,,CCM,"Slotkin for Michigan, Elissa",,,,,,P.O. Box 4145,,East Lansing,MI,48826,G2024,,2024-10-25,5000.00,,Contribution,011,,"Slotkin for Michigan, Elissa",,,,,,,S,MI,,,,,,,,,
