form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,19554423,,,ORG,East Bay Working Families Sponsored by Labor Organizations,,,,,,111 Pine Street,,San Francisco,CA,94111,,,2023-05-02,-10000.00,0.00,Voided Check from 10/7/2022,011,,,,,,,,,,,,,,,,,,,Voided Check from 10/7/2022
SB29,C00002766,19554424,,,COM,Friends of Jessica Katzenmeyer,,,,,,7139 W. Greenfield Avenue,Apt. #10,West Allis,WI,53214,,,2023-05-02,-2000.00,0.00,Voided Check from 10/14/2022,011,,,,Katzenmeyer,Jessica,,,,,,,,,,,,,,Voided Check from 10/14/2022
SB29,C00002766,19554425,,,COM,Lina Hidalgo for Harris County,,,,,,PO Box 88392,,Houston,TX,77288,,,2023-05-02,-10000.00,0.00,Voided Check from 10/24/2022,011,,,,Hidalgo,Lina,,,,,,,,,,,,,,Voided Check from 10/24/2022
SB29,C00002766,19554427,,,PTY,Maryland Democratic Party (non-fed),,,,,,275 West Street,Suite 70,Annapolis,MD,21401,,,2023-05-02,3000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19593152,,,PTY,Missouri WIN,,,,,,PO Box 390,,Eureka,MO,63025,,,2023-05-11,5000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19593153,,,ORG,Road to Michigan's Future,,,,,,PO Box 12248,,Lansing,MI,48901,,,2023-05-11,150000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19593154,,,ORG,America Votes,,,,,,"1155 Connecticut Avenue, NW",Suite 600,Washington,DC,20036,,,2023-05-11,50000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19593192,,,COM,Committee to Elect Crispin Rea,,,,,,PO Box 411641,,Kansas City,MO,64141,,,2023-05-11,2975.00,0.00,Non-Federal Contribution,011,,,,Rea,Crispin,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600415,,,ORG,"Northwest Oregon Labor Council, AFL-CIO",,,,,,9955 SE Washington Street,Suite 305,Portland,OR,97216,,,2023-05-16,400.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600416,,,COM,Democratic Attorneys General Association,,,,,,PO Box 34445,,Washington,DC,20005,,,2023-05-16,100000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19600417,,,ORG,Committee on States,,,,,,PO Box 1607,,Raleigh,NC,27602,,,2023-05-16,75000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19600653,,,COM,JD For Arlington,,,,,,PO Box 41964,,Arlington,VA,22204,,,2023-05-17,250.00,0.00,Non-Federal Contribution,011,,,,Spain,Jullius,D.,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600654,,,COM,Adele for Delegate,,,,,,PO Box 2003,,Arlington,VA,22202,,,2023-05-17,500.00,0.00,Non-Federal Contribution,011,,,,McClure,Adele,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600655,,,COM,Hala For State Senate,,,,,,PO Box 7434,,Woodbridge,VA,22195,,,2023-05-17,1000.00,0.00,Non-Federal Contribution,011,,,,Ayala,Hala,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600995,,,ORG,Advancing Denver,,,,,,1340 N. Emerson Street,#6,Denver,CO,80218,,,2023-05-18,1500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600997,,,PTY,Democratic Party of Orange County,,,,,,1916 W. Chapman Avenue,Suite B,Orange,CA,96828,,,2023-05-18,35000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19600999,,,ORG,Working Families Against Recall of Jessie Lopez,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90015,,,2023-05-18,25000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601496,,,COM,Klein Committee (City Atty),,,,,,545 E. Town Street,,Columbus,OH,43215,,,2023-05-19,500.00,0.00,Non-Federal Contribution,011,,,,KLEIN,ZACH,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601777,,,COM,Kaul for Attorney General,,,,,,PO Box 5522,,Madison,WI,53705,,,2023-05-22,1000.00,0.00,Non-Federal Contribution,011,,,,Kaul,Josh,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601779,,,COM,Josh Stein for North Carolina,,,,,,301 Hillsborough Street,Suite 950,Raleigh,NC,27603,,,2023-05-22,1000.00,0.00,Non-Federal Contribution,011,,,,Stein,Josh,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601809,,,COM,Michael Payne for Cville,,,,,,PO Box 4681,,Charlottesville,VA,22905,,,2023-05-22,250.00,0.00,Non-Federal Contribution,011,,,,Payne,Michael,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601811,,,COM,Victor for Virginia,,,,,,PO Box 2311,,Petersburg,VA,23804,,,2023-05-22,500.00,0.00,Non-Federal Contribution,011,,,,McKenzie,Victor,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601876,,,PTY,Working Californians,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,,,2023-05-22,50000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19601877,,,COM,Jeff Yarbo for Mayor,,,,,,PO Box 90785,,Nashville,TN,37209,,,2023-05-22,5000.00,0.00,Non-Federal Contribution,011,,,,Yarbo,Jeff,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19602038,,,COM,Chris Cheng for Metro Council,,,,,,2600 Lakeshore Drive,,Old Hickory,TN,37138,,,2023-05-23,2500.00,0.00,Non-Federal Contribution,011,,,,Cheng,Chris,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19602227,,,PTY,Lucas County Democratic Party,,,,,,1817 Madison Avenue,,Toledo,OH,43604,,,2023-05-23,725.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19602228,,,COM,Friends of Carrie Hartman,,,,,,1119 N Summit Street,Apt. 208,Toledo,OH,43604,,,2023-05-23,1000.00,0.00,Non-Federal Contribution,011,,,,Hartman,Carrie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19602268,,,COM,James for NY,,,,,,32 Union Square East,Suite 1211,New York,NY,10003,,,2023-05-24,1000.00,0.00,Non-Federal Contribution,011,,,,James,Letitia,,,,,,,,,,,,,,Non-Federal Contribution
