form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00802389,500434685,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-02-05,167.86,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434683,,,ORG,Happy Cog,,,,,,2363 James St,,Syracuse,NY,132062840,,,2024-02-22,32186.30,0.00,Website Development,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434712,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,-8.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434713,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,-8.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434714,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,-8.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434715,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,-8.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434716,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,-8.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434717,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,O2024,Special General,2024-02-06,-5.00,0.00,email services (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434718,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-08,-20.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434719,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-08,-20.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434720,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-14,-5.00,0.00,email services (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434804,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-19,-5.00,0.00,Email services (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434721,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434722,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434723,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434724,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-22,-10.00,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434725,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.72,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434726,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.72,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434727,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.72,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434728,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.71,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434729,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.71,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434730,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.71,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434731,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-25,-5.71,0.00,Staff time and emails for online message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434732,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-28,-2.50,0.00,email services (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,500434733,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-28,-2.50,0.00,email services (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,22998401I,22998401,SA11AI,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-02-29,12571.55,0.00,"Staff Time, Compliance and Administrative Support",,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500434684,,,ORG,New Blue Interactive,,,,,,5138 Newport Ave,,Bethesda,MD,208163025,,,2024-02-22,6862.50,0.00,Consulting - Communications,,,,,,,,,,,,,,,,,,,,
SB21B,C00802389,22998405I,22998405,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-02-01,7962.63,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,22998406I,22998406,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-02-22,6125.10,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,22998407I,22998407,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-02-23,3062.55,0.00,Consulting - Project Management,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,22998409I,22998409,SA11AI,ORG,NRDC Action Fund Inc.,,,,,,40 W 20th St,Fl 11,New York,NY,100114231,,,2024-02-29,11487.61,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00802389,500434682,,,ORG,QCT Production,,,,,,2000 15th St N,Ste 550,Arlington,VA,222012900,,,2024-02-22,42464.00,0.00,Database Services,,,,,,,,,,,,,,,,,,,,
