form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00802389,500434690,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,8.00,2024-02-01,13.71,Staff time and emails for online message (via drawdown),,,S,H4CA12154,SIMON,LATEEFAH,,,,H,12,CA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434691,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,8.00,2024-02-01,8.00,Staff time and emails for online message (via drawdown),,,S,H8GA06393,MCBATH,LUCIA KAY MS.,,,,H,07,GA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434692,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,8.00,2024-02-01,8.00,Staff time and emails for online message (via drawdown),,,S,S4DE00060,Blunt Rochester,Lisa,,,,S,00,DE,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434693,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,8.00,2024-02-01,8.00,Staff time and emails for online message (via drawdown),,,S,H8IL14174,UNDERWOOD,LAUREN,A,,,H,14,IL,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434694,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-01,8.00,2024-02-01,8.00,Staff time and emails for online message (via drawdown),,,S,H2OH13264,SYKES,EMILIA,,,,H,13,OH,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434695,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,O2024,Special General,2024-02-06,5.00,2024-02-06,165.00,email services (via drawdown),,,S,H6NY03247,SUOZZI,THOMAS,,,,H,03,NY,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434696,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-08,20.00,2024-02-08,20.00,Staff time and emails for online message (via drawdown),,,S,S6PA00217,CASEY,ROBERT P JR,,,,S,00,PA,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434697,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-08,20.00,2024-02-08,75.01,Staff time and emails for online message (via drawdown),,,S,S2WI00219,BALDWIN,TAMMY,,,,S,00,WI,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434698,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-14,5.00,2024-02-14,247.50,email services (via drawdown),,,S,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Sonekan,Titi,,,,2024-03-19,
SE,C00802389,500434803,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,P2024,,2024-02-19,5.00,2024-02-19,330.00,Email services (via drawdown),,,S,P80000722,BIDEN,JOSEPH R JR,,,,P,,,Sonekan,Titi,,,,2024-03-19,,Nationwide IE
