form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00380550,A916D613DC0EF07445A,,,CCM,"Andy Barr For Congress, Inc.",,,,,,PO Box 2059,,Lexington,KY,40588,P2026,,2024-12-30,1000.00,,2026 Primary,011,C00467571,,H0KY06104,Barr,Garland Hale,,,IV,H,KY,06,,,,,,,,
SB23,C00380550,14311AD0EBEB2C6572A,,,CCM,April McClain Delaney For Congress,,,,,,PO Box 83940,,Gaithersburg,MD,20883,G2024,,2024-12-30,1000.00,,2024 General Debt Retirement,011,C00854471,,H4MD06340,McClain-Delaney,April Lynn,,,,H,MD,06,,,,,,,,
SB23,C00380550,A3DC9FE17F35A1AE18B,,,CCM,Brad Knott For Congress,,,,,,PO Box 97275,,Raleigh,NC,276247275,P2024,,2024-12-30,2500.00,,2024 Primary Debt Retirement,011,C00855361,,H4NC13116,Knott,John Bradford,,,,H,NC,13,,,,,,,,
SB23,C00380550,4B8CF8D63DA7A2694C4,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,P2026,,2024-12-30,2500.00,,2026 Primary,011,C00779603,,H2OH15228,Carey,Michael Todd Whitake,,,,H,OH,15,,,,,,,,
SB23,C00380550,0CCFE5A42EB7203F193,,,CCM,Dave McCormick For US Senate,,,,,,PO Box 23537,,Pittsburgh,PA,15222,G2024,,2024-12-30,2500.00,,2024 General Debt Retirement,011,C00800623,,S2PA00661,McCormick,David Harold,,,,S,PA,,,,,,,,,
SB23,C00380550,474229E255503F472E6,,,PAC,Iowa Values PAC,,,,,,502 6th St,,Hudson,WI,54016,O2024,Contribution,2024-12-30,1000.00,,2024 Contribution,011,C00887539,Iowa Values PAC,,,,,,,,,,,,,,,,,
SB23,C00380550,A78FCAF8DDE0FBC068F,,,CCM,Iowans For Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,P2026,,2024-12-30,2500.00,,2026 Primary,011,C00784389,,H2IA03119,Nunn,Zachary Martin,,,,H,IA,03,,,,,,,,
SB23,C00380550,010FB75B7A2E248D614,,,PAC,LOBO PAC,,,,,,PO Box 25852,,Albuquerque,NM,87125,O2024,Contribution,2024-12-30,2500.00,,2024 Contribution,011,C00497073,LOBO PAC,,,,,,,,,,,,,,,,,
SB23,C00380550,E2D2FA10404F251B650,,,PAC,Narragansett Bay PAC,,,,,,PO Box 8628,,Cranston,RI,02920,O2024,Contribution,2024-12-30,1000.00,,2024 Contribution,011,C00403592,Narragansett Bay PAC,,,,,,,,,,,,,,,,,
SB23,C00380550,507CB1D25CD3F732ABC,,,CCM,Nicole For New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2026,,2024-12-30,1000.00,,2026 Primary,011,C00694778,,H0NY11078,Malliotakis,Nicole R.,,,,H,NY,11,,,,,,,,
SB23,C00380550,0A64813BC7FD7917EB2,,,PAC,The Eye Of The Tiger Political Action Committee,,,,,,PO Box 9891,,Arlington,VA,222190485,O2024,Contribution,2024-12-30,5000.00,,2024 Contribution,011,C00467431,The Eye Of The Tiger Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00380550,8ABBF0494609CDA0F07,,,CCM,William Timmons For Congress,,,,,,PO Box 3416,,Greenville,SC,29602,G2024,,2024-12-30,2500.00,,2024 General Debt Retirement,011,C00668491,,H8SC04250,Timmons,William Richardson,,,IV,H,SC,04,,,,,,,,
