form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00667360,23-185,,,CCM,Cartwright for Congress,,,,,,P.O. Box 414,,Scranton,PA,18501,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00509968,Cartwright for Congress,,Cartwright,Matthew,A,,,H,PA,08,,,,,,,,
SB23,C00667360,23-184,,,CCM,Angie Craig for Congress,,,,,,P.O. Box 22116,,Eagan,MN,55122,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00575209,Angie Craig for Congress,,Craig,Angie,,,,H,MN,02,,,,,,,,
SB23,C00667360,23-181,,,CCM,Chris Deluzio for Congress,,,,,,P.O. Box 16210,,Pittsburgh,PA,15242,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00787648,Chris Deluzio for Congress,,Deluzio,Chris,,,,H,PA,17,,,,,,,,
SB23,C00667360,23-174,,,CCM,Marie for Congress,,,,,,"660 Pennsylvania Ave., SE, #202",,Washington,DC,20003,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00806174,Marie for Congress,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00667360,23-178,,,CCM,Friends of Jahana Hayes,,,,,,P.O. Box 1487,,Waterbury,CT,06721,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00677898,Friends of Jahana Hayes,,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00667360,23-182,,,CCM,Val Hoyle for Congress,,,,,,P.O. Box 657,,Springfield,OR,97477,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00796144,Val Hoyle for Congress,,Hoyle,Val,,,,H,OR,04,,,,,,,,
SB23,C00667360,23-179,,,CCM,Marcy Kaptur for Congress,,,,,,545 East Town St.,,Columbus,OH,43215,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00154625,Marcy Kaptur for Congress,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00667360,23-177,,,CCM,Susie Lee for Congress,,,,,,"5130 S. Fort Apache Rd., #215-382",,Las Vegas,NV,89148,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00655613,Susie Lee for Congress,,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00667360,23-183,,,CCM,Mary Peltola for Alaska,,,,,,"810 N St., #301",,Anchorage,AK,99501,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00812388,Mary Peltola for Alaska,,Peltola,Mary,,,,H,AL,00,,,,,,,,
SB23,C00667360,23-180,,,CCM,Andrea Salinas for Oregon,,,,,,P.O. Box 230985,,Tigard,OR,97281,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00793703,Andrea Salinas for Oregon,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00667360,23-186,,,CCM,Emilia Sykes for Congress,,,,,,P.O. Box 1347,,Akron,OH,44309,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00801274,Emilia Sykes for Congress,,Sykes,Emilia,,,,H,OH,13,,,,,,,,
SB23,C00667360,23-175,,,CCM,Gabe Vasquez for Congress,,,,,,Drawer L,,Mesilla,NM,88046,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00789404,Gabe Vasquez for Congress,,Vasquez,Gabe,,,,H,NM,02,,,,,,,,
SB23,C00667360,23-176,,,CCM,Susan Wild for Congress,,,,,,"1636 N. Cedar Crest Blvd., #183",,Allentown,PA,18104,G2024,,2024-10-14,2000.00,0.00,Political Contribution,011,C00658567,Susan Wild for Congress,,Wild,Susan,,,,H,PA,07,,,,,,,,
