form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039214,SB23.4183,,,CCM,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,,,,,P.O. BOX 11091,,CHATTANOOGA,TN,37401,G2024,,2024-10-17,1000.00,,Contribution,,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",H0TN03254,FLEISCHMANN,CHARLES J,,,,H,TN,03,,,,,,,,
SB23,C00039214,SB23.4189,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,G2024,,2024-10-22,1000.00,,Contribution,,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00039214,SB23.4191,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,G2024,,2024-10-26,1000.00,,Contribution,,C00504704,CRAMER FOR SENATE,H6ND00074,CRAMER,KEVIN J,,,,H,ND,00,,,,,,,,
SB23,C00039214,SB23.4186,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-10-18,500.00,,Contribution,,C00849844,ELECTGABEEVANS.COM,H4CO08034,EVANS,TIMOTHY GABRIEL JOSE,,,,H,CO,08,,,,,,,,
SB23,C00039214,SB23.4190,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-10-22,1000.00,,Contribution,,C00547893,ELISE FOR CONGRESS,H4NY21079,STEFANIK,ELISE M.,,,,H,NY,21,,,,,,,,
SB23,C00039214,SB23.4185,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,,,2024-10-17,1000.00,,Contribution,,C00409003,,,,,,,,,,,,,,,,,,
SB23,C00039214,SB23.4184,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-10-17,1000.00,,Contribution,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,09,,,,,,,,
SB23,C00039214,SB23.4188,,,CCM,JEFF CRANK FOR CONGRESS,,,,,,4045 S. NONCHALANT CIRCLE,,COLORADO SPRINGS,CO,80917,G2024,,2024-10-18,500.00,,Contribution,,C00421776,JEFF CRANK FOR CONGRESS,H6CO05142,CRANK,JEFF,,,,H,CO,05,,,,,,,,
SB23,C00039214,SB23.4187,,,CCM,LANCE GOODEN FOR CONGRESS COMMITTEE,,,,,,PO BOX 2125,,TERRELL,TX,75160,G2024,,2024-10-18,1000.00,,Contribution,,C00662601,LANCE GOODEN FOR CONGRESS COMMITTEE,H8TX05144,GOODEN,LANCE,,,,H,TX,05,,,,,,,,
SB23,C00039214,SB23.4182,,,PTY,RUDY VICTORY FUND,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2024-10-17,1000.00,,Contribution,,C00823997,,,,,,,,,,,,,,,,,,
