form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00566562,500726883,500726847,SB23,CCM,ADAM GRAY FOR CONGRESS,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00801431,,,GRAY,ADAM C.,,,,H,CA,13,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726908,500726847,SB23,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00841643,,,ALTMAN,SUSAN,COPIUS,,,H,NJ,07,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726898,500726847,SB23,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726886,500726847,SB23,CCM,CHRISTINA BOHANNAN FOR CONGRESS,,,,,,PO Box 722,,Iowa City,IA,522440722,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726904,500726847,SB23,CCM,CITIZENS FOR PETER BARCA,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726906,500726847,SB23,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726888,500726847,SB23,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00831537,,,MIN,DAVE,,,,H,CA,47,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726889,500726847,SB23,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726884,500726847,SB23,CCM,EHASZ FOR CONGRESS,,,,,,1800 Byberry Rd,Unit 1336,Bensalem,PA,190204747,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00791335,,,EHASZ,ASHLEY,,,,H,PA,01,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726897,500726847,SB23,CCM,ENGEL FOR ARIZONA,,,,,,PO Box 40721,,Tucson,AZ,857170721,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726892,500726847,SB23,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726890,500726847,SB23,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,P2026,,2024-11-03,1000.00,0.00,Contributions,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726899,500726847,SB23,CCM,GILLEN FOR CONGRESS,,,,,,PO Box 774,,Rockville Centre,NY,115710774,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00806547,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726887,500726847,SB23,CCM,HERTEL FOR MICHIGAN,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726891,500726847,SB23,CCM,JANELLE BYNUM FOR CONGRESS,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00843425,,,BYNUM,JANELLE,,,,H,OR,05,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726893,500726847,SB23,CCM,JOHN AVLON FOR CONGRESS,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-11-03,2500.00,0.00,Contributions,,C00870568,,,AVLON,JOHN,,,,H,NY,01,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726894,500726847,SB23,CCM,JOHN AVLON FOR CONGRESS,,,,,,PO Box 1200,,Sag Harbor,NY,119630039,G2024,,2024-11-03,2500.00,0.00,Contributions,,C00870568,,,AVLON,JOHN,,,,H,NY,01,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726895,500726847,SB23,CCM,JOSH RILEY FOR CONGRESS,,,,,,PO Box 6806,,Ithaca,NY,148516806,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00793760,,,RILEY,JOSH,,,,H,NY,22,,,,,,,X,* 11/3/24 American Express Itemization
SB23,C00566562,500726896,500726847,SB23,CCM,KRISTEN FOR MICHIGAN,,,,,,PO Box 854,,Bay City,MI,487070854,G2024,,2024-11-03,1000.00,0.00,Contributions,,C00864207,,,MCDONALD RIVET,KRISTEN,,,,H,MI,08,,,,,,,X,* 11/3/24 American Express Itemization
