form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00000885,50155709,,,PAC,Garden State Integrity,,,,,,PO Box 8954,,Red Bank,NJ,07701,,,2024-04-02,-25000.00,0.00,Void - Garden State Integrity; Check Dated 03/12/2024,011,C00856914,,,,,,,,,,,,,,,,,,Void - Garden State Integrity; Check Dated 03/12/2024
SB23,C00000885,50161069,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,48901,P2024,,2024-04-09,3000.00,0.00,Contribution,011,C00844480,Hertel for Michigan,,Hertel,Curtis,,,,H,MI,07,,,,,,,,Contribution
SB23,C00000885,50161070,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,48901,G2024,,2024-04-09,1000.00,0.00,Contribution,011,C00844480,Hertel for Michigan,,Hertel,Curtis,,,,H,MI,07,,,,,,,,Contribution
SB23,C00000885,50161072,,,CCM,Elissa Slotkin For Michigan,,,,,,P.O. Box 4145,,East Lansing,MI,48826,G2024,,2024-04-09,5000.00,0.00,Contribution,011,C00834218,Elissa Slotkin For Michigan,S4MI00470,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,Contribution
SB23,C00000885,50161076,,,CCM,Kristen for Michigan,,,,,,PO Box 854,,Bay City,MI,48707,P2024,,2024-04-09,2500.00,0.00,Contribution,011,C00864207,Kristen for Michigan,,McDonald Rivet,Kristen,,,,H,MI,08,,,,,,,,Contribution
SB23,C00000885,50161079,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Avenue,Suite 205,Jamaica,NY,11432,G2024,,2024-04-09,5000.00,0.00,Contribution,011,C00430991,Friends For Gregory Meeks,H8NY06048,Meeks,Gregory,W.,Rep.,,H,NY,05,,,,,,,,Contribution
SB23,C00000885,50161080,,,COM,Meeks Victory Fund 2024,,,,,,1032 15th Street NW,Ste. 247,Washington,DC,20005,,,2024-04-09,5000.00,0.00,Contribution - Allocate to Build America PAC,011,,,,,,,,,,,,,,,,,,,Contribution - Allocate to Build America PAC
SB23,C00000885,50161082,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,12402,G2024,,2024-04-09,2500.00,0.00,Contribution,011,C00815290,Pat Ryan For Congress,H8NY19223,Ryan,Pat,,Rep.,,H,NY,18,,,,,,,,Contribution
SB23,C00000885,50161084,,,CCM,Whitehouse For Senate,,,,,,P.O. Box 40280,,Providence,RI,02940,G2024,,2024-04-09,1000.00,0.00,Contribution,011,C00410803,Whitehouse For Senate,S6RI00221,Whitehouse,Sheldon,,Sen.,,S,RI,,,,,,,,,Contribution
SB23,C00000885,50161086,,,CCM,The Reed Committee,,,,,,PO Box 8628,,Cranston,RI,02920,P2026,,2024-04-09,1000.00,0.00,Contribution,011,C00238907,The Reed Committee,S6RI00163,Reed,Jack,,Sen.,,S,RI,,,,,,,,,Contribution
SB23,C00000885,50161087,,,CCM,Sabina For RI,,,,,,"One Park Row, 5th Floor",,Providence,RI,02903,S2023,Special-General Debt,2024-04-09,2000.00,0.00,Contribution for Debt Retirement,011,C00835173,Sabina For RI,H4RI01174,Matos,Sabina,,,,H,RI,01,,,,,,,,Contribution for Debt Retirement
SB23,C00000885,50161106,,,PAC,Smart Solutions PAC,,,,,,611 Pennsylvania Ave SE,Unit 143,Washington,DC,20003,,,2024-04-09,5000.00,0.00,Contribution,011,C00654475,,,,,,,,,,,,,,,,,,Contribution
SB23,C00000885,50161107,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,P2024,,2024-04-09,5000.00,0.00,Contribution,011,C00226928,Pallone For Congress,H8NJ03073,Pallone,Frank,,Rep.,Jr.,H,NJ,06,,,,,,,,Contribution
SB23,C00000885,50161108,,,CCM,The Markey Committee,,,,,,PO Box 69,,Medford,MA,02155,P2026,,2024-04-09,2500.00,0.00,Contribution,011,C00196774,The Markey Committee,S4MA00028,Markey,Ed,,Sen.,,S,MA,,,,,,,,,Contribution
SB23,C00000885,50161109,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,P2024,,2024-04-09,5000.00,0.00,Contribution,011,C00558627,Gallego For Arizona,S4AZ00139,Gallego,Ruben,,Rep.,,S,AZ,,,,,,,,,Contribution
SB23,C00000885,50179199,,,CCM,Landsman For Congress,,,,,,P.O. Box 68033,,Cincinnati,OH,45206,G2024,,2024-04-17,3000.00,0.00,Contribution,011,C00800276,Landsman For Congress,H2OH01194,Landsman,Greg,,Rep.,,H,OH,01,,,,,,,,Contribution
SB23,C00000885,50181542,,,COM,Biden Victory Fund,,,,,,430 South Capitol Street SE,,Washington,DC,20003,,,2024-04-10,150000.00,0.00,Contribution - See memo for Allocations,011,,,,,,,,,,,,,,,,,,,Contribution - See memo for Allocations
SB23,C00000885,50182528,,,CCM,Citizens for Peter Barca,,,,,,PO Box 1509,,Kenosha,WI,53141,P2024,,2024-04-19,5000.00,0.00,Contribution,011,C00876490,Citizens for Peter Barca,,Barca,Peter,,,,H,WI,01,,,,,,,,Contribution
SB23,C00000885,50182529,,,CCM,Citizens for Peter Barca,,,,,,PO Box 1509,,Kenosha,WI,53141,G2024,,2024-04-19,5000.00,0.00,Contribution,011,C00876490,Citizens for Peter Barca,,Barca,Peter,,,,H,WI,01,,,,,,,,Contribution
SB23,C00000885,50247586,,,CCM,Herb Conaway For Congress,,,,,,P.O. Box 493,,Willingboro,NJ,08046,P2024,,2024-04-29,5000.00,0.00,Contribution,011,C00859496,Herb Conaway For Congress,H4NJ03197,Conaway,Herb,,,Jr.,H,NJ,03,,,,,,,,Contribution
SB23,C00000885,50247587,,,CCM,Marie For Congress,,,,,,PO Box 1164,,Washougal,WA,98671,P2024,,2024-04-29,3300.00,0.00,Contribution,011,C00806174,Marie For Congress,H2WA03217,Gluesenkamp Perez,Marie,,Rep.,,H,WA,03,,,,,,,,Contribution
SB23,C00000885,50247588,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,P2024,,2024-04-29,3300.00,0.00,Contribution,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,Contribution
SB23,C00000885,50247589,,,CCM,Maycumber For Congress,,,,,,PO Box 945,,Republic,WA,99166,P2024,,2024-04-29,1700.00,0.00,Contribution,011,C00870436,Maycumber For Congress,H4WA05192,Maycumber,Jacquelin,,Rep.,,H,WA,05,,,,,,,,Contribution
SB23,C00000885,50247590,,,CCM,Maycumber For Congress,,,,,,PO Box 945,,Republic,WA,99166,G2024,,2024-04-29,1600.00,0.00,Contribution,011,C00870436,Maycumber For Congress,H4WA05192,Maycumber,Jacquelin,,Rep.,,H,WA,05,,,,,,,,Contribution
SB23,C00000885,50254694,,,CCM,Guzman For Congress,,,,,,P.O. Box 1818,,Woodbridge,VA,22195,P2024,,2024-04-30,500.00,0.00,Contribution,011,C00858647,Guzman For Congress,H4VA07275,Guzman,Elizabeth,,,,H,VA,07,,,,,,,,Contribution
SB23,C00000885,50254695,,,CCM,Mike Rogers For Congress,,,,,,8613 Indian Springs Rd,,Laurel,MD,20724,P2024,,2024-04-30,500.00,0.00,Contribution,011,C00857243,Mike Rogers For Congress,,Rogers,Mike,,,,H,MD,03,,,,,,,,Contribution
