form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00637504,VTDPKAFC2D7,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-01-10,20.36,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00637504,VTDPKAFC2F3,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-02-10,428.16,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00637504,VTDPKAFC2H9,VTDPKAFC2F3,SB21B,ORG,American Airlines,,,,,,PO Box 619616,,Dallas,TX,752619616,,,2023-02-10,367.80,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFC2K5,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-03-10,350.46,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00637504,VTDPKAFC2N1,VTDPKAFC2K5,SB21B,ORG,Sheraton,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2023-03-10,109.46,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFC2P9,VTDPKAFC2K5,SB21B,ORG,Sheraton,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2023-03-10,12.00,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFC2Q6,VTDPKAFC2K5,SB21B,ORG,Sheraton,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2023-03-10,123.62,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFD6A0,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-04-10,522.38,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00637504,VTDPKAFD6H3,VTDPKAFD6A0,SB21B,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-04-10,175.00,0.00,Credit Card Member Fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFD6K9,VTDPKAFD6A0,SB21B,ORG,Marriott International,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,,,2023-04-10,238.26,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFD6B7,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-05-10,75.73,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
SB21B,C00637504,VTDPKAFD6E1,VTDPKAFD6B7,SB21B,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-05-10,50.00,0.00,Credit Card Member Fee,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00637504,VTDPKAFD6C5,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2023-06-12,25.73,0.00,"Credit Card Payment, See Memos Below if Itemized",,,,,,,,,,,,,,,,,,,,
