form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00160077,SB29.7391,,,CCM,Ajay For House 99,,,,,,1606 NE 10th Street,,Oklahoma City,OK,73117,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7385,,,CCM,Carl Newton Representative,,,,,,101 S Tennesee,,Cherokee,OK,73728,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7381,,,CCM,Friends for John Talley,,,,,,3014 W 44th St,,Stillwater,OK,74074,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7377,,,CCM,Friends of Aaron Reinhardt,,,,,,707 E. 131st Street S.,,Jenks,OK,74037,P2024,,2024-06-06,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7389,,,CCM,Friends of Chris Kannady,,,,,,2909 SW 136th Ter,,Oklahoma City,OK,73170,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7375,,,CCM,Friends of Greg McCortney,,,,,,1816 E 15th,,Ada,OK,74820,P2024,,2024-06-06,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7383,,,CCM,Friends of John Pfeiffer,,,,,,27750 N. Kelley Ave,,Orlando,OK,73073,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7376,,,CCM,Friends of Julie Daniels,,,,,,2191 Kyle Road,,Bartlesville,OK,74006,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7380,,,CCM,Friends of Kevin Wallace,,,,,,PO box 367,,Wellston,OK,74881,P2024,,2024-06-06,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7394,,,CCM,Friends of Mark Mann for Senate,,,,,,622 NW 18th Street,,Oklahoma City,OK,73103,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7387,,,CCM,Friends of Mark VanCuren,,,,,,15808 E 79th St N,,Owasso,OK,74055,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7384,,,CCM,Friends of Tammy Townley,,,,,,1401 8th NW,,Ardmore,OK,73401,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7378,,,CCM,Jessica Garvin for Senate,,,,,,1206 W. Cedar,,Duncan,OK,73533,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7397,,,CCM,Johns for House,,,,,,1424 Sunrise Lane,,Ada,OK,74820,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7400,,,CCM,Keyes for State Senate,,,,,,PO Box 5300,,Norman,OK,73070,R2024,Runoff,2024-06-24,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7392,,,CCM,Matt Echols for State House,,,,,,12505 Lexington Drive,,Oklahoma City,OK,73173,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7399,,,CCM,Stark for House Rep,,,,,,7007 NW 59th Street,,Bethany,OK,73008,P2024,,2024-06-06,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7390,,,CCM,Stinson for House,,,,,,4516 McCartney Lane,,Edmond,OK,73034,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00160077,SB29.7379,,,CCM,Strom For House,,,,,,445 County Road 3215,,Copan,OK,74022,P2024,,2024-06-06,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
