form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00878009,500003178,,,COM,Allen4HD11,,,,,,PO Box 1651,,Bigfork,MT,599111651,,,2024-09-19,450.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003193,,,COM,Ashley Aune For Missouri,,,,,,PO Box 901995,,Kansas City,MO,641901995,,,2024-09-26,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003179,,,COM,Brandy For AZ,,,,,,2671 E Iris Dr,,Chandler,AZ,852865003,,,2024-09-19,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003194,,,COM,Brighter With Boyko,,,,,,3 Boxwood Ln,,Kirkwood,MO,631226915,,,2024-09-26,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003195,,,COM,Campaign Fund Of Emma Curtis,,,,,,500 UNITED Dr,Ste 5E,Versailles,KY,40383,,,2024-09-26,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003180,,,COM,Carlie For House Campaign,,,,,,PO Box 44272,,Eden Prairie,MN,553441272,,,2024-09-19,745.00,0.00,Non-Federal Political Contribution. Refunded Q4 2024,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003181,,,COM,Chris4Arizona,,,,,,4026 E Larkspur Dr,,Phoenix,AZ,850327441,,,2024-09-19,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003196,,,COM,Citizens For Leslie Jones,,,,,,502 S Hazelnut Ave,,Springfield,MO,658025655,,,2024-09-26,500.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003209,,,COM,Claire Celsi For Iowa Committee,,,,,,487 SE Hollow Ct,,West Des Moines,IA,502651217,,,2024-09-26,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003199,,,COM,Committee To Elect Art Staed,,,,,,2141 Coldstream Ave NE,,Cedar Rapids,IA,524023764,,,2024-09-26,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00878009,500003211,,,COM,Committee To Elect Campbell,,,,,,818 Barlow St,,West Lafayette,IN,479061514,,,2024-09-30,1000.00,0.00,Non-Federal Political Contribution,011,,,,,,,,,,,,,,,,,,,
