form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00850321,B-388,,,ORG,INTEGRATED SOLUTIONS: POLITICAL,,,,,,4142 ADAMS AVENUE,SUITE 103-550,SAN DIEGO,CA,92116,,,2024-07-02,250.00,,SOFTWARE & SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-382,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-08,40.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-386,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-11,264.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-302,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-07-12,2250.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-389,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-16,120.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-394,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-17,60.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-398,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-18,120.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-480,,,IND,,CHERRY,DANIELLE,,,,9545 STONY HILL,,RENO,NV,89521,,,2024-07-18,6540.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-476,,,ORG,FMM GROUP,,,,,,8651 JOHN J KINGMAN ROAD,,FORT BELVOIR,VA,22060,,,2024-07-18,3825.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-478,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-07-18,4500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-479,,,ORG,LILLY & COMPANY,,,,,,1005 CONGRESS AVENUE,,AUSTIN,TX,78701,,,2024-07-18,3820.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-477,,,ORG,LIQUID CONSULTING,,,,,,3941 PARK DRIVE,,EL DORADO HILLS,CA,95762,,,2024-07-18,5712.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-473,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-07-19,6296.60,,EVENT CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-474,B-473,,ORG,LONE EAGLE GRILLE,,,,,,111 COUNTRY CLUB DRIVE,,INCLINE VILLAGE,NV,89451,,,2024-07-19,3282.38,,CATERING,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-475,B-473,,ORG,AZZARA'S ITALIAN RESTAURANT,,,,,,930 TAHOE BOULEVARD,,INCLINE VILLAGE,NV,89451,,,2024-07-19,3014.22,,CATERING,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-413,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-20,532.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-407,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-24,200.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-417,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-24,120.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-419,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-25,40.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-427,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-26,400.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-431,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-30,400.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-429,,,ORG,IN COMPLIANCE INC.,,,,,,PO BOX 751271,,LAS VEGAS,NV,89136,,,2024-07-30,1558.02,,EQUIPMENT RENTAL,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-430,B-429,,ORG,CAMELOT PARTY RENTALS,,,,,,152 CONEY ISLAND DRIVE,,SPARKS,NV,89431,,,2024-07-30,1558.02,,EQUIPMENT RENTAL,,,,,,,,,,,,,,,,,,,X,MEMO: SUBVENDOR OF-IN COMPLIANCE INC.
SB21B,C00850321,B-436,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-07-31,20.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
