form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500026395,,,PAC,DCCC,,,,,,"430 South Capitol Street, SE, 2nd",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,15000.00,0.00,Contribution,011,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026396,,,PAC,DCCC,,,,,,"430 South Capitol Street, SE, 2nd",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Building Fund,011,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026397,,,PAC,DCCC,,,,,,"430 South Capitol Street, SE, 2nd",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Legal Fund,011,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026398,,,PTY,Democratic National Committee,,,,,,"430 S. Capitol Street, SE",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,15000.00,0.00,Contribution - General Fund,011,C00010603,Democratic National Committee,,,,,,,,,,,,,,,,,
SB23,C00011114,500026399,,,PTY,Democratic National Committee,,,,,,"430 S. Capitol Street, SE",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Building Fund,011,C00010603,Democratic National Committee,,,,,,,,,,,,,,,,,
SB23,C00011114,500026400,,,PTY,Democratic National Committee,,,,,,"430 S. Capitol Street, SE",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Recount/Legal Fund,011,C00010603,Democratic National Committee,,,,,,,,,,,,,,,,,
SB23,C00011114,500026401,,,PTY,Democratic National Committee,,,,,,"430 S. Capitol Street, SE",,Washington,DC,200034024,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Convention Fund,011,C00010603,Democratic National Committee,,,,,,,,,,,,,,,,,
SB23,C00011114,500026392,,,PAC,DSCC,,,,,,"120 Maryland Avenue, NE",,Washington,DC,200025610,O2023,2023 PAC,2023-01-25,15000.00,0.00,Contribution,011,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026393,,,PAC,DSCC,,,,,,"120 Maryland Avenue, NE",,Washington,DC,200025610,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Building Fund,011,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026394,,,PAC,DSCC,,,,,,"120 Maryland Avenue, NE",,Washington,DC,200025610,O2023,2023 PAC,2023-01-25,45000.00,0.00,Contribution - Legal Fund,011,C00042366,DSCC,,,,,,,,,,,,,,,,,
