form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00821546,500367736,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-01-07,0.20,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367737,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-01-14,0.40,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367738,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-01-21,592.90,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367739,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-01-31,0.40,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367740,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-04,0.20,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367741,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-11,261.10,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374915,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-18,592.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374916,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-25,197.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374917,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-29,269.60,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374918,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-02-29,59.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500370363,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-10,253.40,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374895,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-17,389.08,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374896,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-24,112.58,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374897,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-27,813.71,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374898,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-28,150.10,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374899,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,O2024,,2024-03-31,0.99,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374914,,,ORG,Bee Compliance LLC,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2024,,2024-03-07,1000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500367751,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,O2024,,2024-02-05,108.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,500374913,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,O2024,,2024-03-04,108.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00821546,6585264I,6585264,SA11AI,IND,,Zavertnik,Megan,,,,10215 Old Hunt Rd,,Vienna,VA,221812948,O2024,,2024-03-25,1529.75,0.00,Event Catering,,,,,,,,,,,,,,,,,,,,* In-Kind Received
