form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00348938,15862131,,,CCM,Brittany Pettersen For Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,P2024,,2023-09-11,2000.00,0.00,,011,C00637215,Brittany Pettersen For Colorado,H8CO07045,Pettersen,Brittany,,Rep.,,H,CO,07,,,,,,,,
SB23,C00348938,15862132,,,CCM,Cathy McMorris Rodgers For Congress,,,,,,Box 137,,Spokane,WA,992100137,P2024,,2023-09-11,2500.00,0.00,,011,C00390476,Cathy McMorris Rodgers For Congress,H4WA05077,McMorris Rodgers,Cathy,,Rep.,,H,WA,05,,,,,,,,
SB23,C00348938,15862133,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-09-11,1000.00,0.00,,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Dan,,Rep.,,H,MI,08,,,,,,,,
SB23,C00348938,15862137,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,P2024,,2023-09-11,2000.00,0.00,,011,C00592154,Jimmy Panetta For Congress,H6CA20152,Panetta,Jimmy,,Rep.,,H,CA,19,,,,,,,,
SB23,C00348938,15862138,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,P2024,,2023-09-11,2500.00,0.00,,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,,Sen.,,S,NM,,,,,,,,,
SB23,C00348938,15862145,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,P2024,,2023-09-11,2000.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00348938,15862147,,,CCM,Scott Peters For Congress,,,,,,PO Box 22074,,San Diego,CA,92192,P2024,,2023-09-11,2000.00,0.00,,011,C00503110,Scott Peters For Congress,H2CA52089,Peters,Scott,,Rep.,,H,CA,50,,,,,,,,
SB23,C00348938,15862149,,,CCM,Team Hagerty,,,,,,PO Box 50430,,Nashville,TN,37205,P2024,,2023-09-11,2500.00,0.00,,011,C00718627,Team Hagerty,S0TN00169,Hagerty,Bill,,Sen.,,S,TN,,,,,,,,,
SB23,C00348938,15862150,,,CCM,Wiley Nickel For North Carolina,,,,,,514 Daniels St,#286,Raleigh,NC,27605,P2024,,2023-09-11,2000.00,0.00,,011,C00763045,Wiley Nickel For North Carolina,H2NC14019,Nickel,Wiley,,Rep.,,H,NC,13,,,,,,,,
SB23,C00348938,15862192,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-09-11,2500.00,0.00,,011,C00843391,Lisa Blunt Rochester For Senate,,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,
SB23,C00348938,16012660,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Avenue,Suite 205,Jamaica,NY,11432,P2024,,2023-12-18,2500.00,0.00,,011,C00430991,Friends For Gregory Meeks,H8NY06048,Meeks,Gregory,W.,Rep.,,H,NY,05,,,,,,,,
SB23,C00348938,16012663,,,CCM,Jeffries For Congress,,,,,,PO Box 65322,,Washington,NY,20035,P2024,,2023-12-18,2500.00,0.00,,011,C00503052,Jeffries For Congress,H2NY10092,Jeffries,Hakeem,,Rep.,,H,NY,08,,,,,,,,
SB23,C00348938,16012664,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,P2024,,2023-12-18,3000.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00348938,16012665,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,G2024,,2023-12-18,2000.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00348938,16017414,,,PAC,Build America PAC,,,,,,"499 South Capitol Street, SW",,Washington,DC,20003,,,2023-12-18,2500.00,0.00,,011,C00377143,,,,,,,,,,,,,,,,,,
