form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00869461,EB110,,,PAC,Committee to Elect Brian M. Crosby,,,,,,PO Box 655,,Lexington Park,MD,20653,,,2024-12-04,1500.00,,Political Contribution,011,,Committee to Elect Brian M. Crosby,,,,,,,,MD,40,,,,,,,,
SB29,C00869461,EB114,,,PAC,Friends of Andrea Harrison,,,,,,"17 W Courtland St, Suite 20",,Bel Air,MD,21014,,,2024-12-06,500.00,,Political Contribution,011,,Friends of Andrea Harrison,,,,,,,,MD,24,,,,,,,,
SB29,C00869461,EB119,,,PAC,Friends of Pam Beidle,,,,,,PO Box 397,,Linthicum,MD,21090,,,2024-12-06,1000.00,,Political Contribution,011,,Friends of Pam Beidle,,,,,,,,MD,32,,,,,,,,
SB29,C00869461,EB116,,,PAC,Friends of Steve Arentz for Delegate,,,,,,100 Bryans Channel Way,,Queenstown,MD,21658,,,2024-12-06,500.00,,Political Contribution,011,,Friends of Steve Arentz for Delegate,,,,,,,,MD,36,,,,,,,,
SB29,C00869461,EB113,,,PAC,Mike Rogers Campaign Committee,,,,,,8613 Indian Springs Rd,,Laurel,MD,20724,,,2024-12-10,500.00,,Political Contribution,011,,Mike Rogers Campaign Committee,,,,,,,,MD,32,,,,,,,,
SB29,C00869461,EB111,,,PAC,Committee to Elect C.T. Wilson,,,,,,8963 Armor Court,,White Plains,MD,20695,,,2024-12-11,2000.00,,Political Contribution,011,,Committee to Elect C.T. Wilson,,,,,,,,MD,28,,,,,,,,
SB29,C00869461,EB112,,,PAC,Friends of Pamela Queen,,,,,,17340 Blossom View Dr,,Olney,MD,20832,,,2024-12-12,1000.00,,Political Contribution,011,,Friends of Pamela Queen,,,,,,,,MD,14,,,,,,,,
SB29,C00869461,EB124,,,PAC,Verlina Reynolds-Jackson,,,,,,705 Greenwood Ave,,Trenton,NY,08609,,,2024-12-13,1500.00,,Political Contribution,011,,Verlina Reynolds-Jackson,,,,,,,,NJ,15,,,,,,,,
SB29,C00869461,EB117,,,PAC,Friends of Justin Ready,,,,,,PO Box 402,,Westminster,MD,21158,,,2024-12-17,500.00,,Political Contribution,011,,Friends of Justin Ready,,,,,,,,MD,05,,,,,,,,
SB29,C00869461,EB118,,,PAC,Friends of Mark Fisher,,,,,,PO Box 227,,Barstow,MD,20610,,,2024-12-19,500.00,,Political Contribution,011,,Friends of Mark Fisher,,,,,,,,MD,27,,,,,,,,
SB29,C00869461,EB115,,,PAC,Friends of Jesse Pippy,,,,,,PO Box 2047,,Frederick,MD,21702,,,2024-12-20,500.00,,Political Contribution,011,,Friends of Jesse Pippy,,,,,,,,MD,04,,,,,,,,
SB29,C00869461,EB121,,,PAC,Friends of Eva Nina Delgado,,,,,,405 W Superior Suite 703,,Chicago,IL,60654,,,2024-12-24,500.00,,Political Contribution,011,,Friends of Eva Nina Delgado,,,,,,,,IL,03,,,,,,,,
SB29,C00869461,EB123,,,PAC,People for Emmanuel Chris Welch,,,,,,233 Oak Ridge Ave,,Hillside,IL,60612,,,2024-12-24,1000.00,,Political Contribution,011,,People for Emmanuel Chris Welch,,,,,,,,IL,07,,,,,,,,
SB29,C00869461,EB122,,,PAC,Friends of Don Harmon for State Senate,,,,,,6939 W North Ave,,Oak Park,IL,60302,,,2024-12-31,1000.00,,Political Contribution,011,,Friends of Don Harmon for State Senate,,,,,,,,IL,39,,,,,,,,
SB29,C00869461,EB120,,,PAC,Friends of Steve Hershey,,,,,,104 Wye View Rd,,Queenstown,MD,21658,,,2024-12-31,500.00,,Political Contribution,011,,Friends of Steve Hershey,,,,,,,,MD,36,,,,,,,,
