form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00284885,16201433,,,COM,Gary VanDeaver Campaign,,,,,,PO Box 866,,New Boston,TX,75570,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,VanDeaver,Gary,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201434,,,COM,Morgan Meyer for Texas,,,,,,3838 Oak Lawn Ave,Suite 400,Dallas,TX,75219,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Meyer,Morgan,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201435,,,COM,Jarvis Johnson Campaign,,,,,,1051 Cottage Oak Ln,,Houston,TX,77091,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Johnson,Jarvis,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201436,,,COM,Erin Zwiener for Texas House,,,,,,PO Box 184,,Driftwood,TX,78619,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Zwiener,Erin,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201437,,,COM,Christian Manuel Hayes Campaign,,,,,,3801 Turtle Creek Drive,,Port Arthur,TX,77642,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Manuel,Christian,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201438,,,COM,Borris Miles Campaign,,,,,,PO Box 56386,,Houston,TX,772566386,,,2024-02-04,1000.00,0.00,2026 Primary,011,,,,Miles,Borris,L.,Sen.,,,,,,,,,,,,2026 Primary
SB29,C00284885,16201441,,,COM,Justin Holland Campaign,,,,,,"3021 Ridge Road, Ste A, Box 79",,Rockwall,TX,75032,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Holland,Justin,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201442,,,COM,Ana for Texas,,,,,,PO Box 15538,,Houston,TX,77220,,,2024-02-04,2500.00,0.00,2024 Primary,011,,,,Hernandez,Ana,E.,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201443,,,COM,Texans for Dade,,,,,,PO Box 848,,Nederland,TX,77627,,,2024-02-04,10000.00,0.00,2024 Primary,011,,,,Phelan,Dade,,Rep.,,,,,,,,,,,,2024 Primary
SB29,C00284885,16201444,,,COM,Lynn Stucky Campaign,,,,,,PO Box 646,,Denton,TX,76202,,,2024-02-04,1000.00,0.00,2024 Primary,011,,,,Stucky,Lynn,,Rep.,,,,,,,,,,,,2024 Primary
