form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00741371,500212250,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-08,11.21,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213170,,,ORG,Vrbo,,,,,,11920 Alterra Pkwy,,Austin,TX,787581115,,,2024-07-16,89.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213780,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-31,49.59,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214080,,,ORG,At 1016 LLC,,,,,,1016 E 44th St,,Kansas City,MO,641101616,,,2024-07-16,349.15,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213801,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-24,16.94,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213171,,,ORG,Vrbo,,,,,,11920 Alterra Pkwy,,Austin,TX,787581115,,,2024-07-16,145.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213802,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-31,586.80,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500211863,,,IND,,Tlaib,Rashida,H.,,,PO Box 32777,,Detroit,MI,482320777,,,2024-07-12,222.70,0.00,Mileage,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213754,,,ORG,"Delta Air Lines, Inc.",,,,,,PO Box 20536,,Atlanta,GA,303202536,,,2024-07-29,478.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214074,,,ORG,TBFS Investments LLC,,,,,,310 S Grand Ave W,,Springfield,IL,627043706,,,2024-07-29,75.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213755,,,ORG,"Delta Air Lines, Inc.",,,,,,PO Box 20536,,Atlanta,GA,303202536,,,2024-07-29,478.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500211865,,,ORG,Summit Campaign Strategies,,,,,,87 Summit Cir,,Shelburne,VT,054826753,,,2024-07-12,1000.00,0.00,Digital Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214075,,,ORG,TBFS Investments LLC,,,,,,310 S Grand Ave W,,Springfield,IL,627043706,,,2024-07-26,221.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214076,,,ORG,TBFS Investments LLC,,,,,,310 S Grand Ave W,,Springfield,IL,627043706,,,2024-07-26,230.52,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214077,,,ORG,Cardinal Vacation Homes,,,,,,3748 Taft Ave,,Saint Louis,MO,631164349,,,2024-07-16,1121.85,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213768,,,ORG,Jo Jo Asian Bistros,,,,,,7101 W 183rd St,,Tinley Park,IL,604773932,,,2024-07-30,257.20,0.00,Meals,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214078,,,ORG,At 1016 LLC,,,,,,1016 E 44th St,,Kansas City,MO,641101616,,,2024-07-16,249.15,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213798,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-07-17,3.24,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500213169,,,ORG,Vrbo,,,,,,11920 Alterra Pkwy,,Austin,TX,787581115,,,2024-07-16,59.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741371,500214079,,,ORG,At 1016 LLC,,,,,,1016 E 44th St,,Kansas City,MO,641101616,,,2024-07-16,100.00,0.00,Travel,,,,,,,,,,,,,,,,,,,,
