form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035204,16079286,,,CCM,Weber For Congress,,,,,,"133 N Friendswood Dr, #353",,Friendswood,TX,77546,P2024,,2024-02-05,2500.00,0.00,2024 Event,011,C00502229,Weber For Congress,H2TX14149,Weber,Randy,,Rep.,,H,TX,14,,,,,,,,2024 Event
SB23,C00035204,16079289,,,CCM,Friends Of Bennie Thompson,,,,,,PO Box 100,,Bolton,MS,390410100,P2024,,2024-02-05,2000.00,0.00,2024 Event,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,,Rep.,,H,MS,02,,,,,,,,2024 Event
SB23,C00035204,16079291,,,CCM,Lance Gooden For Congress Committee,,,,,,PO Box 2125,,Terrell,TX,75160,P2024,,2024-02-05,1000.00,0.00,2024 Event,011,C00662601,Lance Gooden For Congress Committee,H8TX05144,Gooden,Lance,,Rep.,,H,TX,05,,,,,,,,2024 Event
SB23,C00035204,16084484,,,CCM,Cliff Bentz For Congress,,,,,,660 Morgan Ave,,Ontario,OR,97914,P2024,,2024-02-07,1500.00,0.00,2024 Event,011,C00725465,Cliff Bentz For Congress,H0OR02127,Bentz,Cliff,,Rep.,,H,OR,02,,,,,,,,2024 Event
SB23,C00035204,16084485,,,CCM,Lori Chavez-Deremer For Congress,,,,,,13203 Se 172nd Ave,Ste 166 #399,Happy Valley,OR,97086,P2024,,2024-02-07,1500.00,0.00,2024 Event,011,C00784520,Lori Chavez-Deremer For Congress,H2OR05209,Chavez-DeRemer,Lori,,Rep.,,H,OR,05,,,,,,,,2024 Event
SB23,C00035204,16084497,,,COM,Steer PAC,,,,,,901 N Washington Street,Suite 700,Alexandria,VA,22314,,,2024-02-07,2500.00,0.00,"Feb 23, 2024",011,,,,,,,,,,,,,,,,,,,"Feb 23, 2024"
SB23,C00035204,16084498,,,CCM,Lahood For Congress,,,,,,P.O. Box 10735,,Peoria,IL,61612,P2024,,2024-02-07,1500.00,0.00,"Event - March 19, 2024",011,C00575050,Lahood For Congress,H6IL18088,Lahood,Darin,,,,H,IL,18,,,,,,,,"Event - March 19, 2024"
SB23,C00035204,16085679,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2024-02-09,-2500.00,0.00,Void - Fischbach For Congress,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,Void - Fischbach For Congress
SB23,C00035204,16085680,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2024-02-09,1000.00,0.00,Event - Feb 2024,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,Event - Feb 2024
SB23,C00035204,16085684,,,CCM,Finstad For Congress,,,,,,PO Box 923,,New Ulm,MN,56073,P2024,,2024-02-09,1000.00,0.00,2024 Event,011,C00807743,Finstad For Congress,H2MN01223,Finstad,Brad,,Rep.,,H,MN,01,,,,,,,,2024 Event
SB23,C00035204,16096248,,,CCM,Mcconnell Senate Committee,,,,,,PO Box 1496,,Louisville,KY,40201,P2026,,2024-02-16,1000.00,0.00,"Event - Feb 20, 2024",011,C00193342,Mcconnell Senate Committee,S2KY00012,McConnell,Mitch,,Sen.,,S,KY,,,,,,,,,"Event - Feb 20, 2024"
SB23,C00035204,16110077,,,CCM,Hoeven for Senate,,,,,,P.O. Box 861,,Bismarck,ND,58502,P2023,,2024-02-20,1000.00,0.00,"Event - March 31, 2024",011,,,,Hoeven,John,,,,S,ND,,,,,,,,,"Event - March 31, 2024"
SB23,C00035204,16110086,,,CCM,Rick Scott For Florida,,,,,,224 E 6th Ave,,Tallahassee,FL,32308,P2024,,2024-02-20,1000.00,0.00,"Event - Mar 21, 2024",011,C00676965,Rick Scott For Florida,S8FL00273,Scott,Rick,,Sen.,,S,FL,,,,,,,,,"Event - Mar 21, 2024"
