form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00637504,500732584,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-17,50.00,0.00,In-kind Fundraising Email,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB23,C00637504,500732573,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-24,100.00,0.00,In-kind Fundraising Email,,C00845461,,,MANNION,JOHN,W,,,H,NY,22,,,,,,,,
SB23,C00637504,500732574,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-24,150.00,0.00,In-kind Fundraising Email,,C00850677,,,OSBORN,DAN,,,,S,NE,,,,,,,,,
SB23,C00637504,500732582,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-24,100.00,0.00,In-kind Fundraising Email,,C00793760,,,RILEY,JOSH,,,,H,NY,22,,,,,,,,
SB23,C00637504,500732575,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-25,75.00,0.00,In-kind Fundraising Email,,C00850677,,,OSBORN,DAN,,,,S,NE,,,,,,,,,
SB23,C00637504,500732576,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-29,150.00,0.00,In-kind Fundraising Email,,C00431056,,,CASEY,ROBERT,JR.,,,S,PA,,,,,,,,,
SB23,C00637504,500732577,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-10-30,75.00,0.00,In-kind Fundraising Email,,C00431056,,,CASEY,ROBERT,JR.,,,S,PA,,,,,,,,,
SB23,C00637504,500732578,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-11-01,100.00,0.00,In-kind Fundraising Email,,C00509968,,,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00637504,500732581,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-11-01,100.00,0.00,In-kind Fundraising Email,,C00658567,,,WILD,SUSAN,,,,H,PA,15,,,,,,,,
SB23,C00637504,500732579,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-11-02,50.00,0.00,In-kind Fundraising Email,,C00509968,,,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00637504,500732580,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-11-02,50.00,0.00,In-kind Fundraising Email,,C00658567,,,WILD,SUSAN,,,,H,PA,15,,,,,,,,
SB23,C00637504,500732583,,,ORG,Social Security Works,,,,,,PO Box 27380,,Washington,DC,200387380,G2024,,2024-11-04,150.00,0.00,In-kind Fundraising Email,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
