form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00890947,SB29.4137,,,CCM,Adelita for Supervisor,,,,,,1830 E. Broadway Boulevard,Suite 124-117,Tucson,AZ,85719,,,2024-10-08,500.00,,,012,,Adelita for Supervisor,,Grijalva,Adelita,,,,,,,,,,,,,,
SB29,C00890947,SB29.4172,,,CCM,Brandy for AZ,,,,,,4960 S. Gilbert Road,Suite 1-624,Chandler,AZ,85249,G2024,,2024-10-16,500.00,,,012,,Brandy for AZ,,Reese,Brandy,,,,,,,,,,,,,,
SB29,C00890947,SB29.4133,,,CCM,Conover for County Attorney,,,,,,1517 N. Wilmot Road,P.M.B. 162,Tucson,AZ,85712,G2024,,2024-10-01,500.00,,Endorsement Donation,012,,Conover for County Attorney,,Conover,Laura,,,,,,,,,,,,,,
SB29,C00890947,SB29.4168,,,CCM,Dr. Matt Heinz for Supervisor,,,,,,P.O. Box 57698,,Tucson,AZ,85732,G2024,,2024-10-15,500.00,,,012,,Dr. Matt Heinz for Supervisor,,Heinz,Matt,,Dr.,,,,,,,,,,,,
SB29,C00890947,SB29.4152,,,CCM,Dr. Ravi for TUSD,,,,,,3380 E. Calle Golondrina,,Tucson,AZ,85716,G2024,,2024-10-10,250.00,,,012,,Dr. Ravi for TUSD,,Shah,Ravi,,,,,,,,,,,,,,
SB29,C00890947,SB29.4156,,,CCM,Friends of Sadie Shaw,,,,,,615 E. Elm Street,,Tucson,AZ,85705,G2024,,2024-10-10,250.00,,,012,,Friends of Sadie Shaw,,Shaw,Sadie,,,,,,,,,,,,,,
SB29,C00890947,SB29.4160,,,CCM,Gabriella For Recorder,,,,,,P.O. Box 91151,,Tucson,AZ,85741,G2024,,2024-10-10,500.00,,,012,,Gabriella For Recorder,,Cazares-Kelly,Gabriella,,,,,,,,,,,,,,
SB29,C00890947,SB29.4144,,,CCM,Jen for Supervisor,,,,,,1645 W. Valencia Road,"Suite 109, P.M.B. 162 ",Tucson,AZ,85746,G2024,,2024-10-08,500.00,,,012,,Jen for Supervisor,,Allen,Jen,,,,,,,,,,,,,,
SB29,C00890947,SB29.4176,,,CCM,Kelli Butler for Arizona,,,,,,5104 N. 32nd Street,Suite 110,Phoenix,AZ,85018,G2024,,2024-10-16,1000.00,,,012,,Kelli Butler for Arizona,,Butler,Kelli,,,,,,,,,,,,,,
SB29,C00890947,SB29.4180,,,CCM,Kevin Volk for Arizona,,,,,,P.O. Box 57248,,Tucson,AZ,85732,G2024,,2024-10-16,1000.00,,,012,,Kevin Volk for Arizona,,Volk,Kevin,,,,,,,,,,,,,,
SB29,C00890947,SB29.4184,,,CCM,Matias Rosales for LD23,,,,,,P.O. Box 10831,,San Luis,AZ,85349,G2024,,2024-10-16,1000.00,,,012,,Matias Rosales for LD23,,Rosales,Matias,,,,,,,,,,,,,,
SB29,C00890947,SB29.4164,,,CCM,Natalie for TUSD,,,,,,9981 N. Calle Solano,,Tucson,AZ,85737,G2024,,2024-10-10,250.00,,,012,,Natalie for TUSD,,Luna Rose,Natalie,,,,,,,,,,,,,,
SB29,C00890947,SB29.4148,,,CCM,Re-Elect Rex,,,,,,9981 N. Calle Solano,,Tucson,AZ,85737,G2024,,2024-10-08,500.00,,,012,,Re-Elect Rex,,Scott,Rex,,,,,,,,,,,,,,
SB29,C00890947,SB29.4188,,,CCM,Seaman4AZ,,,,,,5009 N. Overfield Road,,Casa Grande,AZ,85149,G2024,,2024-10-16,1000.00,,,012,,Seaman4AZ,,Seaman,Keith,,,,,,,,,,,,,,
