form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00224790,SB23.76880,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2024-03-14,1000.00,,"US Congress, District 2",,C00345546,,,,,,,,H,WA,02,,,,,,,,
SB23,C00224790,SB23.76883,,,CCM,FRIENDS OF BILL POSEY,,,,,,1824 SOUTH FISKE BOULEVARD,,ROCKLEDGE,FL,32955,P2024,,2024-03-19,3000.00,,"US Congress, District 8",,,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76889,,,PAC,GREG STEUBE VICTORY FUND,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,P2024,,2024-03-27,1000.00,,"US Representative, District 17",,C00696393,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76885,,,PAC,HOGAN VICTORY FUND,,,,,,2077 SOMERVILLE ROAD,SUITE 206,ANNAPOLIS,MD,21401,P2024,,2024-03-25,1500.00,,US Senate,,C00869024,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76882,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,P2024,,2024-03-14,1000.00,,"US Congress, District 18",,C00575050,,,,,,,,H,IL,16,,,,,,,,
SB23,C00224790,SB23.76891,,,PAC,LAUREL LEE VICTORY FUND,,,,,,P.O. BOX 47556,,TAMPA,FL,33646,P2024,,2024-03-29,1000.00,,"US Representative, District  15",,C00826230,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76873,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,PO BOX 812421,,BOCA RATON,FL,33481,P2024,,2024-02-12,1000.00,,"US Representative, District 22",,,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76887,,,PTY,NRCC,,,,,,320 First Street SE,,Washington,DC,20003,P2024,,2024-03-26,1200.00,,National Republican Congressional Committee 218 Program,,,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76871,,,PTY,NRSC,,,,,,425 2nd Street NE,,Washington,DC,20002,P2024,,2024-01-23,1000.00,,National Republican Senatorial Committee Network Program,,,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76876,,,CCM,SALUD CARBAJAL FOR CONGRESS,,,,,,PO Box 1290,,Santa Barbara,CA,93102,P2024,,2024-02-26,1000.00,,"US Congress, District 24",,,,,,,,,,,,,,,,,,,,
SB23,C00224790,SB23.76872,,,CAN,,SCOTT,RICK SEN,,,,PO BOX 130708,,TAMPA,FL,33681,P2024,,2024-01-25,1000.00,,US Senate,,,,S8FL00273,,,,,,S,FL,00,,,,,,,,
SB23,C00224790,SB23.76874,,,CCM,STANTON FOR CONGRESS,,,,,,4340 E INDIAN SCHOOL ROAD,SUITE 21-518,PHOENIX,AZ,85018,P2024,,2024-02-15,1000.00,,"US Congress, District 4",,C00657304,,,,,,,,H,AZ,04,,,,,,,,
SB23,C00224790,SB23.76878,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,P2024,,2024-03-14,1000.00,,"US Congress, District 19",,C00588657,,,,,,,,H,TX,19,,,,,,,,
