form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00728360,500084523,,,ORG,100 Percent Future Fund,,,,,,PO Box 6716,,Minneapolis,MN,554060716,,,2024-08-27,50000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084590,,,COM,1000 WOMEN STRONG PAC,,,,,,2800 S Adams St,Unit 5651,Tallahassee,FL,323147728,,,2024-08-26,75000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084546,,,ORG,603 Forward,,,,,,PO Box 676,,Concord,NH,033020676,,,2024-08-06,15000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500083823,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-01,8415.30,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500083826,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-01,6.73,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500083878,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-05,10963.70,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500083879,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-05,10.87,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500083940,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-12,16002.41,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084124,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-12,4.75,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084119,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-19,14006.46,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084123,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-19,0.99,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084217,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-26,20163.37,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084221,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-08-26,25.88,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084596,,,ORG,Alliance For Youth Action,,,,,,915 5th St NW,,Washington,DC,200012501,,,2024-08-27,100000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084522,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,12.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084524,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,52.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084530,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,173.27,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084617,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,1740.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084627,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,32.00,0.00,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084548,,,COM,Amistad Movement Power,,,,,,924 Cherry St,Fl 4,Philadelphia,PA,191072411,,,2024-08-06,25000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084605,,,COM,API PA VOTES,,,,,,PO Box 22611,,Philadelphia,PA,191102611,,,2024-08-28,50000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084608,,,COM,API PA VOTES,,,,,,PO Box 22611,,Philadelphia,PA,191102611,,,2024-08-28,80000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084532,,,ORG,Arizona For Abortion Access Op,,,,,,2800 N Central Ave,Ste 1900,Phoenix,AZ,850041241,,,2024-08-26,200000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084533,,,COM,"ASIAN AMERICAN ADVOCACY FUND, INC.",,,,,,PO Box 671,,Norcross,GA,300910671,,,2024-08-30,50000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084535,,,COM,ASIAN AMERICANS FOR CHANGE FUND,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-08-06,30000.00,0.00,Contribution - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00728360,500084611,,,PAC,Battleground California,,,,,,515 S Figueroa St,Ste 1110,Los Angeles,CA,900713314,,,2024-08-28,254000.00,0.00,Contribution - Non-Contribution Account,,C00872549,Battleground California,,,,,,,,,,,,,,,,,
