form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00876482,500102030,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-08,5975.00,2024-10-03,7676677.80,Radio Advertising,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500110030,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-08,45.00,2024-10-08,7676677.80,Shipping,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500116440,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-17,35000.00,2024-10-15,7676677.80,Radio Advertising,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500113150,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-15,61.50,2024-10-09,7676677.80,Shipping,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500113160,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-12,61.50,2024-10-11,7676677.80,Shipping,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500113170,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-15,237500.00,2024-10-09,7676677.80,TV Advertising,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500102031,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-08,159175.00,2024-10-03,7676677.80,TV Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500110031,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-08,124955.00,2024-10-08,7676677.80,TV Advertising,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500116441,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-17,175000.00,2024-10-15,7676677.80,Digital Advertising,,,O,S2NE00094,Fischer,Debra,S.,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
SE,C00876482,500113151,,,ORG,"Sage Media Planning & Placement, Inc.",,,,,,1322 G St SE,,Washington,DC,200033021,G2024,,2024-10-15,9938.50,2024-10-09,7676677.80,Digital Advertising,,,S,S4NE00207,Osborn,Dan,,,,S,00,NE,Koob,Christopher,,,,2024-10-24,
