form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00028860,SB23.9417,,,CCM,ADAM GRAY FOR CONGRESS,,,,,,"400 CAPITOL MALL, SUITE 2400",,SACRAMENTO,CA,95814,G2024,,2024-09-30,5000.00,,Contribution,011,C00801431,,,,,,,,H,CA,13,,,,,,,,
SB23,C00028860,SB23.9418,,,PAC,AMERICA WORKS FEDERAL PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,O2024,,2024-09-30,5000.00,,Annual Contribution,012,C00331694,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9419,,,CCM,BACCAM FOR IOWA,,,,,,2813 VIRGINIA PL,,DES MOINES,IA,50321,G2024,,2024-09-30,5000.00,,Contribution,011,C00856021,,,,,,,,H,IA,03,,,,,,,,
SB23,C00028860,SB23.9421,,,CCM,BEATTY FOR CONGRESS,,,,,,222 EAST TOWN STREET,SUITE 2W,COLUMBUS,OH,43215,G2024,,2024-09-06,2500.00,,Contribution,011,C00507368,,,,,,,,H,OH,03,,,,,,,,
SB23,C00028860,SB23.9422,,,CCM,BECCA BALINT FOR VERMONT,,,,,,PO BOX 291,,BURLINGTON,VT,05402,G2024,,2024-09-30,5000.00,,Contribution,011,C00797175,,,,,,,,H,VT,01,,,,,,,,
SB23,C00028860,SB23.9423,,,PAC,BLUE MAJORITY PAC,,,,,,PO BOX 327,,MADISON,WI,53701,O2024,,2024-09-30,5000.00,,ANNUAL Contribution,011,C00529693,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9424,,,PAC,BUILD OUR MOVEMENT PAC,,,,,,PO BOX 21912,,SEATTLE,WA,98111,O2024,,2024-09-30,5000.00,,ANNUAL Contribution,011,C00629576,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9425,,,PAC,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,"499 S. CAPITOL STREET, SW",SUITE 420,WASHINGTON,DC,20003,O2024,,2024-09-30,5000.00,,ANNUAL Contribution,011,C00573709,,,,,,,,,,,,,,,,,,
SB23,C00028860,SB23.9426,,,CCM,CITIZENS FOR BOYLE,,,,,,PO BOX 14310,,PHILADELPHIA,PA,19115,G2024,,2024-09-30,5000.00,,Contribution,011,C00543363,,,,,,,,H,PA,02,,,,,,,,
SB23,C00028860,SB23.9427,,,CCM,CLARKE FOR CONGRESS,,,,,,PO BOX 250200,,BROOKLYN,NY,11225,G2024,,2024-09-30,5000.00,,Contribution,011,C00415331,,,,,,,,H,NY,09,,,,,,,,
