form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00200865,B-37930,,,CCM,Jeff Hurd for Congress,,,,,,2695 Patterson Road,Suite 2-287,Grand Junction,CO,82506,G2024,,2024-05-02,1000.00,1000.00,Contribution,011,C00848333,Jeff Hurd for Congress,H4CO03357,Hurd,Jeffrey,,,,H,CO,03,,,,,,,,
SB23,C00200865,B-37932,,,CCM,Ashley Hinson for Congress,,,,,,1110 Trinity Drive,,Alexandria,VA,22314,P2024,,2024-05-08,2000.00,3000.00,Contribution,011,C00706267,Ashley Hinson for Congress,H0IA01174,Hinson Arenholz,Ashley,,,,H,IA,02,,,,,,,,
SB23,C00200865,B-37934,,,CCM,Ashley Hinson for Congress,,,,,,1110 Trinity Drive,,Alexandria,VA,22314,G2024,,2024-05-08,1000.00,3000.00,Contribution,011,C00706267,Ashley Hinson for Congress,H0IA01174,Hinson Arenholz,Ashley,,,,H,IA,02,,,,,,,,
SB23,C00200865,B-37936,,,CCM,Guy for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,G2024,,2024-05-10,1000.00,1000.00,Contribution,011,C00657833,Guy for Congress,H8PA18199,Reschenthaler,Guy,,Mr.,,H,PA,14,,,,,,,,
SB23,C00200865,B-37949,,,CCM,"Britt for Alabama, Inc.",,,,,,PO Box 3759,,Montgomery,AL,36109,P2028,,2024-05-21,5000.00,5000.00,Contribution,011,C00781443,"Britt for Alabama, Inc.",S2AL00145,Britt,Katie,Boyd,,,S,AL,00,,,,,,,,
SB23,C00200865,B-37951,,,CCM,Cramer for Senate,,,,,,PO Box 396,,Bismarck,ND,585020396,P2024,,2024-05-21,5000.00,5000.00,Contribution,011,C00504704,Cramer for Senate,S8ND00120,Cramer,Kevin,,,,S,ND,00,,,,,,,,
SB23,C00200865,B-37953,,,CCM,Joni for Iowa,,,,,,PO Box 93441,,Des Moines,IA,50393,P2026,,2024-05-21,1000.00,1000.00,Contribution,011,C00546788,Joni for Iowa,S4IA00129,Ernst,Joni,K,,,S,IA,00,,,,,,,,
SB23,C00200865,B-37945,,,CCM,Rogers for Senate,,,,,,PO Box 132,,St. Joseph,MI,49085,P2024,,2024-05-21,1000.00,1000.00,Contribution,011,C00849810,Rogers for Senate,S4MI00595,Rogers,Michael,J,,,S,MI,00,,,,,,,,
SB23,C00200865,B-37947,,,PAC,Stop Collectivism OR Totalitarianism Triumphs PAC,,,,,,4040 Macarthur Blvd,Suite 200,Newport Beach,CA,92660,,,2024-05-21,2500.00,2500.00,Contribution,011,C00807909,Stop Collectivism OR Totalitarianism Triumphs PAC,,,,,,,,,,,,,,,,,
SB23,C00200865,B-37955,,,CCM,Valadao for Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,G2024,,2024-05-23,2000.00,3000.00,Contribution,011,C00499392,Valadao for Congress,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,
SB23,C00200865,B-37960,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,G2024,,2024-05-28,5000.00,5000.00,Contribution,011,C00379735,Cole for Congress,H2OK04055,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00200865,B-37962,,,CCM,Rick Scott for Florida,,,,,,224 E 6th Ave,,Tallahassee,DC,32308,G2024,,2024-05-28,5000.00,5000.00,Contribution,011,C00676965,Rick Scott for Florida,S8FL00273,Scott,Rick,,,,S,FL,00,,,,,,,,
SB23,C00200865,B-37964,,,CCM,Texans for Senator John Cornyn Inc,,,,,,PO Box 13026,,Austin,TX,78711,G2024,,2024-05-28,5000.00,5000.00,Contribution,011,C00369033,Texans for Senator John Cornyn Inc,S2TX00106,Cornyn,John,,,,S,TX,00,,,,,,,,
SB23,C00200865,B-37968,,,CCM,Emmer for Congress,,,,,,PO Box 279,,Elk River,MN,55330,G2024,,2024-05-31,5000.00,5000.00,Contribution,011,C00545749,Emmer for Congress,H4MN06087,Emmer,Thomas,Earl,,Jr.,H,MN,06,,,,,,,,
