form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00476978,VSGF4A39XH4,,,ORG,Adamson for Indy,,,,,,40 N Randolph St,,Indianapolis,IN,462013826,,,2023-04-07,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XA9,,,ORG,Andy for Pasadena ISD School Board Campaign,,,,,,1919 Crestwood Ln,,Pasadena,TX,775023285,,,2023-04-07,500.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39X91,,,ORG,Chad West For Dallas,,,,,,3606 S Tyler St,,Dallas,TX,752244416,,,2023-04-07,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XF9,,,ORG,Friends of Dan Kolbe,,,,,,141 Ghaner Dr,,State College,PA,168031169,,,2023-04-07,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XG7,,,ORG,Friends of Jose Matthews,,,,,,34 Richard Ave,,Wilmington,DE,198052084,,,2023-04-07,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XC5,,,ORG,Friends of Patrick Maguire,,,,,,PO Box 42307,,Portland,OR,972420307,,,2023-04-13,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A3A0Q8,,,ORG,Friends to Elect Sheena Barnes,,,,,,621 Lodge Ave,,Toledo,OH,436092913,P2024,,2023-04-13,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XB7,,,ORG,Jonathan Estrada Campaign,,,,,,1608 Marlock Ln,,Pasadena,TX,775023151,,,2023-04-07,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XM8,,,PAC,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,1225 I St NW,Ste 525,Washington,DC,200053914,,,2023-04-20,1000.00,0.00,In-Kind Non-Fed. Contrib. to R. Landau for Philly Council: Proprietary Model Access,,C00476978,LGBTQ VICTORY FUND FEDERAL PAC,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39XJ2,,,ORG,LGBTQ Victory Fund,,,,,,1225 I St NW,Ste 525,Washington,DC,200056005,,,2023-04-13,886.55,0.00,Non-Federal In-Kind Contrib. for Staff Time & Travel to MS State House Candidate,,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39X83,,,ORG,Omar Narvaez Campaign,,,,,,411 Broadway Ave,Apt 5320,Dallas,TX,752125292,,,2023-04-07,250.00,0.00,"Non-Federal Contribution, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39X42,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-04-03,25.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00476978,VSGF4A39X68,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-04-03,20.00,0.00,"Credit Card Processing Fees, Non-Contribution Account",,,,,,,,,,,,,,,,,,,,
